ano;mes;id;tamano;categoria;sexo;grupo;division;ro_t_1;ho_t_1;c_t_1;ht_t_1;ro;ho;c;ht
2022;12;984;2;G;1;1;1;7030519;183;7203113;183;7030519;183;7204598;183
2022;12;984;2;G;1;2;1;90920236;4569;93987947;4569;90920736;4569;94274689;4569
2022;12;984;2;G;1;3;1;;;;;;;;
2022;12;984;2;G;1;4;1;;;;;;;;
2022;12;984;2;G;1;5;1;;;;;;;;
2022;12;984;2;G;1;6;1;;;;;;;;
2022;12;984;2;G;1;7;1;;;;;;;;
2022;12;984;2;G;1;8;1;;;;;;;;
2022;12;984;2;G;1;9;1;;;;;;;;
2022;12;984;2;G;2;1;1;72941898;548;73245217;548;71654614;548;71960544;548
2022;12;984;2;G;2;2;1;223303419;10234;230950980;10265;220911473;10234;228536234;10234
2022;12;984;2;G;2;3;1;;;;;;;;
2022;12;984;2;G;2;4;1;;;;;;;;
2022;12;984;2;G;2;5;1;;;;;;;;
2022;12;984;2;G;2;6;1;;;;;;;;
2022;12;984;2;G;2;7;1;;;;;;;;
2022;12;984;2;G;2;8;1;;;;;;;;
2022;12;984;2;G;2;9;1;;;;;;;;
2022;12;952;3;B;1;1;1;576897997;10948;589208663;10948;589996522;10946;602657757;10946
2022;12;952;3;B;1;2;1;2153653150;79382;2240957449;79382;2172269612;78401;2260281565;78401
2022;12;952;3;B;1;3;1;24681100;1625;26177670;1625;27691142;1969;29677519;1969
2022;12;952;3;B;1;4;1;18962546;885;20155484;885;18962547;885;20122899;885
2022;12;952;3;B;1;5;1;;;;;;;;
2022;12;952;3;B;1;6;1;;;;;;;;
2022;12;952;3;B;1;7;1;415792703;35939;442373727;35939;413885603;36488;451074805;36488
2022;12;952;3;B;1;8;1;745228228;73865;790695310;73865;713896959;71415;773979473;71415
2022;12;952;3;B;1;9;1;;;;;;;;
2022;12;952;3;B;2;1;1;1373805812;23444;1397423207;23444;1382744995;23415;1407305889;23415
2022;12;952;3;B;2;2;1;3437756249;113665;3542500240;113665;3447328660;112479;3551493535;112479
2022;12;952;3;B;2;3;1;382930484;21853;399556447;21853;373496246;21853;391571770;21853
2022;12;952;3;B;2;4;1;;;;;;;;
2022;12;952;3;B;2;5;1;;;;;;;;
2022;12;952;3;B;2;6;1;;;;;;;;
2022;12;952;3;B;2;7;1;2078890395;133102;2179882314;133102;1991502868;130935;2108012226;130935
2022;12;952;3;B;2;8;1;3464143646;218526;3615509697;218526;3360923869;215636;3529581419;215636
2022;12;952;3;B;2;9;1;2940392;181;3143828;181;2940392;181;3143828;181
2022;12;995;3;M;1;1;3;13383639;774;15760462;774;15966241;774;18374298;774
2022;12;995;3;M;1;2;3;219434587;31290;256565123;31490;269123751;34038;308026445;34235
2022;12;995;3;M;1;3;3;34680441;6604;41326660;6709;37881411;5903;43922635;6002
2022;12;995;3;M;1;4;3;56675004;11645;65768252;11732;66371567;10511;74417846;10538
2022;12;995;3;M;1;5;3;;;;;1695333;194;2127896;194
2022;12;995;3;M;1;6;3;;;;;;;;
2022;12;995;3;M;1;7;3;43545069;9201;51007173;9206;48605660;9286;54474869;9293
2022;12;995;3;M;1;8;3;2404052;568;2848707;568;2926051;484;3435504;484
2022;12;995;3;M;1;9;3;2773403;716;3019089;716;2379252;581;2596794;581
2022;12;995;3;M;2;1;3;52073855;2670;62413619;2670;54590558;2709;65293144;2709
2022;12;995;3;M;2;2;3;662381004;81511;795860721;82701;662381004;81511;795860721;82701
2022;12;995;3;M;2;3;3;68749755;11667;83221952;12092;68749755;11667;83221952;12092
2022;12;995;3;M;2;4;3;47037516;8184;56810938;8475;54237409;7863;63515019;8139
2022;12;995;3;M;2;5;3;;;;;;;;
2022;12;995;3;M;2;6;3;;;;;;;;
2022;12;995;3;M;2;7;3;350674264;65960;420009386;66782;408868750;66893;472000131;67334
2022;12;995;3;M;2;8;3;96435669;14854;116357949;14875;129326909;16870;151976347;16917
2022;12;995;3;M;2;9;3;;;;;;;;
2022;12;997;1;G;1;1;3;;;;;;;;
2022;12;997;1;G;1;2;3;;;;;;;;
2022;12;997;1;G;1;3;3;;;;;;;;
2022;12;997;1;G;1;4;3;638500;194;815825;194;638500;194;815825;194
2022;12;997;1;G;1;5;3;;;;;;;;
2022;12;997;1;G;1;6;3;585000;194;639592;194;585000;194;639592;194
2022;12;997;1;G;1;7;3;;;;;;;;
2022;12;997;1;G;1;8;3;;;;;;;;
2022;12;997;1;G;1;9;3;;;;;;;;
2022;12;997;1;G;2;1;3;;;;;;;;
2022;12;997;1;G;2;2;3;;;;;;;;
2022;12;997;1;G;2;3;3;;;;;;;;
2022;12;997;1;G;2;4;3;1120657;388;1302109;388;1120657;388;1302109;388
2022;12;997;1;G;2;5;3;;;;;;;;
2022;12;997;1;G;2;6;3;;;;;;;;
2022;12;997;1;G;2;7;3;;;;;;;;
2022;12;997;1;G;2;8;3;;;;;;;;
2022;12;997;1;G;2;9;3;;;;;;;;
2022;12;1762;3;P;1;1;1;136931025;6426;141921435;6426;136954550;6426;142409775;6426
2022;12;1762;3;P;1;2;1;1534146814;127694;1592327290;127861;1558974836;123676;1624720624;123868
2022;12;1762;3;P;1;3;1;70236440;17927;74390484;17927;73731066;18855;78946077;18929
2022;12;1762;3;P;1;4;1;261064488;62655;278980689;62694;260415241;62088;280003905;62134
2022;12;1762;3;P;1;5;1;;;;;;;;
2022;12;1762;3;P;1;6;1;;;;;;;;
2022;12;1762;3;P;1;7;1;;;;;;;;
2022;12;1762;3;P;1;8;1;;;;;;;;
2022;12;1762;3;P;1;9;1;115202199;38937;125206492;39642;112741743;37425;120695335;37546
2022;12;1762;3;P;2;1;1;168670134;6993;178105376;6993;168963051;6873;176302756;6873
2022;12;1762;3;P;2;2;1;2298793656;148005;2396027288;148196;2325192994;145547;2404989558;145698
2022;12;1762;3;P;2;3;1;108126186;25518;118814486;25943;107375174;25140;116437556;25289
2022;12;1762;3;P;2;4;1;107003893;22870;113113995;22958;105092671;22870;113321723;22911
2022;12;1762;3;P;2;5;1;;;;;;;;
2022;12;1762;3;P;2;6;1;;;;;;;;
2022;12;1762;3;P;2;7;1;;;;;;;;
2022;12;1762;3;P;2;8;1;;;;;;;;
2022;12;1762;3;P;2;9;1;146637584;44891;162084815;46234;144728147;43379;154696203;43447
2022;12;1118;3;P;1;1;1;698061627;38664;736512366;38668;693686648;37818;731827714;37818
2022;12;1118;3;P;1;2;1;6252362635;575204;6830217288;581517;6315179748;569047;6871419644;573146
2022;12;1118;3;P;1;3;1;992047877;191700;1185566165;197610;1048978193;197502;1242550441;200826
2022;12;1118;3;P;1;4;1;1026694982;196328;1190046063;197303;1046984503;196539;1222544766;197529
2022;12;1118;3;P;1;5;1;36788053;12381;46357155;12416;37747101;12813;47601268;12837
2022;12;1118;3;P;1;6;1;;;;;;;;
2022;12;1118;3;P;1;7;1;28045130;8505;34513419;8517;27916235;8505;34893361;8517
2022;12;1118;3;P;1;8;1;;;;;;;;
2022;12;1118;3;P;1;9;1;237872371;105118;318085543;106185;256000033;108632;337304953;109111
2022;12;1118;3;P;2;1;1;681730185;29279;710862856;29289;676996033;28741;706043905;28753
2022;12;1118;3;P;2;2;1;6670877759;476748;7010341117;477969;6599539497;460347;6934910749;461331
2022;12;1118;3;P;2;3;1;533038471;91266;623690282;93407;553536004;94330;646388059;95939
2022;12;1118;3;P;2;4;1;273103543;59899;325843965;60888;287061588;61432;344988840;62567
2022;12;1118;3;P;2;5;1;13904747;2736;16291470;2829;15521547;2736;17994800;2792
2022;12;1118;3;P;2;6;1;;;;;;;;
2022;12;1118;3;P;2;7;1;26410165;6804;32642235;6940;25989161;6804;32757886;6977
2022;12;1118;3;P;2;8;1;20339173;4522;25128880;4708;20934122;4532;26285985;4741
2022;12;1118;3;P;2;9;1;93412380;32300;119571120;32884;98944859;32775;125617754;33154
2022;12;1310;1;N;1;1;6;;;;;;;;
2022;12;1310;1;N;1;2;6;1218333;194;1305219;194;1218333;194;1329433;194
2022;12;1310;1;N;1;3;6;;;;;;;;
2022;12;1310;1;N;1;4;6;2319326;388;2516657;388;2319326;388;2660474;388
2022;12;1310;1;N;1;5;6;;;;;;;;
2022;12;1310;1;N;1;6;6;;;;;;;;
