A¤o;Mes;ID_Empresa;Tamano;Categoria;Sexo;Grupo;Division;RO_t_1;HO_t_1;C_t_1;HT_t_1;RO;HO;C;HT
2019;12;809;1;M;1;5;1;;;;;;;;
2019;12;809;1;M;1;6;1;;;;;;;;
2019;12;809;1;M;1;7;1;;;;;;;;
2019;12;809;1;M;1;8;1;;;;;;;;
2019;12;809;1;M;1;9;1;;;;;;;;
2019;12;809;1;M;2;1;1;;;;;;;;
2019;12;809;1;M;2;2;1;;;;;;;;
2019;12;809;1;M;2;3;1;;;;;;;;
2019;12;809;1;M;2;4;1;2797480;968;3095454;968;2797480;968;3120794;968
2019;12;809;1;M;2;5;1;;;;;;;;
2019;12;809;1;M;2;6;1;;;;;;;;
2019;12;809;1;M;2;7;1;;;;;;;;
2019;12;809;1;M;2;8;1;;;;;;;;
2019;12;809;1;M;2;9;1;;;;;;;;
2019;12;812;1;R;1;1;4;3627711;185;4382066;185;3628265;185;4370783;185
2019;12;812;1;R;1;2;4;1531730;226;1925967;227;1477358;218;1880003;220
2019;12;812;1;R;1;3;4;;;;;;;;
2019;12;812;1;R;1;4;4;778698;194;1022008;207;710906;194;907551;201
2019;12;812;1;R;1;5;4;;;;;;;;
2019;12;812;1;R;1;6;4;;;;;;;;
2019;12;812;1;R;1;7;4;;;;;;;;
2019;12;812;1;R;1;8;4;;;;;;;;
2019;12;812;1;R;1;9;4;848375;387;1211708;409;838550;387;1213451;413
2019;12;812;1;R;2;1;4;3084000;194;3790693;194;3084000;194;3792173;194
2019;12;812;1;R;2;2;4;;;;;;;;
2019;12;812;1;R;2;3;4;1350000;69;1466100;69;1350000;69;1466100;69
2019;12;812;1;R;2;4;4;463810;194;671518;206;474445;194;663042;206
2019;12;812;1;R;2;5;4;;;;;;;;
2019;12;812;1;R;2;6;4;;;;;;;;
2019;12;812;1;R;2;7;4;;;;;;;;
2019;12;812;1;R;2;8;4;;;;;;;;
2019;12;812;1;R;2;9;4;2362387;911;3393847;930;2464156;943;3508513;967
2019;12;813;3;Q;1;1;1;12347536;581;12979314;581;12348430;581;13297630;581
2019;12;813;3;Q;1;2;1;94186607;12378;106665586;12578;91670742;11552;105833758;11822
2019;12;813;3;Q;1;3;1;62768373;17176;76302394;17391;54709858;17105;69737454;17236
2019;12;813;3;Q;1;4;1;24274017;8503;30301645;8651;22784178;8503;29047530;8708
2019;12;813;3;Q;1;5;1;;;;;;;;
2019;12;813;3;Q;1;6;1;;;;;;;;
2019;12;813;3;Q;1;7;1;;;;;;;;
2019;12;813;3;Q;1;8;1;;;;;;;;
2019;12;813;3;Q;1;9;1;7389884;2606;8957966;2623;7614518;2709;9405371;2733
2019;12;813;3;Q;2;1;1;6450998;387;6846681;387;4896228;252;5282005;252
2019;12;813;3;Q;2;2;1;38501741;4064;42416567;4095;41550358;4057;45378154;4099
2019;12;813;3;Q;2;3;1;5169126;1355;6027063;1356;5174723;1355;6044877;1364
2019;12;813;3;Q;2;4;1;3126893;1097;3990677;1120;2875939;1129;3649023;1170
2019;12;813;3;Q;2;5;1;;;;;;;;
2019;12;813;3;Q;2;6;1;;;;;;;;
2019;12;813;3;Q;2;7;1;;;;;;;;
2019;12;813;3;Q;2;8;1;;;;;;;;
2019;12;813;3;Q;2;9;1;3964504;1548;4890509;1563;4118455;1548;5116080;1571
2019;12;814;1;M;1;1;2;;;;;;;;
2019;12;814;1;M;1;2;2;1468627;372;1548814;372;1338002;344;1411057;344
2019;12;814;1;M;1;3;2;;;;;;;;
2019;12;814;1;M;1;4;2;;;;;29425;16;30855;16
2019;12;814;1;M;1;5;2;;;;;;;;
2019;12;814;1;M;1;6;2;;;;;;;;
2019;12;814;1;M;1;7;2;;;;;;;;
2019;12;814;1;M;1;8;2;;;;;;;;
2019;12;814;1;M;1;9;2;;;;;;;;
2019;12;814;1;M;2;1;2;;;;;;;;
2019;12;814;1;M;2;2;2;1608292;344;1690139;344;2852438;516;3002216;516
2019;12;814;1;M;2;3;2;622735;172;653000;172;622735;172;653000;172
2019;12;814;1;M;2;4;2;428750;172;452160;172;428750;172;452160;172
2019;12;814;1;M;2;5;2;;;;;;;;
2019;12;814;1;M;2;6;2;;;;;;;;
2019;12;814;1;M;2;7;2;;;;;;;;
2019;12;814;1;M;2;8;2;;;;;;;;
2019;12;814;1;M;2;9;2;;;;;;;;
2019;12;815;1;Q;1;1;1;;;;;;;;
2019;12;815;1;Q;1;2;1;;;;;;;;
2019;12;815;1;Q;1;3;1;609457;194;627132;194;476633;194;490455;194
2019;12;815;1;Q;1;4;1;456460;209;505421;209;376250;172;427771;172
2019;12;815;1;Q;1;5;1;;;;;;;;
2019;12;815;1;Q;1;6;1;;;;;;;;
2019;12;815;1;Q;1;7;1;;;;;;;;
2019;12;815;1;Q;1;8;1;;;;;;;;
2019;12;815;1;Q;1;9;1;433483;194;446054;194;411180;194;431135;197
2019;12;815;1;Q;2;1;1;2235209;194;2256443;194;2242147;194;2263447;194
2019;12;815;1;Q;2;2;1;;;;;;;;
2019;12;815;1;Q;2;3;1;;;;;;;;
2019;12;815;1;Q;2;4;1;;;;;;;;
2019;12;815;1;Q;2;5;1;;;;;;;;
2019;12;815;1;Q;2;6;1;;;;;;;;
2019;12;815;1;Q;2;7;1;;;;;;;;
2019;12;815;1;Q;2;8;1;;;;;;;;
2019;12;815;1;Q;2;9;1;;;;;;;;
2019;12;816;3;O;1;1;1;13212523;945;13718929;965;13212523;945;13835636;967
2019;12;816;3;O;1;2;1;4194220732;334776;4470917018;349564;4359001706;344783;4679539525;360906
2019;12;816;3;O;1;3;1;1170823689;335633;1316601747;366811;1186740223;343802;1448809975;374490
2019;12;816;3;O;1;4;1;279570979;90835;310847560;95471;283624595;94876;334204442;99436
2019;12;816;3;O;1;5;1;0;0;0;0;;;;
2019;12;816;3;O;1;6;1;0;0;0;0;;;;
2019;12;816;3;O;1;7;1;0;0;0;0;;;;
2019;12;816;3;O;1;8;1;0;0;0;0;;;;
2019;12;816;3;O;1;9;1;101743617;38796;120145322;43443;100780750;39186;127477623;44035
2019;12;816;3;O;2;1;1;46305713;2268;46996243;2268;47180484;2268;48122498;2293
2019;12;816;3;O;2;2;1;3017075405;168135;3135572784;173043;3059046265;169948;3195403761;176383
2019;12;816;3;O;2;3;1;229011692;63480;264887352;71152;228236637;63696;272945290;70438
2019;12;816;3;O;2;4;1;78556763;23669;89613302;25748;79837107;24526;91490219;26311
2019;12;816;3;O;2;5;1;0;0;0;0;;;;
2019;12;816;3;O;2;6;1;0;0;0;0;;;;
2019;12;816;3;O;2;7;1;0;0;0;0;;;;
2019;12;816;3;O;2;8;1;6474336;1701;7251255;1857;6474336;1701;7201563;1819
2019;12;816;3;O;2;9;1;157758607;54902;192850313;64962;158036984;54996;202618666;65220
2019;12;817;3;O;1;1;1;15585716;757;15989557;757;21444717;946;21948229;946
2019;12;817;3;O;1;2;1;152262883;14001;158388479;14001;153117850;14001;161385828;14001
2019;12;817;3;O;1;3;1;47390561;5865;49170689;5865;47828411;5865;50269809;5865
2019;12;817;3;O;1;4;1;34582402;6433;36437299;6433;35247746;6433;37992395;6433
2019;12;817;3;O;1;5;1;;;;;;;;
2019;12;817;3;O;1;6;1;;;;;;;;
2019;12;817;3;O;1;7;1;;;;;;;;
2019;12;817;3;O;1;8;1;;;;;;;;
2019;12;817;3;O;1;9;1;;;;;;;;
2019;12;817;3;O;2;1;1;60698697;2929;62113455;2929;75218094;3784;76895067;3784
2019;12;817;3;O;2;2;1;131461583;10595;136005323;10595;135018507;10595;140959654;10595
2019;12;817;3;O;2;3;1;61626164;8325;65236413;8514;61697698;8325;66488343;8554
2019;12;817;3;O;2;4;1;53929433;10217;57113015;10304;53301879;10217;57502350;10279
2019;12;817;3;O;2;5;1;;;;;;;;
2019;12;817;3;O;2;6;1;;;;;;;;
2019;12;817;3;O;2;7;1;;;;;;;;
2019;12;817;3;O;2;8;1;;;;;;;;
2019;12;817;3;O;2;9;1;;;;;;;;
2019;12;818;1;M;1;1;2;2977479;194;3649824;194;2977479;194;3650055;194
2019;12;818;1;M;1;2;2;2565186;259;3726525;259;2506463;251;3654950;251
2019;12;818;1;M;1;3;2;6865392;662;8548122;674;7598628;794;8683155;794
2019;12;818;1;M;1;4;2;;;;;;;;
2019;12;818;1;M;1;5;2;;;;;;;;
2019;12;818;1;M;1;6;2;;;;;;;;
2019;12;818;1;M;1;7;2;;;;;;;;
2019;12;818;1;M;1;8;2;;;;;;;;
2019;12;818;1;M;1;9;2;;;;;;;;
2019;12;818;1;M;2;1;2;9810813;194;11709439;194;9810813;194;11709858;194
2019;12;818;1;M;2;2;2;8429306;260;9068650;308;9715682;260;10376381;380
2019;12;818;1;M;2;3;2;;;;;;;;
2019;12;818;1;M;2;4;2;;;;;;;;
2019;12;818;1;M;2;5;2;;;;;;;;
2019;12;818;1;M;2;6;2;;;;;;;;
2019;12;818;1;M;2;7;2;;;;;;;;
2019;12;818;1;M;2;8;2;;;;;;;;
2019;12;818;1;M;2;9;2;;;;;;;;
2019;12;819;3;P;1;1;1;23942483;1703;24514260;1703;23963179;1703;24547126;1703
2019;12;819;3;P;1;2;1;228076958;38507;238613365;38507;226693636;38507;238959938;38507
2019;12;819;3;P;1;3;1;33061962;13197;34672464;13227;33555997;12659;35241782;12683
2019;12;819;3;P;1;4;1;8725815;2709;9049166;2709;9871528;2903;10231802;2903
2019;12;819;3;P;1;5;1;;;;;;;;
2019;12;819;3;P;1;6;1;;;;;;;;
2019;12;819;3;P;1;7;1;;;;;;;;
2019;12;819;3;P;1;8;1;;;;;;;;
2019;12;819;3;P;1;9;1;13971795;6386;14589293;6402;14466229;6192;15127616;6213
2019;12;819;3;P;2;1;1;19573556;1703;20398892;1703;19678828;1703;20563044;1703
2019;12;819;3;P;2;2;1;65532276;10767;68633604;10767;65586391;10767;69218200;10767
2019;12;819;3;P;2;3;1;4059860;1307;4381429;1331;4851931;1501;5093536;1501
2019;12;819;3;P;2;4;1;2040660;539;2142439;539;1560908;387;1639708;387
2019;12;819;3;P;2;5;1;;;;;;;;
2019;12;819;3;P;2;6;1;;;;;;;;
2019;12;819;3;P;2;7;1;;;;;;;;
2019;12;819;3;P;2;8;1;;;;;;;;
2019;12;819;3;P;2;9;1;6855581;3023;7515097;3144;7286925;3023;7925217;3140
2019;12;820;1;G;1;1;2;1192750;172;1209538;172;1192750;172;1209538;172
2019;12;820;1;G;1;2;2;;;;;;;;
2019;12;820;1;G;1;3;2;;;;;;;;
2019;12;820;1;G;1;4;2;570019;194;632144;211;570019;194;632144;211
2019;12;820;1;G;1;5;2;;;;;;;;
2019;12;820;1;G;1;6;2;;;;;;;;
2019;12;820;1;G;1;7;2;;;;;;;;
2019;12;820;1;G;1;8;2;;;;;;;;
2019;12;820;1;G;1;9;2;;;;;;;;
2019;12;820;1;G;2;1;2;1970146;172;2062672;172;1950146;172;2041564;172
2019;12;820;1;G;2;2;2;1598911;172;1687491;172;1598911;172;1687491;172
2019;12;820;1;G;2;3;2;;;;;;;;
2019;12;820;1;G;2;4;2;539500;194;568170;194;602563;194;634726;194
2019;12;820;1;G;2;5;2;;;;;;;;
2019;12;820;1;G;2;6;2;;;;;;;;
2019;12;820;1;G;2;7;2;2066079;574;2179687;574;2043008;510;2156991;510
2019;12;820;1;G;2;8;2;;;;;;;;
2019;12;820;1;G;2;9;2;;;;;;;;
2019;12;821;1;R;1;1;4;1075184;194;1138619;194;1075184;194;1138619;194
2019;12;821;1;R;1;2;4;2298853;387;2450469;387;2298853;387;2458882;389
2019;12;821;1;R;1;3;4;;;;;;;;
2019;12;821;1;R;1;4;4;1910790;581;2052384;587;1910790;581;2082824;597
2019;12;821;1;R;1;5;4;4274661;2144;4873941;2231;4085224;2103;5191654;2321
2019;12;821;1;R;1;6;4;;;;;;;;
2019;12;821;1;R;1;7;4;;;;;;;;
2019;12;821;1;R;1;8;4;;;;;;;;
2019;12;821;1;R;1;9;4;1549148;658;1858451;709;1713756;768;2237202;860
2019;12;821;1;R;2;1;4;7783455;387;7917930;387;7783455;387;7918308;387
2019;12;821;1;R;2;2;4;4023900;387;4245666;387;4023900;387;4312322;387
2019;12;821;1;R;2;3;4;;;;;;;;
2019;12;821;1;R;2;4;4;;;;;;;;
2019;12;821;1;R;2;5;4;1512514;701;1664819;709;1525190;710;1721945;731
2019;12;821;1;R;2;6;4;;;;;;;;
2019;12;821;1;R;2;7;4;;;;;;;;
2019;12;821;1;R;2;8;4;2804662;774;3150584;805;2804662;774;3314201;834
2019;12;821;1;R;2;9;4;4464565;1780;4996858;1824;4945247;1890;5667212;1963
2019;12;822;1;I;1;1;2;1095311;191;1240234;191;1096345;191;1242614;191
2019;12;822;1;I;1;2;2;;;;;;;;
2019;12;822;1;I;1;3;2;2237410;556;2563686;556;1354931;456;1610120;456
2019;12;822;1;I;1;4;2;2329858;968;2748814;970;2248271;1032;2692664;1032
2019;12;822;1;I;1;5;2;3179869;1742;3666187;1742;3042009;1896;3649084;1926
2019;12;822;1;I;1;6;2;;;;;;;;
2019;12;822;1;I;1;7;2;;;;;;;;
2019;12;822;1;I;1;8;2;;;;;;;;
2019;12;822;1;I;1;9;2;;;;;;;;
2019;12;822;1;I;2;1;2;1929146;194;2036021;194;1929146;193;2036021;193
2019;12;822;1;I;2;2;2;375000;58;426076;58;375000;58;426076;58
2019;12;822;1;I;2;3;2;7229062;2516;8304990;2516;7606737;2496;8790628;2496
2019;12;822;1;I;2;4;2;2120824;774;2421648;779;2375558;776;2685797;776
2019;12;822;1;I;2;5;2;3022811;1596;3327583;1596;2856435;1598;3210054;1603
2019;12;822;1;I;2;6;2;;;;;;;;
2019;12;822;1;I;2;7;2;;;;;;;;
2019;12;822;1;I;2;8;2;;;;;;;;
2019;12;822;1;I;2;9;2;;;;;;;;
2019;12;823;1;N;1;1;6;;;;;;;;
2019;12;823;1;N;1;2;6;;;;;;;;
2019;12;823;1;N;1;3;6;641309;212;795948;248;795166;197;974282;231
2019;12;823;1;N;1;4;6;;;;;;;;
2019;12;823;1;N;1;5;6;;;;;;;;
2019;12;823;1;N;1;6;6;;;;;;;;
2019;12;823;1;N;1;7;6;;;;;;;;
2019;12;823;1;N;1;8;6;;;;;;;;
2019;12;823;1;N;1;9;6;4656451;1596;5689040;1816;4656451;1596;5725201;1816
2019;12;823;1;N;2;1;6;;;;;;;;
2019;12;823;1;N;2;2;6;;;;;;;;
2019;12;823;1;N;2;3;6;;;;;;;;
2019;12;823;1;N;2;4;6;;;;;;;;
2019;12;823;1;N;2;5;6;;;;;;;;
2019;12;823;1;N;2;6;6;;;;;;;;
2019;12;823;1;N;2;7;6;;;;;;;;
2019;12;823;1;N;2;8;6;;;;;;;;
2019;12;823;1;N;2;9;6;504374;179;608498;205;467704;156;572910;179
2019;12;824;2;F;1;1;3;2235209;194;2369769;194;2242147;194;2377124;194
2019;12;824;2;F;1;2;3;4724838;484;4996422;484;4083292;387;4288405;387
2019;12;824;2;F;1;3;3;2764146;387;2920538;387;2764146;387;2920538;387
2019;12;824;2;F;1;4;3;2550792;581;2768436;581;2550792;581;2768436;581
2019;12;824;2;F;1;5;3;;;;;;;;
2019;12;824;2;F;1;6;3;;;;;;;;
2019;12;824;2;F;1;7;3;400002;194;424082;194;779554;387;874883;387
2019;12;824;2;F;1;8;3;;;;;;;;
2019;12;824;2;F;1;9;3;;;;;;;;
2019;12;824;2;F;2;1;3;;;;;;;;
2019;12;824;2;F;2;2;3;10613563;1161;11282283;1161;9456397;1161;10418561;1161
2019;12;824;2;F;2;3;3;2401518;581;2676441;581;3040467;484;3340404;484
2019;12;824;2;F;2;4;3;939146;194;1029484;194;939146;194;1083474;194
2019;12;824;2;F;2;5;3;;;;;;;;
2019;12;824;2;F;2;6;3;;;;;;;;
2019;12;824;2;F;2;7;3;71326620;23536;80598370;23580;69677574;21331;77422492;21345
2019;12;824;2;F;2;8;3;;;;;;;;
2019;12;824;2;F;2;9;3;;;;;;;;
2019;12;825;1;Q;1;1;1;;;;;;;;
2019;12;825;1;Q;1;2;1;;;;;;;;
2019;12;825;1;Q;1;3;1;326977;177;382041;177;320240;173;376719;174
2019;12;825;1;Q;1;4;1;293891;126;329185;127;286823;123;324060;124
2019;12;825;1;Q;1;5;1;;;;;;;;
2019;12;825;1;Q;1;6;1;;;;;;;;
2019;12;825;1;Q;1;7;1;;;;;;;;
2019;12;825;1;Q;1;8;1;;;;;;;;
2019;12;825;1;Q;1;9;1;;;;;;;;
2019;12;825;1;Q;2;1;1;;;;;;;;
2019;12;825;1;Q;2;2;1;;;;;;;;
2019;12;825;1;Q;2;3;1;;;;;;;;
2019;12;825;1;Q;2;4;1;;;;;;;;
2019;12;825;1;Q;2;5;1;;;;;;;;
2019;12;825;1;Q;2;6;1;93050;39;97795;39;93050;39;97795;39
2019;12;825;1;Q;2;7;1;;;;;;;;
2019;12;825;1;Q;2;8;1;;;;;;;;
2019;12;825;1;Q;2;9;1;;;;;;;;
2019;12;826;2;P;1;1;1;5144634;628;5330598;628;5329803;628;5525423;628
2019;12;826;2;P;1;2;1;27046890;4465;28537130;4465;28427070;4554;29927306;4554
2019;12;826;2;P;1;3;1;408294;47;430587;47;188426;34;200352;34
2019;12;826;2;P;1;4;1;8172932;3124;8613078;3124;7660121;3037;8106945;3037
2019;12;826;2;P;1;5;1;;;;;;;;
2019;12;826;2;P;1;6;1;;;;;;;;
2019;12;826;2;P;1;7;1;;;;;;;;
2019;12;826;2;P;1;8;1;;;;;;;;
2019;12;826;2;P;1;9;1;352519;189;371767;189;362390;189;383814;189
2019;12;826;2;P;2;1;1;4937632;516;5246353;516;5049241;516;5381255;516
2019;12;826;2;P;2;2;1;13866172;2159;14586745;2159;14443506;2159;15205743;2159
2019;12;826;2;P;2;3;1;975000;110;1026840;110;385500;43;408186;43
2019;12;826;2;P;2;4;1;4006194;1484;4224932;1484;4118368;1484;4357973;1484
2019;12;826;2;P;2;5;1;;;;;;;;
2019;12;826;2;P;2;6;1;;;;;;;;
2019;12;826;2;P;2;7;1;;;;;;;;
2019;12;826;2;P;2;8;1;;;;;;;;
2019;12;826;2;P;2;9;1;1153350;568;1194108;568;1185643;568;1231098;568
2019;12;827;1;L;1;1;1;;;;;;;;
2019;12;827;1;L;1;2;1;;;;;;;;
2019;12;827;1;L;1;3;1;1578119;420;1834997;420;2167003;510;2546342;510
2019;12;827;1;L;1;4;1;1062771;395;1139651;395;1299043;388;1371281;388
2019;12;827;1;L;1;5;1;;;;;;;;
2019;12;827;1;L;1;6;1;;;;;;;;
2019;12;827;1;L;1;7;1;;;;;;;;
2019;12;827;1;L;1;8;1;;;;;;;;
2019;12;827;1;L;1;9;1;946222;336;992209;336;1088596;388;1153994;388
2019;12;827;1;L;2;1;1;;;;;;;;
2019;12;827;1;L;2;2;1;2132745;194;2388898;194;2132745;194;2393160;194
2019;12;827;1;L;2;3;1;;;;;;;;
2019;12;827;1;L;2;4;1;;;;;;;;
2019;12;827;1;L;2;5;1;;;;;;;;
2019;12;827;1;L;2;6;1;;;;;;;;
2019;12;827;1;L;2;7;1;;;;;;;;
2019;12;827;1;L;2;8;1;;;;;;;;
2019;12;827;1;L;2;9;1;1008167;388;1129903;388;1189117;388;1286021;388
2019;12;828;1;R;1;1;4;;;;;;;;
2019;12;828;1;R;1;2;4;;;;;;;;
2019;12;828;1;R;1;3;4;;;;;;;;
2019;12;828;1;R;1;4;4;;;;;;;;
2019;12;828;1;R;1;5;4;;;;;;;;
2019;12;828;1;R;1;6;4;;;;;;;;
2019;12;828;1;R;1;7;4;;;;;;;;
2019;12;828;1;R;1;8;4;;;;;;;;
2019;12;828;1;R;1;9;4;407000;194;442030;194;407000;194;442030;194
2019;12;828;1;R;2;1;4;852000;194;917850;194;852000;194;961700;194
2019;12;828;1;R;2;2;4;;;;;;;;
2019;12;828;1;R;2;3;4;18251723;6596;20021119;6596;10920427;3298;11815862;3298
2019;12;828;1;R;2;4;4;;;;;;;;
2019;12;828;1;R;2;5;4;;;;;;;;
2019;12;828;1;R;2;6;4;;;;;;;;
2019;12;828;1;R;2;7;4;;;;;;;;
2019;12;828;1;R;2;8;4;;;;;;;;
2019;12;828;1;R;2;9;4;;;;;;;;
2019;12;829;1;M;1;1;1;;;;;;;;
2019;12;829;1;M;1;2;1;;;;;;;;
2019;12;829;1;M;1;3;1;1640520;516;1956791;516;1640520;516;1956791;516
2019;12;829;1;M;1;4;1;28852;14;30269;14;32199;13;33671;13
2019;12;829;1;M;1;5;1;;;;;;;;
2019;12;829;1;M;1;6;1;;;;;;;;
2019;12;829;1;M;1;7;1;;;;;;;;
2019;12;829;1;M;1;8;1;;;;;;;;
2019;12;829;1;M;1;9;1;;;;;;;;
2019;12;829;1;M;2;1;1;500000;172;507650;172;500000;172;507650;172
2019;12;829;1;M;2;2;1;1373662;226;1419660;226;1397919;243;1450727;243
2019;12;829;1;M;2;3;1;381910;164;407854;164;381910;164;407854;164
2019;12;829;1;M;2;4;1;188125;86;197268;86;188125;86;197268;86
2019;12;829;1;M;2;5;1;;;;;;;;
2019;12;829;1;M;2;6;1;;;;;;;;
2019;12;829;1;M;2;7;1;;;;;;;;
2019;12;829;1;M;2;8;1;;;;;;;;
2019;12;829;1;M;2;9;1;;;;;;;;
2019;12;830;1;Q;1;1;1;2217052;194;2524801;194;2217052;194;2528418;194
2019;12;830;1;Q;1;2;1;869146;194;1112001;194;869146;194;1118826;194
2019;12;830;1;Q;1;3;1;5881117;2129;7160899;2129;6157084;2129;7522016;2129
2019;12;830;1;Q;1;4;1;3759892;968;4430624;968;3783184;968;4479345;968
2019;12;830;1;Q;1;5;1;;;;;;;;
2019;12;830;1;Q;1;6;1;;;;;;;;
2019;12;830;1;Q;1;7;1;;;;;;;;
2019;12;830;1;Q;1;8;1;;;;;;;;
2019;12;830;1;Q;1;9;1;376250;194;394536;194;376250;194;394536;194
2019;12;830;1;Q;2;1;1;;;;;;;;
2019;12;830;1;Q;2;2;1;1229146;194;1488365;194;1229146;194;1490358;194
2019;12;830;1;Q;2;3;1;1630292;387;1895659;387;1630292;387;1908558;387
2019;12;830;1;Q;2;4;1;500000;194;568300;194;519146;194;595316;194
2019;12;830;1;Q;2;5;1;;;;;;;;
2019;12;830;1;Q;2;6;1;;;;;;;;
2019;12;830;1;Q;2;7;1;;;;;;;;
2019;12;830;1;Q;2;8;1;;;;;;;;
2019;12;830;1;Q;2;9;1;;;;;;;;
2019;12;831;1;M;1;1;5;;;;;;;;
2019;12;831;1;M;1;2;5;5206712;1006;5465326;1006;6207162;1303;6549555;1303
2019;12;831;1;M;1;3;5;4527188;1045;4747209;1045;4101363;968;4329642;968
2019;12;831;1;M;1;4;5;;;;;;;;
2019;12;831;1;M;1;5;5;;;;;;;;
2019;12;831;1;M;1;6;5;;;;;;;;
2019;12;831;1;M;1;7;5;;;;;;;;
2019;12;831;1;M;1;8;5;;;;;;;;
2019;12;831;1;M;1;9;5;604892;194;634290;194;594682;194;628376;194
2019;12;831;1;M;2;1;5;12359264;387;12630307;387;12359264;387;12631148;387
2019;12;831;1;M;2;2;5;7053524;1548;7396325;1548;6451564;1355;6798080;1355
2019;12;831;1;M;2;3;5;4959968;968;5204701;968;4425791;826;4662138;826
2019;12;831;1;M;2;4;5;2999075;581;3144830;581;2999075;581;3159588;581
2019;12;831;1;M;2;5;5;;;;;;;;
2019;12;831;1;M;2;6;5;;;;;;;;
2019;12;831;1;M;2;7;5;;;;;;;;
2019;12;831;1;M;2;8;5;;;;;;;;
2019;12;831;1;M;2;9;5;;;;;;;;
2019;12;833;1;G;1;1;2;3309018;206;3459397;206;3263851;206;3417562;206
2019;12;833;1;G;1;2;2;84382;7;108792;7;84382;7;108798;7
2019;12;833;1;G;1;3;2;2025346;388;2123779;388;2242945;388;2363586;388
2019;12;833;1;G;1;4;2;1833202;388;1975221;388;1839848;388;1992876;388
2019;12;833;1;G;1;5;2;;;;;;;;
2019;12;833;1;G;1;6;2;;;;;;;;
2019;12;833;1;G;1;7;2;;;;;;;;
2019;12;833;1;G;1;8;2;;;;;;;;
2019;12;833;1;G;1;9;2;;;;;;;;
2019;12;833;1;G;2;1;2;4005436;388;4170613;388;4005436;388;4170553;388
2019;12;833;1;G;2;2;2;;;;;;;;
2019;12;833;1;G;2;3;2;4072090;582;4303992;585;3635447;582;3966480;592
2019;12;833;1;G;2;4;2;;;;;;;;
2019;12;833;1;G;2;5;2;;;;;;;;
2019;12;833;1;G;2;6;2;;;;;;;;
2019;12;833;1;G;2;7;2;;;;;;;;
2019;12;833;1;G;2;8;2;689146;194;955255;202;689146;194;986979;207
2019;12;833;1;G;2;9;2;1168957;388;1340619;390;1181470;388;1363259;391
2019;12;834;2;N;1;1;2;;;;;;;;
2019;12;834;2;N;1;2;2;689000;172;875379;172;689000;172;890590;172
2019;12;834;2;N;1;3;2;1658666;672;2051051;672;1282250;516;1629791;525
2019;12;834;2;N;1;4;2;;;;;;;;
2019;12;834;2;N;1;5;2;;;;;;;;
2019;12;834;2;N;1;6;2;;;;;;;;
2019;12;834;2;N;1;7;2;;;;;;;;
2019;12;834;2;N;1;8;2;;;;;;;;
2019;12;834;2;N;1;9;2;16502651;7908;20259439;8011;16550980;7927;19986437;8071
2019;12;834;2;N;2;1;2;;;;;;;;
2019;12;834;2;N;2;2;2;;;;;;;;
2019;12;834;2;N;2;3;2;;;;;;;;
2019;12;834;2;N;2;4;2;;;;;;;;
2019;12;834;2;N;2;5;2;;;;;;;;
2019;12;834;2;N;2;6;2;;;;;;;;
2019;12;834;2;N;2;7;2;;;;;;;;
2019;12;834;2;N;2;8;2;;;;;;;;
2019;12;834;2;N;2;9;2;63055280;34915;75584235;35137;63613557;34998;74227050;35300
2019;12;835;1;P;1;1;1;;;;;;;;
2019;12;835;1;P;1;2;1;;;;;;;;
2019;12;835;1;P;1;3;1;;;;;;;;
2019;12;835;1;P;1;4;1;886023;194;1009261;194;886023;194;1069406;194
2019;12;835;1;P;1;5;1;;;;;;;;
2019;12;835;1;P;1;6;1;;;;;;;;
2019;12;835;1;P;1;7;1;;;;;;;;
2019;12;835;1;P;1;8;1;;;;;;;;
2019;12;835;1;P;1;9;1;;;;;;;;
2019;12;835;1;P;2;1;1;370000;194;388056;194;370000;194;388056;194
2019;12;835;1;P;2;2;1;;;;;;;;
2019;12;835;1;P;2;3;1;;;;;;;;
2019;12;835;1;P;2;4;1;;;;;;;;
2019;12;835;1;P;2;5;1;;;;;;;;
2019;12;835;1;P;2;6;1;;;;;;;;
2019;12;835;1;P;2;7;1;;;;;;;;
2019;12;835;1;P;2;8;1;;;;;;;;
2019;12;835;1;P;2;9;1;;;;;;;;
2019;12;836;3;M;1;1;3;;;;;;;;
2019;12;836;3;M;1;2;3;45215899;3667;57549735;3800;45209399;3667;55552468;3695
2019;12;836;3;M;1;3;3;89508293;8791;116810041;9129;87403171;8481;111857672;8607
2019;12;836;3;M;1;4;3;29759210;4603;42132130;4668;30092633;4740;43384528;4825
2019;12;836;3;M;1;5;3;1331930;347;2526434;390;1427288;386;2613838;407
2019;12;836;3;M;1;6;3;;;;;;;;
2019;12;836;3;M;1;7;3;11047609;2180;16966463;2291;11922809;2316;17768652;2356
2019;12;836;3;M;1;8;3;;;;;;;;
2019;12;836;3;M;1;9;3;47406133;13238;82259446;14133;46367427;12865;78762123;13333
2019;12;836;3;M;2;1;3;214492877;3667;225018809;3667;247820292;3667;255953549;3667
2019;12;836;3;M;2;2;3;473545987;22976;554474234;24087;485481883;22565;560690995;23343
2019;12;836;3;M;2;3;3;935380370;57190;1146292265;60243;989847557;57822;1195076260;60321
2019;12;836;3;M;2;4;3;240708957;38604;365199552;41871;241819730;38563;363033257;41076
