A¤o;Mes;ID_Empresa;Tamano;Categoria;Sexo;Grupo;Division;RO_t_1;HO_t_1;C_t_1;HT_t_1;RO;HO;C;HT
2019;12;206;3;N;2;1;6;;;;;;;;
2019;12;206;3;N;2;2;6;14186137;1355;15412863;1355;14430159;1355;15693940;1355
2019;12;206;3;N;2;3;6;1975606;192;2145964;192;2218431;227;2427295;227
2019;12;206;3;N;2;4;6;581411890;56115;645993520;56191;511769247;55922;576250658;56027
2019;12;206;3;N;2;5;6;;;;;;;;
2019;12;206;3;N;2;6;6;;;;;;;;
2019;12;206;3;N;2;7;6;;;;;;;;
2019;12;206;3;N;2;8;6;;;;;;;;
2019;12;206;3;N;2;9;6;;;;;;;;
2019;12;207;3;R;1;1;4;;;;;;;;
2019;12;207;3;R;1;2;4;10169796;1067;11480113;1078;10259989;964;11658708;975
2019;12;207;3;R;1;3;4;11182873;2106;13189595;2131;11997543;2196;14305834;2246
2019;12;207;3;R;1;4;4;54757809;11599;70516979;12228;47780117;10942;64206148;11622
2019;12;207;3;R;1;5;4;612798;324;765528;324;816063;404;1005279;404
2019;12;207;3;R;1;6;4;;;;;;;;
2019;12;207;3;R;1;7;4;;;;;;;;
2019;12;207;3;R;1;8;4;;;;;;;;
2019;12;207;3;R;1;9;4;2585171;1231;3763406;1234;3642696;1714;5432598;1734
2019;12;207;3;R;2;1;4;48979740;1357;50203154;1357;49773151;1365;50894396;1365
2019;12;207;3;R;2;2;4;18545926;1282;20549317;1292;18309643;1303;20845222;1320
2019;12;207;3;R;2;3;4;54316551;8829;65415198;9128;52273627;8336;63804536;8589
2019;12;207;3;R;2;4;4;22813022;5144;29937782;5440;22122668;5173;29372617;5403
2019;12;207;3;R;2;5;4;15690099;5579;21933035;5818;14641604;5076;20553112;5391
2019;12;207;3;R;2;6;4;;;;;;;;
2019;12;207;3;R;2;7;4;7469511;2413;9999385;2462;7711549;2412;10385267;2451
2019;12;207;3;R;2;8;4;3968267;1167;5439473;1260;3977942;1151;5383861;1207
2019;12;207;3;R;2;9;4;25524876;11148;36848735;11340;30080241;13367;43955615;13622
2019;12;209;3;J;1;1;4;139480323;3290;141146309;3290;145169099;3375;146575336;3375
2019;12;209;3;J;1;2;4;645959572;31642;673258896;32710;653465627;31476;680214665;32588
2019;12;209;3;J;1;3;4;16400209;1339;17905559;1506;15929252;1288;17586890;1452
2019;12;209;3;J;1;4;4;11422862;1161;11931994;1161;11153160;1130;11778299;1137
2019;12;209;3;J;1;5;4;;;;;;;;
2019;12;209;3;J;1;6;4;;;;;;;;
2019;12;209;3;J;1;7;4;;;;;;;;
2019;12;209;3;J;1;8;4;;;;;;;;
2019;12;209;3;J;1;9;4;;;;;;;;
2019;12;209;3;J;2;1;4;597690614;7858;606954119;8177;593506447;7785;602956283;8101
2019;12;209;3;J;2;2;4;2273388122;102496;2445206266;114680;2300938763;103138;2468385750;115370
2019;12;209;3;J;2;3;4;229904720;20808;290183354;28233;227500491;20553;289757519;27812
2019;12;209;3;J;2;4;4;31277980;1988;37867016;2574;31152773;1929;37799480;2492
2019;12;209;3;J;2;5;4;;;;;;;;
2019;12;209;3;J;2;6;4;;;;;;;;
2019;12;209;3;J;2;7;4;;;;;;;;
2019;12;209;3;J;2;8;4;;;;;;;;
2019;12;209;3;J;2;9;4;;;;;;;;
2019;12;210;3;C;1;1;15;;;;;;;;
2019;12;210;3;C;1;2;15;;;;;;;;
2019;12;210;3;C;1;3;15;6969021;1548;7997364;1574;5210517;1161;5994318;1162
2019;12;210;3;C;1;4;15;520146;193;570159;193;401250;193;451263;193
2019;12;210;3;C;1;5;15;;;;;;;;
2019;12;210;3;C;1;6;15;;;;;;;;
2019;12;210;3;C;1;7;15;;;;;;;;
2019;12;210;3;C;1;8;15;;;;;;;;
2019;12;210;3;C;1;9;15;;;;;;;;
2019;12;210;3;C;2;1;15;21085746;1358;24028291;1358;24144275;1548;27589536;1548
2019;12;210;3;C;2;2;15;30247756;6579;34937352;6735;27664923;5418;32419046;5696
2019;12;210;3;C;2;3;15;;;;;834146;193;1010942;193
2019;12;210;3;C;2;4;15;6415710;2128;7803683;2338;3419480;1161;4418724;1290
2019;12;210;3;C;2;5;15;;;;;;;;
2019;12;210;3;C;2;6;15;;;;;;;;
2019;12;210;3;C;2;7;15;;;;;;;;
2019;12;210;3;C;2;8;15;3448783;580;3872331;606;5220679;774;6007966;809
2019;12;210;3;C;2;9;15;;;;;;;;
2019;12;212;3;R;1;1;3;0;0;0;0;;;;
2019;12;212;3;R;1;2;3;6394826;1161;6910358;1161;6394826;1161;7020530;1161
2019;12;212;3;R;1;3;3;7979381;2109;9292313;2233;8492560;2288;10111644;2470
2019;12;212;3;R;1;4;3;10392216;2696;11328592;2698;10511849;2768;11612429;2769
2019;12;212;3;R;1;5;3;3564175;1164;3878671;1164;3358507;1161;3731932;1161
2019;12;212;3;R;1;6;3;0;0;0;0;;;;
2019;12;212;3;R;1;7;3;0;0;0;0;;;;
2019;12;212;3;R;1;8;3;0;0;0;0;;;;
2019;12;212;3;R;1;9;3;33971100;11050;38529506;11116;32095378;10772;37252173;10790
2019;12;212;3;R;2;1;3;5648198;194;5803853;194;5648198;194;5804336;194
2019;12;212;3;R;2;2;3;23106411;2592;24617816;2592;23006794;2580;24829695;2586
2019;12;212;3;R;2;3;3;17861871;3491;19481713;3549;16550725;3354;18560855;3431
2019;12;212;3;R;2;4;3;3918318;860;4279419;863;3430325;774;3786305;774
2019;12;212;3;R;2;5;3;7459910;2730;8149291;2730;8040390;2903;8862645;2903
2019;12;212;3;R;2;6;3;;;;;;;;
2019;12;212;3;R;2;7;3;;;;;;;;
2019;12;212;3;R;2;8;3;;;;;;;;
2019;12;212;3;R;2;9;3;17994102;6188;19885623;6192;17356512;6257;19704939;6279
2019;12;214;3;G;1;1;1;40404852;388;40708647;388;40746816;387;40931811;387
2019;12;214;3;G;1;2;1;5877759;194;6077106;194;5662178;192;5801237;192
2019;12;214;3;G;1;3;1;3065198;194;3234804;194;3076180;194;3187087;194
2019;12;214;3;G;1;4;1;40410941;4462;44510597;4483;45498783;4547;48660291;4574
2019;12;214;3;G;1;5;1;4023046;1345;4745015;1345;3046401;1161;3705578;1161
2019;12;214;3;G;1;6;1;11190561;589;11522264;589;11862814;601;12379048;606
2019;12;214;3;G;1;7;1;653481;194;819826;194;661511;194;786394;194
2019;12;214;3;G;1;8;1;;;;;;;;
2019;12;214;3;G;1;9;1;;;;;;;;
2019;12;214;3;G;2;1;1;51517561;388;51853891;388;51543714;387;51761494;387
2019;12;214;3;G;2;2;1;5674595;194;5948127;194;5688245;194;5902680;194
2019;12;214;3;G;2;3;1;117993618;6395;124238858;6395;132322291;6211;136830734;6211
2019;12;214;3;G;2;4;1;45244077;4850;49351767;4859;49763653;4838;52964329;4854
2019;12;214;3;G;2;5;1;2297012;582;2687080;582;2553000;581;2801214;581
2019;12;214;3;G;2;6;1;87946092;8761;98542821;8761;102532140;8901;108474543;8901
2019;12;214;3;G;2;7;1;129860121;43126;159219484;43129;148216746;42293;178174661;42293
2019;12;214;3;G;2;8;1;1911923;388;2368631;388;2086775;387;2533920;387
2019;12;214;3;G;2;9;1;;;;;;;;
2019;12;215;3;G;1;1;3;32407450;941;34483306;946;31852090;922;34273077;922
2019;12;215;3;G;1;2;3;102717897;8618;116049156;8704;98955501;8265;113066759;8331
2019;12;215;3;G;1;3;3;1862406;364;2335454;379;1872278;354;2361069;364
2019;12;215;3;G;1;4;3;2584530;365;3031206;365;2602085;367;3046601;367
2019;12;215;3;G;1;5;3;;;;;;;;
2019;12;215;3;G;1;6;3;;;;;;;;
2019;12;215;3;G;1;7;3;;;;;;;;
2019;12;215;3;G;1;8;3;;;;;;;;
2019;12;215;3;G;1;9;3;;;;;;;;
2019;12;215;3;G;2;1;3;141624924;3563;149210659;3569;138688238;3476;146567643;3478
2019;12;215;3;G;2;2;3;119344969;9181;133503536;9214;116330506;8894;131419552;8908
2019;12;215;3;G;2;3;3;6630696;886;7820794;886;6588022;871;7862044;871
2019;12;215;3;G;2;4;3;733222;180;921554;184;739211;183;929412;186
2019;12;215;3;G;2;5;3;;;;;;;;
2019;12;215;3;G;2;6;3;;;;;;;;
2019;12;215;3;G;2;7;3;;;;;;;;
2019;12;215;3;G;2;8;3;;;;;;;;
2019;12;215;3;G;2;9;3;;;;;;;;
2019;12;216;3;N;1;1;5;4950669;491;5653915;491;5969500;581;6679915;581
2019;12;216;3;N;1;2;5;6877472;1355;7909119;1355;6745309;1329;7743186;1329
2019;12;216;3;N;1;3;5;13770710;5722;16734317;5747;13652837;5676;16471972;5686
2019;12;216;3;N;1;4;5;1960000;774;2395026;774;1886400;774;2310002;780
2019;12;216;3;N;1;5;5;;;;;;;;
2019;12;216;3;N;1;6;5;;;;;;;;
2019;12;216;3;N;1;7;5;;;;;;;;
2019;12;216;3;N;1;8;5;;;;;;;;
2019;12;216;3;N;1;9;5;154903933;93278;179031434;94129;158770007;95781;183686941;96597
2019;12;216;3;N;2;1;5;6886438;581;7768888;581;6886438;577;7530810;577
2019;12;216;3;N;2;2;5;1765615;484;2205876;487;1765615;484;2191377;492
2019;12;216;3;N;2;3;5;1793833;774;2132106;774;1819000;774;2199961;774
2019;12;216;3;N;2;4;5;183222;108;217201;108;900422;495;1089386;509
2019;12;216;3;N;2;5;5;;;;;;;;
2019;12;216;3;N;2;6;5;;;;;;;;
2019;12;216;3;N;2;7;5;;;;;;;;
2019;12;216;3;N;2;8;5;985400;387;1270390;387;952566;381;1226843;382
2019;12;216;3;N;2;9;5;34327102;19556;40301633;19896;32468928;19169;38042809;19332
2019;12;217;3;L;1;1;1;6330472;194;6698551;194;6330472;194;6709755;194
2019;12;217;3;L;1;2;1;27415820;1995;30256371;1995;35319035;2176;38683370;2176
2019;12;217;3;L;1;3;1;8192315;1565;9069395;1572;7960490;1552;9096695;1566
2019;12;217;3;L;1;4;1;4350454;1125;5136511;1126;3834989;976;4779438;993
2019;12;217;3;L;1;5;1;0;0;0;0;;;;
2019;12;217;3;L;1;6;1;0;0;0;0;;;;
2019;12;217;3;L;1;7;1;0;0;0;0;;;;
2019;12;217;3;L;1;8;1;0;0;0;0;;;;
2019;12;217;3;L;1;9;1;993060;388;1170414;394;915302;388;1149335;397
2019;12;217;3;L;2;1;1;45477335;1552;47946266;1552;45477335;1552;48041186;1552
2019;12;217;3;L;2;2;1;136511310;12772;150591144;12772;134327654;12500;149257030;12500
2019;12;217;3;L;2;3;1;201839561;56972;232961048;57829;192747036;56002;234907187;57674
2019;12;217;3;L;2;4;1;3945625;824;4880095;868;3921192;824;4831220;850
2019;12;217;3;L;2;5;1;0;0;0;0;;;;
2019;12;217;3;L;2;6;1;0;0;0;0;;;;
2019;12;217;3;L;2;7;1;526244;194;648570;208;503003;194;600393;198
2019;12;217;3;L;2;8;1;31066;6;37296;6;29626;6;36272;6
2019;12;217;3;L;2;9;1;534381;194;605878;195;511108;194;603837;197
2019;12;218;1;E;1;1;2;;;;;;;;
2019;12;218;1;E;1;2;2;2552765;189;2741017;189;2552765;189;2749482;189
2019;12;218;1;E;1;3;2;;;;;;;;
2019;12;218;1;E;1;4;2;1672144;378;1904700;378;1275794;206;1430944;206
2019;12;218;1;E;1;5;2;;;;;;;;
2019;12;218;1;E;1;6;2;;;;;;;;
2019;12;218;1;E;1;7;2;;;;;;;;
2019;12;218;1;E;1;8;2;;;;;;;;
2019;12;218;1;E;1;9;2;;;;;;;;
2019;12;218;1;E;2;1;2;8574913;189;9141864;189;8574913;189;9142117;189
2019;12;218;1;E;2;2;2;15208444;946;16189015;946;14987849;929;15972407;929
2019;12;218;1;E;2;3;2;10069400;1135;10997352;1144;9959054;1115;10919308;1123
2019;12;218;1;E;2;4;2;3742529;1135;4897334;1261;3766281;1134;4929838;1263
2019;12;218;1;E;2;5;2;;;;;;;;
2019;12;218;1;E;2;6;2;;;;;;;;
2019;12;218;1;E;2;7;2;;;;;;;;
2019;12;218;1;E;2;8;2;;;;;;;;
2019;12;218;1;E;2;9;2;;;;;;;;
2019;12;219;3;N;1;1;2;;;;;;;;
2019;12;219;3;N;1;2;2;32179194;3686;36555599;3740;32240694;3686;36646642;3734
2019;12;219;3;N;1;3;2;26301388;5490;30849489;5614;26903980;5652;31754313;5792
2019;12;219;3;N;1;4;2;8842531;3524;10603340;3616;8795690;3667;10289528;3675
2019;12;219;3;N;1;5;2;;;;;;;;
2019;12;219;3;N;1;6;2;1404190;123;1523422;123;1819540;194;1982757;194
2019;12;219;3;N;1;7;2;;;;;;;;
2019;12;219;3;N;1;8;2;;;;;;;;
2019;12;219;3;N;1;9;2;668616;72;712587;72;724336;90;780111;90
2019;12;219;3;N;2;1;2;65856857;1164;66967093;1164;71562598;1164;72771550;1164
2019;12;219;3;N;2;2;2;212914723;20357;258042490;21871;207014326;19827;251604657;21316
2019;12;219;3;N;2;3;2;179221998;39227;225018575;42308;178176192;38884;220174810;40979
2019;12;219;3;N;2;4;2;31331043;12487;38315948;12693;32043080;12507;39407368;12710
2019;12;219;3;N;2;5;2;564146;194;645764;194;564146;194;645764;194
2019;12;219;3;N;2;6;2;1967755;582;2281211;582;2153381;582;2475820;582
2019;12;219;3;N;2;7;2;564146;194;649148;194;564146;194;649148;194
2019;12;219;3;N;2;8;2;;;;;;;;
2019;12;219;3;N;2;9;2;95886;8;100546;8;95886;8;106611;8
2019;12;220;2;F;1;1;2;;;;;;;;
2019;12;220;2;F;1;2;2;2760792;172;3461040;172;2760792;388;3501040;388
2019;12;220;2;F;1;3;2;;;;;;;;
2019;12;220;2;F;1;4;2;2273257;732;2808738;732;2221255;749;2797095;749
2019;12;220;2;F;1;5;2;;;;;;;;
2019;12;220;2;F;1;6;2;;;;;;;;
2019;12;220;2;F;1;7;2;449941;260;535464;332;516890;260;634971;380
2019;12;220;2;F;1;8;2;;;;;;;;
2019;12;220;2;F;1;9;2;376250;194;395364;194;376250;194;395364;194
2019;12;220;2;F;2;1;2;;;;;;;;
2019;12;220;2;F;2;2;2;8664330;516;10725204;516;7797809;1010;10205508;1010
2019;12;220;2;F;2;3;2;;;;;;;;
2019;12;220;2;F;2;4;2;932531;225;1231562;225;948212;228;1316471;230
2019;12;220;2;F;2;5;2;;;;;;;;
2019;12;220;2;F;2;6;2;;;;;;;;
2019;12;220;2;F;2;7;2;8732027;3466;10040237;3466;9160798;3880;12306543;3880
2019;12;220;2;F;2;8;2;;;;;;;;
2019;12;220;2;F;2;9;2;;;;;;;;
2019;12;221;3;F;1;1;1;93978921;2107;97692639;2107;103547245;2280;107493331;2280
2019;12;221;3;F;1;2;1;603617714;45232;676347864;45723;615419032;46199;696773755;46800
2019;12;221;3;F;1;3;1;6879728;1451;8325739;1451;6977121;1645;8637623;1645
2019;12;221;3;F;1;4;1;;;;;;;;
2019;12;221;3;F;1;5;1;;;;;;;;
2019;12;221;3;F;1;6;1;;;;;;;;
2019;12;221;3;F;1;7;1;;;;;;;;
2019;12;221;3;F;1;8;1;;;;;;;;
2019;12;221;3;F;1;9;1;;;;;;;;
2019;12;221;3;F;2;1;1;1223062419;21995;1276313103;22273;1320557088;22403;1375883784;22639
2019;12;221;3;F;2;2;1;3113284203;164475;3484211487;168037;3195818208;167572;3604604533;171882
2019;12;221;3;F;2;3;1;8679160;2032;10865694;2088;8893360;2129;11221953;2156
2019;12;221;3;F;2;4;1;;;;;;;;
2019;12;221;3;F;2;5;1;;;;;;;;
2019;12;221;3;F;2;6;1;;;;;;;;
2019;12;221;3;F;2;7;1;;;;;;;;
2019;12;221;3;F;2;8;1;;;;;;;;
2019;12;221;3;F;2;9;1;;;;;;;;
2019;12;222;2;L;1;1;1;941895;52;1226375;52;914330;51;1191819;51
2019;12;222;2;L;1;2;1;16955663;2516;18820175;2516;17873160;2516;19794383;2516
2019;12;222;2;L;1;3;1;26701441;4257;28768339;4257;30726422;3806;33090197;3806
2019;12;222;2;L;1;4;1;12015597;3296;13000005;3296;12541233;3386;13665120;3386
2019;12;222;2;L;1;5;1;;;;;;;;
2019;12;222;2;L;1;6;1;9824851;3951;11159438;3951;10207755;3993;11629266;3993
2019;12;222;2;L;1;7;1;;;;;;;;
2019;12;222;2;L;1;8;1;;;;;;;;
2019;12;222;2;L;1;9;1;66193;42;68611;44;69723;43;72441;45
2019;12;222;2;L;2;1;1;92637659;3096;97590349;3096;99438509;3290;104555170;3290
2019;12;222;2;L;2;2;1;53302238;6024;56732862;6024;48132804;5476;51457848;5476
2019;12;222;2;L;2;3;1;17080612;2012;18352226;2012;19096693;1916;20557173;1916
2019;12;222;2;L;2;4;1;17268109;4418;18541309;4418;17545410;4451;18947926;4451
2019;12;222;2;L;2;5;1;;;;;;;;
2019;12;222;2;L;2;6;1;378750;103;397990;103;240000;65;251664;65
2019;12;222;2;L;2;7;1;;;;0;;;;0
2019;12;222;2;L;2;8;1;;;;0;;;;0
2019;12;222;2;L;2;9;1;0;0;0;0;0;0;0;0
2019;12;223;3;N;1;1;5;;;;;;;;
2019;12;223;3;N;1;2;5;;;;;;;;
2019;12;223;3;N;1;3;5;;;;;;;;
2019;12;223;3;N;1;4;5;2562627;581;2779497;581;2562627;580;2779495;580
2019;12;223;3;N;1;5;5;;;;;;;;
2019;12;223;3;N;1;6;5;;;;;;;;
2019;12;223;3;N;1;7;5;;;;;;;;
2019;12;223;3;N;1;8;5;;;;;;;;
2019;12;223;3;N;1;9;5;53400956;23647;56464260;23647;58034081;25392;61265447;25392
2019;12;223;3;N;2;1;5;1619146;194;1688445;194;1619146;194;1688445;194
2019;12;223;3;N;2;2;5;;;;;;;;
2019;12;223;3;N;2;3;5;;;;;;;;
2019;12;223;3;N;2;4;5;;;;;;;;
2019;12;223;3;N;2;5;5;;;;;;;;
2019;12;223;3;N;2;6;5;;;;;;;;
2019;12;223;3;N;2;7;5;;;;;;;;
2019;12;223;3;N;2;8;5;;;;;;;;
2019;12;223;3;N;2;9;5;19737229;7300;20915714;7300;19461181;7740;20649654;7740
2019;12;224;3;F;1;1;1;;;;;;;;
2019;12;224;3;F;1;2;1;4300897;374;5135239;374;4313507;374;5339409;374
2019;12;224;3;F;1;3;1;1984882;387;2259898;391;1999610;387;2323239;392
2019;12;224;3;F;1;4;1;6830170;1664;7969787;1664;6996447;1709;8584659;1720
2019;12;224;3;F;1;5;1;;;;;;;;
2019;12;224;3;F;1;6;1;;;;;;;;
2019;12;224;3;F;1;7;1;6859359;2574;7804452;2600;6227240;2361;7055927;2397
2019;12;224;3;F;1;8;1;;;;;;;;
2019;12;224;3;F;1;9;1;10444635;4089;12732612;4179;10392012;3935;12681159;4076
2019;12;224;3;F;2;1;1;18317291;374;18747689;374;18373413;374;18829445;374
2019;12;224;3;F;2;2;1;26641435;1542;30696044;1542;27118342;1542;31146503;1542
2019;12;224;3;F;2;3;1;16273006;2129;18329416;2129;15920710;2122;18175915;2122
2019;12;224;3;F;2;4;1;22039635;3826;27000370;3872;22531109;3851;28036122;3955
2019;12;224;3;F;2;5;1;;;;;;;;
2019;12;224;3;F;2;6;1;;;;;;;;
2019;12;224;3;F;2;7;1;196706814;57669;222873118;58811;196157339;55257;223508984;56677
2019;12;224;3;F;2;8;1;4510260;1329;5229109;1357;3827964;1071;4648433;1125
2019;12;224;3;F;2;9;1;1980868;548;2371944;627;1894533;568;2242753;630
2019;12;225;3;D;1;1;1;26449256;903;27489742;903;26449256;903;27908367;903
2019;12;225;3;D;1;2;1;214951944;22603;253489823;22952;217808403;22597;271040786;23156
2019;12;225;3;D;1;3;1;1823041;361;2337791;361;1823041;361;2403797;361
2019;12;225;3;D;1;4;1;65910213;13016;82665099;13177;68204034;13649;94477988;13925
2019;12;225;3;D;1;5;1;147166;60;233945;60;441498;181;730335;181
2019;12;225;3;D;1;6;1;;;;;;;;
2019;12;225;3;D;1;7;1;;;;;;;;
2019;12;225;3;D;1;8;1;;;;;;;;
2019;12;225;3;D;1;9;1;;;;;;;;
2019;12;225;3;D;2;1;1;195032117;4334;201756462;4334;195033229;4334;204313622;4334
2019;12;225;3;D;2;2;1;659594109;56097;791000111;58301;665064433;56717;828547357;59311
2019;12;225;3;D;2;3;1;136795347;20668;196397157;22966;133683781;20355;199712666;22671
2019;12;225;3;D;2;4;1;18878691;3401;22716426;3401;20484050;3925;27512495;3952
2019;12;225;3;D;2;5;1;7354444;1541;12687356;1873;7561547;1625;13511428;1946
2019;12;225;3;D;2;6;1;;;;;;;;
2019;12;225;3;D;2;7;1;;;;;;;;
2019;12;225;3;D;2;8;1;22033060;2528;30144602;2963;21917145;2528;29846463;2808
2019;12;225;3;D;2;9;1;1145918;361;1582898;361;1145918;361;1759721;361
2019;12;226;3;J;1;1;4;147660234;5051;160379353;5051;153682632;5181;166548156;5181
2019;12;226;3;J;1;2;4;672497359;80956;808086953;84434;680311784;80530;816435697;84118
2019;12;226;3;J;1;3;4;;;;;;;;
2019;12;226;3;J;1;4;4;;;;;;;;
2019;12;226;3;J;1;5;4;;;;;;;;
2019;12;226;3;J;1;6;4;;;;;;;;
2019;12;226;3;J;1;7;4;;;;;;;;
2019;12;226;3;J;1;8;4;;;;;;;;
2019;12;226;3;J;1;9;4;;;;;;;;
2019;12;226;3;J;2;1;4;568027077;15355;610139158;15355;564050571;15212;606120343;15212
2019;12;226;3;J;2;2;4;1426583784;142888;1628386273;145638;1443872208;143783;1643822661;146515
2019;12;226;3;J;2;3;4;;;;;;;;
2019;12;226;3;J;2;4;4;;;;;;;;
2019;12;226;3;J;2;5;4;;;;;;;;
2019;12;226;3;J;2;6;4;;;;;;;;
2019;12;226;3;J;2;7;4;;;;;;;;
2019;12;226;3;J;2;8;4;;;;;;;;
2019;12;226;3;J;2;9;4;;;;;;;;
2019;12;227;3;N;1;1;4;;;;;;;;
2019;12;227;3;N;1;2;4;;;;;;;;
2019;12;227;3;N;1;3;4;10848076;2347;12849616;2347;9634553;2107;11474828;2107
2019;12;227;3;N;1;4;4;5396784;1532;5922460;1538;5066960;1480;6469363;1504
2019;12;227;3;N;1;5;4;298311468;129498;449578524;146703;318305505;131216;447819209;141377
2019;12;227;3;N;1;6;4;;;;;;;;
2019;12;227;3;N;1;7;4;;;;;;;;
2019;12;227;3;N;1;8;4;138600;58;168563;58;138600;58;168563;58
2019;12;227;3;N;1;9;4;;;;;;;;
2019;12;227;3;N;2;1;4;8581646;388;9273377;388;8581646;388;9274015;388
2019;12;227;3;N;2;2;4;20739171;2522;23442893;2522;20075102;2522;22786982;2522
2019;12;227;3;N;2;3;4;33374010;5321;38521409;5431;32145936;5412;36735321;5425
2019;12;227;3;N;2;4;4;10355935;3177;12495984;3197;10147924;3320;12257200;3328
2019;12;227;3;N;2;5;4;1566699359;673672;2451401080;802316;1636391163;677663;2323751111;750083
2019;12;227;3;N;2;6;4;;;;;;;;
2019;12;227;3;N;2;7;4;;;;;;;;
2019;12;227;3;N;2;8;4;4901591;1933;8995014;2688;4347658;1713;7549787;2256
2019;12;227;3;N;2;9;4;;;;;;;;
2019;12;228;3;M;1;1;1;154428948;9649;159939078;9649;156874240;9832;162561257;9832
2019;12;228;3;M;1;2;1;345299086;51594;362768992;51594;348372526;52315;366949086;52315
2019;12;228;3;M;1;3;1;36197822;4936;37802741;4941;36447485;4954;38169884;4960
2019;12;228;3;M;1;4;1;31155556;6430;32675000;6430;41894845;11450;44291995;11471
2019;12;228;3;M;1;5;1;;;;;;;;
2019;12;228;3;M;1;6;1;;;;;;;;
2019;12;228;3;M;1;7;1;;;;;;;;
2019;12;228;3;M;1;8;1;;;;;;;;
2019;12;228;3;M;1;9;1;;;;;;;;
2019;12;228;3;M;2;1;1;177533634;9846;183348994;9846;177740372;9962;183644400;9962
2019;12;228;3;M;2;2;1;267913676;37179;282697160;37340;270679067;37363;288221303;37521
2019;12;228;3;M;2;3;1;15557934;2480;16271207;2487;15557934;2480;17123461;2568
2019;12;228;3;M;2;4;1;23594668;5704;24839563;5729;31918369;9359;34103704;9445
2019;12;228;3;M;2;5;1;;;;;;;;
2019;12;228;3;M;2;6;1;;;;;;;;
2019;12;228;3;M;2;7;1;;;;;;;;
2019;12;228;3;M;2;8;1;;;;;;;;
2019;12;228;3;M;2;9;1;;;;;;;;
2019;12;229;2;R;1;1;4;;;;;;;;
2019;12;229;2;R;1;2;4;2671091;387;2809988;387;1533248;194;1612977;194
2019;12;229;2;R;1;3;4;3164047;774;3349019;774;3522189;871;3715563;871
2019;12;229;2;R;1;4;4;2680461;574;2916666;593;2704079;581;2946098;605
2019;12;229;2;R;1;5;4;2741681;1142;3234161;1238;2762384;1155;3297429;1260
2019;12;229;2;R;1;6;4;;;;;;;;
2019;12;229;2;R;1;7;4;;;;;;;;
2019;12;229;2;R;1;8;4;;;;;;;;
2019;12;229;2;R;1;9;4;;;;;;;;
2019;12;229;2;R;2;1;4;20918112;774;21414894;774;20918112;774;21415753;774
2019;12;229;2;R;2;2;4;2055325;387;2170854;387;1553896;290;1654278;290
2019;12;229;2;R;2;3;4;18974160;3290;20049317;3308;19397499;3492;20455955;3501
2019;12;229;2;R;2;4;4;2553445;774;2767528;790;2213161;697;2496284;740
2019;12;229;2;R;2;5;4;8001694;2103;9279556;2308;7815652;2096;8733033;2219
2019;12;229;2;R;2;6;4;1845445;194;1941408;194;1969175;194;2071572;194
2019;12;229;2;R;2;7;4;;;;;;;;
2019;12;229;2;R;2;8;4;1511795;387;1557732;387;1511795;387;1557732;387
2019;12;229;2;R;2;9;4;1199517;387;1265870;387;534726;194;562532;194
2019;12;230;2;R;1;1;4;0;0;0;0;0;0;0;0
2019;12;230;2;R;1;2;4;16660703;2387;17804726;2400;16527572;2387;17889244;2387
2019;12;230;2;R;1;3;4;1304760;437;1443351;445;1276269;446;1418808;454
2019;12;230;2;R;1;4;4;8196123;2438;9111345;2453;8089625;2159;9298915;2187
2019;12;230;2;R;1;5;4;902157;522;961090;522;720888;387;846976;387
2019;12;230;2;R;1;6;4;1997032;228;2147308;228;2077032;228;2288538;228
2019;12;230;2;R;1;7;4;0;0;0;0;0;0;0;0
2019;12;230;2;R;1;8;4;0;0;0;0;0;0;0;0
2019;12;230;2;R;1;9;4;4689765;2833;5550456;2833;5089567;2860;6186800;2898
2019;12;230;2;R;2;1;4;10191833;387;10640600;387;9873636;387;10283416;387
2019;12;230;2;R;2;2;4;16113001;1346;17312189;1346;16113001;1346;17393258;1346
2019;12;230;2;R;2;3;4;4402483;417;4770381;417;4402483;417;4963549;417
2019;12;230;2;R;2;4;4;5994893;1355;6616603;1365;8976000;1570;9829826;1588
2019;12;230;2;R;2;5;4;0;0;0;0;0;0;0;0
2019;12;230;2;R;2;6;4;0;0;0;0;0;0;0;0
2019;12;230;2;R;2;7;4;0;0;0;0;0;0;0;0
2019;12;230;2;R;2;8;4;0;0;0;0;0;0;0;0
2019;12;230;2;R;2;9;4;10320048;6007;13021615;6305;10446487;5526;12865951;5685
2019;12;231;3;I;1;1;1;6970408;194;7234117;194;6970408;194;7258665;194
2019;12;231;3;I;1;2;1;21465105;2116;23529301;2116;21252807;2225;23138061;2225
2019;12;231;3;I;1;3;1;11187085;2264;12652489;2269;11434356;2445;12772787;2460
2019;12;231;3;I;1;4;1;3879847;1097;4341671;1097;5242956;1445;6031087;1445
2019;12;231;3;I;1;5;1;3603470;871;4061542;907;5562629;1832;6086935;1832
2019;12;231;3;I;1;6;1;1361267;387;1727676;387;1468267;387;1795295;387
2019;12;231;3;I;1;7;1;739456;255;854054;268;731279;240;836385;251
2019;12;231;3;I;1;8;1;994168;420;1251586;461;360000;103;390674;103
2019;12;231;3;I;1;9;1;516137;239;585184;239;654116;303;731010;303
2019;12;231;3;I;2;1;1;29421081;581;32525932;581;29421081;581;32547424;581
