A¤o;Mes;ID_Empresa;Tamano;Categor¡a;Sexo;Grupo;Divisi¢n;RO_t_1;HO_t_1;C_t_1;HT_t_1;RO;HO;C;HT
2019;5;786;2;N;1;2;4;;;;;;;;
2019;5;786;2;N;1;3;4;;;;;;;;
2019;5;786;2;N;1;4;4;3618859;1323;4683695;1323;3866795;1148;4783337;1148
2019;5;786;2;N;1;5;4;8607931;4510;12230943;4912;8396261;4460;11615275;4725
2019;5;786;2;N;1;6;4;;;;;;;;
2019;5;786;2;N;1;7;4;;;;;;;;
2019;5;786;2;N;1;8;4;;;;;;;;
2019;5;786;2;N;1;9;4;187500;120;224869;120;237500;152;310339;152
2019;5;786;2;N;2;1;4;6181613;870;7427730;870;6324101;870;7608062;870
2019;5;786;2;N;2;2;4;;;;;;;;
2019;5;786;2;N;2;3;4;;;;;;;;
2019;5;786;2;N;2;4;4;4165985;1170;5375488;1241;4424440;1190;5659584;1264
2019;5;786;2;N;2;5;4;35761520;18590;50095960;20461;34133975;18300;47513856;19836
2019;5;786;2;N;2;6;4;;;;;;;;
2019;5;786;2;N;2;7;4;;;;;;;;
2019;5;786;2;N;2;8;4;;;;;;;;
2019;5;786;2;N;2;9;4;;;;;;;;
2019;5;787;3;N;1;1;5;0;0;0;0;0;0;0;0
2019;5;787;3;N;1;2;5;685000;194;918950;194;685000;194;918950;194
2019;5;787;3;N;1;3;5;2454864;1167;3344517;1196;2203264;1051;3111540;1066
2019;5;787;3;N;1;4;5;3007000;1548;3894411;1548;3007000;1548;3893163;1548
2019;5;787;3;N;1;5;5;0;0;0;0;0;0;0;0
2019;5;787;3;N;1;6;5;0;0;0;0;0;0;0;0
2019;5;787;3;N;1;7;5;0;0;0;0;0;0;0;0
2019;5;787;3;N;1;8;5;0;0;0;0;0;0;0;0
2019;5;787;3;N;1;9;5;26846426;17570;36017852;17954;26061896;16964;34307600;17051
2019;5;787;3;N;2;1;5;0;0;0;0;0;0;0;0
2019;5;787;3;N;2;2;5;1230000;387;1652144;387;1230000;387;1652144;387
2019;5;787;3;N;2;3;5;635000;194;835179;194;635000;194;835179;194
2019;5;787;3;N;2;4;5;370000;194;490499;194;370000;194;490499;194
2019;5;787;3;N;2;5;5;0;0;0;0;0;0;0;0
2019;5;787;3;N;2;6;5;0;0;0;0;0;0;0;0
2019;5;787;3;N;2;7;5;0;0;0;0;0;0;0;0
2019;5;787;3;N;2;8;5;0;0;0;0;0;0;0;0
2019;5;787;3;N;2;9;5;7697476;4728;10114634;4797;7154548;4360;9248742;4372
2019;5;788;3;G;1;1;2;2190844;194;2225679;194;2198794;194;2233755;194
2019;5;788;3;G;1;2;2;24755819;3683;27527522;3786;24827280;3677;27312456;3714
2019;5;788;3;G;1;3;2;1172410;361;1430860;361;689716;194;930326;194
2019;5;788;3;G;1;4;2;12647020;3857;14245977;3857;15993892;4089;17845390;4089
2019;5;788;3;G;1;5;2;0;0;0;0;0;0;0;0
2019;5;788;3;G;1;6;2;25321244;10359;28493165;10549;24452201;9862;27578715;10002
2019;5;788;3;G;1;7;2;6587133;2580;7516041;2694;5815730;2709;6743356;2819
2019;5;788;3;G;1;8;2;0;0;0;0;0;0;0;0
2019;5;788;3;G;1;9;2;420146;194;668865;252;420146;194;668865;252
2019;5;788;3;G;2;1;2;27457840;1742;31265372;1742;27734456;1742;31958259;1742
2019;5;788;3;G;2;2;2;30333141;3483;32909912;3483;30606485;3483;33064324;3483
2019;5;788;3;G;2;3;2;8127253;1851;8849545;1851;8316216;1935;9093995;1935
2019;5;788;3;G;2;4;2;23795669;5553;26868717;5660;20154473;5599;23152203;5710
2019;5;788;3;G;2;5;2;;;;;0;0;0;0
2019;5;788;3;G;2;6;2;15088149;4986;17726514;5131;15534116;4592;17601938;4685
2019;5;788;3;G;2;7;2;56467730;23381;64079551;24745;52286161;21814;59459658;23170
2019;5;788;3;G;2;8;2;2148354;774;2707452;817;1612437;626;2039423;626
2019;5;788;3;G;2;9;2;;;;;0;0;0;0
2019;5;789;3;Q;1;1;1;;;;;;;;
2019;5;789;3;Q;1;2;1;178740607;19823;188495237;21161;177207586;19465;185406564;20641
2019;5;789;3;Q;1;3;1;105163225;27753;116432319;31534;102391801;27955;112908776;32391
2019;5;789;3;Q;1;4;1;38146788;13523;42399623;14665;37526257;13328;41780833;14466
2019;5;789;3;Q;1;5;1;;;;;;;;
2019;5;789;3;Q;1;6;1;;;;;;;;
2019;5;789;3;Q;1;7;1;;;;;;;;
2019;5;789;3;Q;1;8;1;;;;;;;;
2019;5;789;3;Q;1;9;1;2861668;1001;3350903;1250;2816375;787;2942292;816
2019;5;789;3;Q;2;1;1;4105413;189;4166757;189;4130003;189;4191570;189
2019;5;789;3;Q;2;2;1;250724783;14137;259821900;14798;252874574;13922;259749267;14617
2019;5;789;3;Q;2;3;1;10605545;2791;12714565;3594;10982973;2985;13374767;3840
2019;5;789;3;Q;2;4;1;6334836;2318;7618574;2737;6202629;2211;7062515;2510
2019;5;789;3;Q;2;5;1;;;;;;;;
2019;5;789;3;Q;2;6;1;;;;;;;;
2019;5;789;3;Q;2;7;1;;;;;;;;
2019;5;789;3;Q;2;8;1;226944;105;546964;262;223895;106;551697;265
2019;5;789;3;Q;2;9;1;19125545;4807;22855544;5896;18509467;4580;22012177;5587
2019;5;790;1;G;1;1;2;;;;;;;;
2019;5;790;1;G;1;2;2;;;;;;;;
2019;5;790;1;G;1;3;2;;;;;;;;
2019;5;790;1;G;1;4;2;359555;191;373765;191;361887;194;378715;194
2019;5;790;1;G;1;5;2;;;;;;;;
2019;5;790;1;G;1;6;2;;;;;;;;
2019;5;790;1;G;1;7;2;;;;;;;;
2019;5;790;1;G;1;8;2;;;;;;;;
2019;5;790;1;G;1;9;2;;;;;;;;
2019;5;790;1;G;2;1;2;2190844;194;2244739;194;2198794;194;2252885;194
2019;5;790;1;G;2;2;2;3838292;387;4024834;387;3838292;387;4024834;387
2019;5;790;1;G;2;3;2;593563;183;624387;183;524869;194;548913;194
2019;5;790;1;G;2;4;2;;;;;;;;
2019;5;790;1;G;2;5;2;;;;;;;;
2019;5;790;1;G;2;6;2;;;;;;;;
2019;5;790;1;G;2;7;2;;;;;;;;
2019;5;790;1;G;2;8;2;428764;194;549601;194;428764;194;549601;194
2019;5;790;1;G;2;9;2;;;;;;;;
2019;5;791;3;O;1;1;1;38606226;1513;57711578;1513;38606226;1514;48810297;1514
2019;5;791;3;O;1;2;1;461009684;45218;500256832;45228;462887241;45408;501390507;45418
2019;5;791;3;O;1;3;1;33192261;6622;35486470;6642;33096126;6433;37159201;6450
2019;5;791;3;O;1;4;1;16794067;3784;17969941;3821;16773102;3784;18177400;3821
2019;5;791;3;O;1;5;1;;;;;;;;
2019;5;791;3;O;1;6;1;;;;;;;;
2019;5;791;3;O;1;7;1;;;;;;;;
2019;5;791;3;O;1;8;1;;;;;;;;
2019;5;791;3;O;1;9;1;;;;;;;;
2019;5;791;3;O;2;1;1;66926838;3216;72623925;3216;65201700;3216;71963439;3216
2019;5;791;3;O;2;2;1;366355916;34390;398224405;34408;372935278;35570;405126023;35604
2019;5;791;3;O;2;3;1;10750580;2081;11786281;2144;10722474;2081;11613207;2119
2019;5;791;3;O;2;4;1;14288149;3973;17160273;4155;14546784;3973;17395889;4196
2019;5;791;3;O;2;5;1;;;;;;;;
2019;5;791;3;O;2;6;1;;;;;;;;
2019;5;791;3;O;2;7;1;;;;;;;;
2019;5;791;3;O;2;8;1;;;;;;;;
2019;5;791;3;O;2;9;1;;;;;;;;
2019;5;793;1;I;1;1;2;;;;;;;;
2019;5;793;1;I;1;2;2;;;;;;;;
2019;5;793;1;I;1;3;2;;;;;;;;
2019;5;793;1;I;1;4;2;400869;194;422756;194;400869;194;422756;194
2019;5;793;1;I;1;5;2;386785;194;452344;212;381518;194;424569;203
2019;5;793;1;I;1;6;2;;;;;;;;
2019;5;793;1;I;1;7;2;;;;;;;;
2019;5;793;1;I;1;8;2;;;;;;;;
2019;5;793;1;I;1;9;2;;;;;;;;
2019;5;793;1;I;2;1;2;;;;;;;;
2019;5;793;1;I;2;2;2;;;;;;;;
2019;5;793;1;I;2;3;2;;;;;;;;
2019;5;793;1;I;2;4;2;749551;194;790476;194;749551;194;790476;194
2019;5;793;1;I;2;5;2;1952719;940;2245525;1014;1982771;975;2158285;1002
2019;5;793;1;I;2;6;2;;;;;;;;
2019;5;793;1;I;2;7;2;;;;;;;;
2019;5;793;1;I;2;8;2;;;;;;;;
2019;5;793;1;I;2;9;2;;;;;;;;
2019;5;794;1;M;1;1;1;2551115;200;2644588;200;2557037;200;2650574;200
2019;5;794;1;M;1;2;1;3667438;582;4255294;582;3667438;582;4255294;582
2019;5;794;1;M;1;3;1;;;;;;;;
2019;5;794;1;M;1;4;1;1306646;388;1562090;388;1306646;388;1562090;388
2019;5;794;1;M;1;5;1;;;;;;;;
2019;5;794;1;M;1;6;1;;;;;;;;
2019;5;794;1;M;1;7;1;;;;;;;;
2019;5;794;1;M;1;8;1;;;;;;;;
2019;5;794;1;M;1;9;1;425000;194;490470;194;425000;194;490470;194
2019;5;794;1;M;2;1;1;4650258;194;5033528;194;4650258;194;5034012;194
2019;5;794;1;M;2;2;1;2938292;388;3436975;388;2938292;388;3436975;388
2019;5;794;1;M;2;3;1;;;;;;;;
2019;5;794;1;M;2;4;1;451250;194;595171;194;451250;194;595171;194
2019;5;794;1;M;2;5;1;;;;;;;;
2019;5;794;1;M;2;6;1;;;;;;;;
2019;5;794;1;M;2;7;1;;;;;;;;
2019;5;794;1;M;2;8;1;;;;;;;;
2019;5;794;1;M;2;9;1;;;;;;;;
2019;5;795;3;B;1;1;2;;;;;;;;
2019;5;795;3;B;1;2;2;15189592;1522;16656025;1546;15262499;1522;16751186;1546
2019;5;795;3;B;1;3;2;1192670;387;1369613;387;1296221;387;1478950;387
2019;5;795;3;B;1;4;2;3492829;774;3904305;774;3492829;774;3905109;774
2019;5;795;3;B;1;5;2;;;;;;;;
2019;5;795;3;B;1;6;2;;;;;;;;
2019;5;795;3;B;1;7;2;737569;181;955231;205;440291;96;575223;108
2019;5;795;3;B;1;8;2;713753;181;930495;205;712064;181;928919;205
2019;5;795;3;B;1;9;2;;;;;;;;
2019;5;795;3;B;2;1;2;;;;;;;;
2019;5;795;3;B;2;2;2;83214381;4367;89596249;4473;82393907;4409;88574329;4505
2019;5;795;3;B;2;3;2;44984375;6097;52036267;6370;42350630;5895;49051318;6166
2019;5;795;3;B;2;4;2;6972544;1322;7913903;1346;8150876;1458;9381952;1513
2019;5;795;3;B;2;5;2;;;;;;;;
2019;5;795;3;B;2;6;2;;;;;;;;
2019;5;795;3;B;2;7;2;95719084;18964;114192020;20132;93200082;19080;111735493;20263
2019;5;795;3;B;2;8;2;52843332;8501;62531834;8981;51395615;8321;60953638;8789
2019;5;795;3;B;2;9;2;;;;;;;;
2019;5;796;1;K;1;1;2;8528026;387;8681233;387;8528026;387;8681789;387
2019;5;796;1;K;1;2;2;;;;;;;;
2019;5;796;1;K;1;3;2;21736720;3722;23422627;3722;24860919;3915;26637055;3915
2019;5;796;1;K;1;4;2;625089;194;655468;194;625089;194;655468;194
2019;5;796;1;K;1;5;2;;;;;;;;
2019;5;796;1;K;1;6;2;;;;;;;;
2019;5;796;1;K;1;7;2;;;;;;;;
2019;5;796;1;K;1;8;2;;;;;;;;
2019;5;796;1;K;1;9;2;459296;194;481617;194;459296;194;481617;194
2019;5;796;1;K;2;1;2;5879117;387;6144781;387;5899117;387;6124975;387
2019;5;796;1;K;2;2;2;2096539;194;2287129;200;2096539;194;2287129;200
2019;5;796;1;K;2;3;2;10804724;1733;11401794;1738;12465333;1809;13132981;1809
2019;5;796;1;K;2;4;2;902859;194;946739;194;902859;194;946739;194
2019;5;796;1;K;2;5;2;;;;;;;;
2019;5;796;1;K;2;6;2;;;;;;;;
2019;5;796;1;K;2;7;2;;;;;;;;
2019;5;796;1;K;2;8;2;;;;;;;;
2019;5;796;1;K;2;9;2;728611;194;783098;194;721379;194;851010;207
2019;5;797;1;L;1;1;1;;;;;;;;
2019;5;797;1;L;1;2;1;1074146;172;1240565;172;1666272;172;1861587;172
2019;5;797;1;L;1;3;1;;;;;;;;
2019;5;797;1;L;1;4;1;1119146;387;1266978;387;1119146;387;1266978;387
2019;5;797;1;L;1;5;1;;;;;;;;
2019;5;797;1;L;1;6;1;;;;;;;;
2019;5;797;1;L;1;7;1;;;;;;;;
2019;5;797;1;L;1;8;1;;;;;;;;
2019;5;797;1;L;1;9;1;;;;;;;;
2019;5;797;1;L;2;1;1;5913732;387;6404328;387;5934610;387;6372690;387
2019;5;797;1;L;2;2;1;;;;;;;;
2019;5;797;1;L;2;3;1;;;;;;;;
2019;5;797;1;L;2;4;1;;;;;;;;
2019;5;797;1;L;2;5;1;;;;;;;;
2019;5;797;1;L;2;6;1;1706463;194;1925898;194;969135;194;1152589;194
2019;5;797;1;L;2;7;1;;;;;;;;
2019;5;797;1;L;2;8;1;;;;;;;;
2019;5;797;1;L;2;9;1;;;;;;;;
2019;5;798;3;O;1;1;1;26242100;1134;27021367;1134;26242100;1134;27023332;1134
2019;5;798;3;O;1;2;1;435127766;57078;459487683;57836;440934070;57834;465470471;58558
2019;5;798;3;O;1;3;1;91763464;20601;97294515;20881;88542389;20223;94090379;20510
2019;5;798;3;O;1;4;1;20569521;5292;22053621;5408;19475090;5103;21221097;5266
2019;5;798;3;O;1;5;1;;;;;;;;
2019;5;798;3;O;1;6;1;;;;;;;;
2019;5;798;3;O;1;7;1;;;;;;;;
2019;5;798;3;O;1;8;1;;;;;;;;
2019;5;798;3;O;1;9;1;;;;;;;;
2019;5;798;3;O;2;1;1;52620337;3213;54176309;3213;52620337;3024;54346062;3045
2019;5;798;3;O;2;2;1;586913240;72198;624697421;74003;586302730;72765;630341558;75315
2019;5;798;3;O;2;3;1;72146189;14931;77171448;15301;70861121;15120;76791072;15711
2019;5;798;3;O;2;4;1;8195047;2268;9602788;2562;8096420;2457;9235058;2674
2019;5;798;3;O;2;5;1;;;;;;;;
2019;5;798;3;O;2;6;1;;;;;;;;
2019;5;798;3;O;2;7;1;;;;;;;;
2019;5;798;3;O;2;8;1;;;;;;;;
2019;5;798;3;O;2;9;1;;;;;;;;
2019;5;800;1;R;1;1;4;2692724;189;2879851;189;2692724;189;2868623;189
2019;5;800;1;R;1;2;4;4481282;926;4755078;926;5278532;1134;5635050;1134
2019;5;800;1;R;1;3;4;;;;;;;;
2019;5;800;1;R;1;4;4;2858179;945;3083948;945;2858179;945;3053948;945
2019;5;800;1;R;1;5;4;;;;;;;;
2019;5;800;1;R;1;6;4;;;;;;;;
2019;5;800;1;R;1;7;4;;;;;;;;
2019;5;800;1;R;1;8;4;;;;;;;;
2019;5;800;1;R;1;9;4;2775234;1134;3060185;1134;2815634;1128;3108231;1152
2019;5;800;1;R;2;1;4;;;;;;;;
2019;5;800;1;R;2;2;4;7696510;1323;8338123;1323;7307780;1210;8005167;1233
2019;5;800;1;R;2;3;4;439174;189;470970;189;3122948;1092;3365154;1092
2019;5;800;1;R;2;4;4;6878325;2079;7625078;2125;6878325;2079;7512753;2094
2019;5;800;1;R;2;5;4;;;;;;;;
2019;5;800;1;R;2;6;4;;;;;;;;
2019;5;800;1;R;2;7;4;7577211;2640;8319958;2682;7593878;2646;8122329;2646
2019;5;800;1;R;2;8;4;;;;;;;;
2019;5;800;1;R;2;9;4;875078;180;967383;184;863893;180;959090;183
2019;5;801;3;N;1;1;2;;;;;;;;
2019;5;801;3;N;1;2;2;15261237;2217;17429563;2277;15912497;2367;18461105;2413
2019;5;801;3;N;1;3;2;20147425;5737;23045889;5849;18128438;5197;21073497;5384
2019;5;801;3;N;1;4;2;58115375;18665;66464581;18921;50124084;16031;57424903;16288
2019;5;801;3;N;1;5;2;;;;;;;;
2019;5;801;3;N;1;6;2;5710184;2009;6660283;2023;4984226;1859;5877089;1882
2019;5;801;3;N;1;7;2;1975315;968;2083165;968;1809388;877;1985955;907
2019;5;801;3;N;1;8;2;;;;;;;;
2019;5;801;3;N;1;9;2;1474502;503;1920019;603;3018377;1038;3497199;1124
2019;5;801;3;N;2;1;2;;;;;;;;
2019;5;801;3;N;2;2;2;8241166;1296;9052545;1296;6280723;1226;6895080;1226
2019;5;801;3;N;2;3;2;17307171;4070;19921239;4141;18834495;4567;21512535;4644
2019;5;801;3;N;2;4;2;35692830;11317;41792188;11746;36702814;11237;42781964;11640
2019;5;801;3;N;2;5;2;1884719;684;2113574;721;2280458;774;2756769;873
2019;5;801;3;N;2;6;2;9599038;3844;11390432;3864;10418993;4158;12553993;4194
2019;5;801;3;N;2;7;2;2481347;574;3521307;622;1936146;387;2983492;397
2019;5;801;3;N;2;8;2;8003433;2896;10330373;3264;7474997;2735;10373735;3258
2019;5;801;3;N;2;9;2;5163603;1800;6011977;1945;4957712;1748;5594367;1839
2019;5;802;3;N;1;1;2;0;0;0;0;0;0;0;0
2019;5;802;3;N;1;2;2;2534874;664;2881898;664;4379989;935;4908363;935
2019;5;802;3;N;1;3;2;18298296;3741;20712731;3753;14097986;3180;15882609;3190
2019;5;802;3;N;1;4;2;21549153;6882;25300367;6903;23054155;7185;27037909;7223
2019;5;802;3;N;1;5;2;0;0;0;0;0;0;0;0
2019;5;802;3;N;1;6;2;11926075;4586;13811025;4594;9196296;2541;10414426;2541
2019;5;802;3;N;1;7;2;10963359;5076;13719044;5157;8946395;4580;11113160;4712
2019;5;802;3;N;1;8;2;0;0;0;0;0;0;0;0
2019;5;802;3;N;1;9;2;4744114;2387;5482416;2393;1951523;961;2127788;965
2019;5;802;3;N;2;1;2;0;0;0;0;0;0;0;0
2019;5;802;3;N;2;2;2;8336782;1387;9229601;1394;12825491;1838;14176627;1845
2019;5;802;3;N;2;3;2;14306675;3618;16298596;3671;13730116;3386;15743243;3420
2019;5;802;3;N;2;4;2;22065196;5424;25132037;5505;23623842;5670;26977842;5771
2019;5;802;3;N;2;5;2;0;0;0;0;0;0;0;0
2019;5;802;3;N;2;6;2;16508824;5986;18792341;5986;15394114;5289;17577639;5289
2019;5;802;3;N;2;7;2;16270590;7256;20468368;7397;14328534;6437;17880946;6563
2019;5;802;3;N;2;8;2;0;0;0;0;0;0;0;0
2019;5;802;3;N;2;9;2;19808722;8262;24751543;8908;25822763;9759;30339677;10166
2019;5;804;1;K;1;1;2;;;;;;;;
2019;5;804;1;K;1;2;2;21731624;1791;22626758;1791;21207719;1599;22116863;1599
2019;5;804;1;K;1;3;2;8402860;1836;10170425;2032;10944658;1680;12148764;1829
2019;5;804;1;K;1;4;2;1724092;378;1812805;378;1724092;378;1801889;378
2019;5;804;1;K;1;5;2;;;;;;;;
2019;5;804;1;K;1;6;2;;;;;;;;
2019;5;804;1;K;1;7;2;;;;;;;;
2019;5;804;1;K;1;8;2;;;;;;;;
2019;5;804;1;K;1;9;2;1082966;189;1135194;189;1082966;189;1163529;192
2019;5;804;1;K;2;1;2;;;;;;;;
2019;5;804;1;K;2;2;2;16475101;1098;17117936;1098;16475101;1098;17109277;1098
2019;5;804;1;K;2;3;2;802973;189;997715;205;802973;189;1181251;212
2019;5;804;1;K;2;4;2;;;;;;;;
2019;5;804;1;K;2;5;2;;;;;;;;
2019;5;804;1;K;2;6;2;;;;;;;;
2019;5;804;1;K;2;7;2;;;;;;;;
2019;5;804;1;K;2;8;2;2198433;540;2459559;564;2198433;540;2459559;564
2019;5;804;1;K;2;9;2;4781798;813;6176765;976;4720940;933;10982443;1048
2019;5;805;3;O;1;1;1;7065408;378;7188096;378;7065408;378;7188542;378
2019;5;805;3;O;1;2;1;1308554946;111626;1387048331;119459;1313593531;107738;1392223586;115685
2019;5;805;3;O;1;3;1;324331489;100493;361913567;112707;322005180;94017;357173335;104766
2019;5;805;3;O;1;4;1;109142874;40080;117919865;41729;106487614;36107;114399892;37701
2019;5;805;3;O;1;5;1;;;;;;;;
2019;5;805;3;O;1;6;1;;;;;;;;
2019;5;805;3;O;1;7;1;;;;;;;;
2019;5;805;3;O;1;8;1;431912;189;660836;242;431912;189;660836;242
2019;5;805;3;O;1;9;1;82743742;34296;96846818;39987;85043244;33626;99842108;39320
2019;5;805;3;O;2;1;1;13506692;567;14163977;567;13506692;567;13897335;567
2019;5;805;3;O;2;2;1;1170308583;69554;1224345411;74291;1179920238;69102;1227757017;72944
2019;5;805;3;O;2;3;1;97634496;29466;112078956;34317;97941252;26576;111145355;30837
2019;5;805;3;O;2;4;1;29754568;10187;32468309;10766;29902954;9845;32972329;10589
2019;5;805;3;O;2;5;1;;;;;;;;
2019;5;805;3;O;2;6;1;;;;;;;;
2019;5;805;3;O;2;7;1;;;;;;;;
2019;5;805;3;O;2;8;1;40814437;12666;49711206;15101;41306671;12291;50331427;14842
2019;5;805;3;O;2;9;1;36006047;13868;43801369;16701;35983240;13196;44260354;16076
2019;5;806;1;M;1;1;3;;;;;;;;
2019;5;806;1;M;1;2;3;;;;;;;;
2019;5;806;1;M;1;3;3;;;;;;;;
2019;5;806;1;M;1;4;3;1133488;376;1194243;376;1167789;388;1230382;388
2019;5;806;1;M;1;5;3;;;;;;;;
2019;5;806;1;M;1;6;3;;;;;;;;
2019;5;806;1;M;1;7;3;;;;;;;;
2019;5;806;1;M;1;8;3;;;;;;;;
2019;5;806;1;M;1;9;3;;;;;;;;
2019;5;806;1;M;2;1;3;2142088;194;2256904;194;2142088;194;2256904;194
2019;5;806;1;M;2;2;3;;;;;;;;
2019;5;806;1;M;2;3;3;5767248;1940;6076372;1940;5745605;1934;6053569;1934
2019;5;806;1;M;2;4;3;1050761;382;1107082;382;1061810;385;1118723;385
2019;5;806;1;M;2;5;3;;;;;;;;
2019;5;806;1;M;2;6;3;;;;;;;;
2019;5;806;1;M;2;7;3;;;;;;;;
2019;5;806;1;M;2;8;3;;;;;;;;
2019;5;806;1;M;2;9;3;;;;;;;;
2019;5;807;1;Q;1;1;2;869146;194;949945;194;869146;194;950114;194
2019;5;807;1;Q;1;2;2;;;;;;;;
2019;5;807;1;Q;1;3;2;112875;58;119038;58;111543;58;118159;58
2019;5;807;1;Q;1;4;2;;;;;;;;
2019;5;807;1;Q;1;5;2;;;;;;;;
2019;5;807;1;Q;1;6;2;;;;;;;;
2019;5;807;1;Q;1;7;2;;;;;;;;
2019;5;807;1;Q;1;8;2;;;;;;;;
2019;5;807;1;Q;1;9;2;376250;194;396794;194;390296;194;470858;212
2019;5;807;1;Q;2;1;2;;;;;;;;
2019;5;807;1;Q;2;2;2;;;;;;;;
2019;5;807;1;Q;2;3;2;;;;;;;;
2019;5;807;1;Q;2;4;2;;;;;;;;
2019;5;807;1;Q;2;5;2;;;;;;;;
2019;5;807;1;Q;2;6;2;;;;;;;;
2019;5;807;1;Q;2;7;2;;;;;;;;
2019;5;807;1;Q;2;8;2;;;;;;;;
2019;5;807;1;Q;2;9;2;;;;;;;;
2019;5;809;1;M;1;1;1;;;;;;;;
2019;5;809;1;M;1;2;1;;;;;;;;
2019;5;809;1;M;1;3;1;;;;;;;;
2019;5;809;1;M;1;4;1;7498593;2580;8023778;2580;8344128;2823;8941653;2823
2019;5;809;1;M;1;5;1;;;;;;;;
2019;5;809;1;M;1;6;1;;;;;;;;
2019;5;809;1;M;1;7;1;;;;;;;;
2019;5;809;1;M;1;8;1;;;;;;;;
2019;5;809;1;M;1;9;1;;;;;;;;
2019;5;809;1;M;2;1;1;;;;;;;;
2019;5;809;1;M;2;2;1;;;;;;;;
2019;5;809;1;M;2;3;1;;;;;;;;
2019;5;809;1;M;2;4;1;3313460;1161;3738653;1161;2676108;968;2958742;968
2019;5;809;1;M;2;5;1;;;;;;;;
2019;5;809;1;M;2;6;1;;;;;;;;
2019;5;809;1;M;2;7;1;;;;;;;;
2019;5;809;1;M;2;8;1;;;;;;;;
2019;5;809;1;M;2;9;1;;;;;;;;
2019;5;812;1;R;1;1;4;3791974;194;4667373;194;3791974;194;4649175;194
2019;5;812;1;R;1;2;4;1642100;231;2054980;232;1605587;237;2009313;238
2019;5;812;1;R;1;3;4;;;;;;;;
2019;5;812;1;R;1;4;4;857601;194;1070445;204;786546;194;1032034;208
2019;5;812;1;R;1;5;4;;;;;;;;
2019;5;812;1;R;1;6;4;;;;;;;;
2019;5;812;1;R;1;7;4;;;;;;;;
2019;5;812;1;R;1;8;4;;;;;;;;
2019;5;812;1;R;1;9;4;999143;384;1291915;393;852213;385;1177155;399
2019;5;812;1;R;2;1;4;3084000;194;3787942;194;3084000;194;3788436;194
2019;5;812;1;R;2;2;4;;;;;;;;
2019;5;812;1;R;2;3;4;1511000;69;1940946;69;1511000;69;1940946;69
2019;5;812;1;R;2;4;4;759133;200;1262010;202;740028;204;1228561;205
2019;5;812;1;R;2;5;4;;;;;;;;
2019;5;812;1;R;2;6;4;;;;;;;;
2019;5;812;1;R;2;7;4;;;;;;;;
2019;5;812;1;R;2;8;4;;;;;;;;
2019;5;812;1;R;2;9;4;1902707;579;2668434;594;2074565;663;2897291;676
2019;5;813;3;Q;1;1;1;8358672;387;8765934;387;8358672;387;8895148;387
2019;5;813;3;Q;1;2;1;82716844;10043;91619307;10095;79648140;9598;89067006;9666
2019;5;813;3;Q;1;3;1;62628014;18202;75847843;18257;60926541;17634;73305301;17690
2019;5;813;3;Q;1;4;1;29062182;10021;35538837;10191;28173003;9989;34817398;10144
2019;5;813;3;Q;1;5;1;;;;;;;;
2019;5;813;3;Q;1;6;1;;;;;;;;
2019;5;813;3;Q;1;7;1;;;;;;;;
2019;5;813;3;Q;1;8;1;;;;;;;;
2019;5;813;3;Q;1;9;1;6587387;2316;7975962;2340;6900694;2457;8390612;2476
2019;5;813;3;Q;2;1;1;6105226;387;6482150;387;6239538;387;6627515;387
2019;5;813;3;Q;2;2;1;19731171;2277;21588720;2277;23489651;2419;25541129;2419
2019;5;813;3;Q;2;3;1;4486991;1161;5086179;1169;4688165;1161;5719368;1194
2019;5;813;3;Q;2;4;1;5841561;1916;7125565;1939;5428354;1896;6628506;1914
2019;5;813;3;Q;2;5;1;;;;;;;;
2019;5;813;3;Q;2;6;1;;;;;;;;
2019;5;813;3;Q;2;7;1;;;;;;;;
2019;5;813;3;Q;2;8;1;;;;;;;;
2019;5;813;3;Q;2;9;1;4189746;1600;5164573;1604;3974383;1516;4853623;1516
2019;5;814;1;M;1;1;2;;;;;;;;
2019;5;814;1;M;1;2;2;;;;;;;;
2019;5;814;1;M;1;3;2;;;;;;;;
2019;5;814;1;M;1;4;2;;;;;;;;
2019;5;814;1;M;1;5;2;;;;;;;;
2019;5;814;1;M;1;6;2;;;;;;;;
2019;5;814;1;M;1;7;2;;;;;;;;
2019;5;814;1;M;1;8;2;;;;;;;;
2019;5;814;1;M;1;9;2;426746;208;426746;208;426746;208;450876;208
2019;5;814;1;M;2;1;2;1654592;84;1728105;84;1654592;84;1728158;84
2019;5;814;1;M;2;2;2;503185;129;526378;129;503185;129;526413;129
2019;5;814;1;M;2;3;2;;;;;;;;
2019;5;814;1;M;2;4;2;;;;;;;;
2019;5;814;1;M;2;5;2;;;;;;;;
2019;5;814;1;M;2;6;2;;;;;;;;
2019;5;814;1;M;2;7;2;;;;;;;;
2019;5;814;1;M;2;8;2;;;;;;;;
2019;5;814;1;M;2;9;2;;;;;;;;
2019;5;815;1;Q;1;1;1;;;;;;;;
2019;5;815;1;Q;1;2;1;;;;;;;;
2019;5;815;1;Q;1;3;1;677118;194;704027;194;602238;194;619727;194
2019;5;815;1;Q;1;4;1;510221;172;525017;172;415343;172;427387;172
2019;5;815;1;Q;1;5;1;;;;;;;;
2019;5;815;1;Q;1;6;1;;;;;;;;
2019;5;815;1;Q;1;7;1;;;;;;;;
2019;5;815;1;Q;1;8;1;;;;;;;;
