A¤o;Mes;ID_Empresa;Tamano;Categor¡a;Sexo;Grupo;Divisi¢n;RO_t_1;HO_t_1;C_t_1;HT_t_1;RO;HO;C;HT
2019;5;236;1;L;1;9;1;;;;;;;;
2019;5;236;1;L;2;1;1;5782851;194;6247837;194;5782851;194;6248319;194
2019;5;236;1;L;2;2;1;2826697;387;3096851;387;2748940;374;3014937;374
2019;5;236;1;L;2;3;1;2641386;387;2910040;387;2541802;387;2798113;387
2019;5;236;1;L;2;4;1;0;;0;;0;;0;
2019;5;236;1;L;2;5;1;305807;86;387058;86;305807;86;387058;86
2019;5;236;1;L;2;6;1;0;;0;;0;;0;
2019;5;236;1;L;2;7;1;0;;0;;0;;0;
2019;5;236;1;L;2;8;1;0;;0;;0;;0;
2019;5;236;1;L;2;9;1;0;;0;;0;;0;
2019;5;237;3;I;1;1;2;5312500;388;6405501;388;5312500;388;6374083;388
2019;5;237;3;I;1;2;2;3379254;582;3839105;582;5672763;782;6362943;782
2019;5;237;3;I;1;3;2;19101039;4850;21920393;4850;18063747;4546;20479695;4546
2019;5;237;3;I;1;4;2;27666905;7500;31915843;7541;29202777;7996;33476867;8016
2019;5;237;3;I;1;5;2;172546692;74924;196247893;76528;176092773;76825;200612242;78815
2019;5;237;3;I;1;6;2;;;;;0;0;0;0
2019;5;237;3;I;1;7;2;;;;;0;0;0;0
2019;5;237;3;I;1;8;2;;;;;0;0;0;0
2019;5;237;3;I;1;9;2;27032463;11689;30385727;11875;26786810;11560;29940083;11803
2019;5;237;3;I;2;1;2;6237500;388;7116564;388;5467498;342;6295069;342
2019;5;237;3;I;2;2;2;14406832;1358;16483952;1358;12512174;1267;14158970;1267
2019;5;237;3;I;2;3;2;6258750;1358;6959573;1358;6258750;1358;6961264;1358
2019;5;237;3;I;2;4;2;7277758;2049;8451866;2049;4556485;1222;5305114;1222
2019;5;237;3;I;2;5;2;50633454;19383;57975439;19951;49196443;19153;55937439;19683
2019;5;237;3;I;2;6;2;;;;;0;0;0;0
2019;5;237;3;I;2;7;2;;;;;0;0;0;0
2019;5;237;3;I;2;8;2;;;;;0;0;0;0
2019;5;237;3;I;2;9;2;3686973;1616;4290234;1640;3916018;1726;4446033;1750
2019;5;238;3;H;1;1;1;12103074;388;12693618;388;12103074;388;12695014;388
2019;5;238;3;H;1;2;1;6168213;581;7935031;581;6174213;581;7942098;581
2019;5;238;3;H;1;3;1;66185658;10191;87874109;10425;64692693;9830;86347765;10161
2019;5;238;3;H;1;4;1;88619460;23727;131794834;26589;83238282;21945;130012085;26054
2019;5;238;3;H;1;5;1;;;;;;;;
2019;5;238;3;H;1;6;1;;;;;;;;
2019;5;238;3;H;1;7;1;;;;;;;;
2019;5;238;3;H;1;8;1;112718139;26940;202686243;36030;110085297;26467;211938520;38224
2019;5;238;3;H;1;9;1;5096215;1736;7667574;1877;5574297;2201;9048449;2504
2019;5;238;3;H;2;1;1;97328511;2328;100630156;2328;98899868;2328;102209387;2328
2019;5;238;3;H;2;2;1;5725498;581;6626031;584;5803498;581;6737105;585
2019;5;238;3;H;2;3;1;599746203;101571;901980723;119215;580282062;98038;905329058;120400
2019;5;238;3;H;2;4;1;174696888;45795;270439625;55139;186180253;44913;291468581;55771
2019;5;238;3;H;2;5;1;3471400;800;5229536;979;4973290;1051;8080569;1402
2019;5;238;3;H;2;6;1;;;;;;;;
2019;5;238;3;H;2;7;1;8601588;1746;13079237;1778;8601588;1746;13079237;1778
2019;5;238;3;H;2;8;1;1947846399;457844;3424449891;597369;1930367195;454647;3586485947;631299
2019;5;238;3;H;2;9;1;52259615;15119;82309529;18146;51293783;15481;84469060;19575
2019;5;239;2;N;1;1;1;;;;;;;;
2019;5;239;2;N;1;2;1;1450000;194;2006479;194;1450000;194;1820470;194
2019;5;239;2;N;1;3;1;;;;;;;;
2019;5;239;2;N;1;4;1;5124183;1649;5633540;1649;5232906;1573;5700912;1573
2019;5;239;2;N;1;5;1;;;;;;;;
2019;5;239;2;N;1;6;1;9526384;2222;10199618;2222;7465633;2105;8050738;2105
2019;5;239;2;N;1;7;1;;;;;;;;
2019;5;239;2;N;1;8;1;;;;;;;;
2019;5;239;2;N;1;9;1;835500;388;878430;388;850500;388;894160;388
2019;5;239;2;N;2;1;1;4454499;194;5008394;194;3915229;194;4469320;194
2019;5;239;2;N;2;2;1;4184081;582;5283341;582;4100000;582;5199260;582
2019;5;239;2;N;2;3;1;3653292;970;4543841;970;3866542;970;4769263;970
2019;5;239;2;N;2;4;1;776166;324;878009;324;1415000;582;1589170;582
2019;5;239;2;N;2;5;1;836000;388;976646;388;856000;388;997138;388
2019;5;239;2;N;2;6;1;35145579;5918;37519330;5918;32144021;5912;34524281;5912
2019;5;239;2;N;2;7;1;;;;;;;;
2019;5;239;2;N;2;8;1;;;;;;;;
2019;5;239;2;N;2;9;1;20344917;9460;23897922;9460;21276209;9502;25127243;9638
2019;5;240;1;M;1;1;2;;;;;;;;
2019;5;240;1;M;1;2;2;1370373;194;1436974;194;1370373;194;1436974;194
2019;5;240;1;M;1;3;2;;;;;;;;
2019;5;240;1;M;1;4;2;4441711;581;4651095;581;4441711;581;4651095;581
2019;5;240;1;M;1;5;2;;;;;;;;
2019;5;240;1;M;1;6;2;;;;;;;;
2019;5;240;1;M;1;7;2;;;;;;;;
2019;5;240;1;M;1;8;2;;;;;;;;
2019;5;240;1;M;1;9;2;908071;291;953904;291;1232365;387;1295904;387
2019;5;240;1;M;2;1;2;25242719;581;25535966;581;25242719;581;25537032;581
2019;5;240;1;M;2;2;2;13751519;1161;14399505;1161;13751519;1161;14375841;1161
2019;5;240;1;M;2;3;2;1965357;325;2011414;350;1857835;325;1920357;351
2019;5;240;1;M;2;4;2;;;;;;;;
2019;5;240;1;M;2;5;2;;;;;;;;
2019;5;240;1;M;2;6;2;;;;;;;;
2019;5;240;1;M;2;7;2;;;;;;;;
2019;5;240;1;M;2;8;2;;;;;;;;
2019;5;240;1;M;2;9;2;735928;194;841694;194;735928;194;841694;194
2019;5;241;3;I;1;1;2;23423982;578;24548333;578;23423982;572;24548333;572
2019;5;241;3;I;1;2;2;63429781;5005;66474410;5005;63429781;4960;66474410;4960
2019;5;241;3;I;1;3;2;31567890;13110;33083149;13110;31567890;13165;33083149;13165
2019;5;241;3;I;1;4;2;72023690;26330;74941568;26330;68663086;26140;71538173;26140
2019;5;241;3;I;1;5;2;415879800;231000;456636020;242550;430930688;239360;473161895;250910
2019;5;241;3;I;1;6;2;;;;;;;;
2019;5;241;3;I;1;7;2;;;;;;;;
2019;5;241;3;I;1;8;2;;;;;;;;
2019;5;241;3;I;1;9;2;;;;;;;;
2019;5;241;3;I;2;1;2;26089638;774;27341941;774;26089638;774;27341941;774
2019;5;241;3;I;2;2;2;58678900;4450;61495487;4450;58678900;4450;61495487;4450
2019;5;241;3;I;2;3;2;51789987;11590;54275906;11590;51789987;11590;54275906;11590
2019;5;241;3;I;2;4;2;105357443;27094;109800697;27094;103767307;26903;108177381;26903
2019;5;241;3;I;2;5;2;319862320;173840;351208827;182730;308160040;167480;335894444;175854
2019;5;241;3;I;2;6;2;;;;;;;;
2019;5;241;3;I;2;7;2;;;;;;;;
2019;5;241;3;I;2;8;2;;;;;;;;
2019;5;241;3;I;2;9;2;;;;;;;;
2019;5;242;3;I;1;1;2;26523599;2646;29932633;2648;26523599;2646;29932633;2648
2019;5;242;3;I;1;2;2;;;;;;;;
2019;5;242;3;I;1;3;2;;;;;;;;
2019;5;242;3;I;1;4;2;108758468;34502;127805227;34502;108758468;34502;127805227;34502
2019;5;242;3;I;1;5;2;50500428;24629;55313757;24629;50500428;24629;55313757;24629
2019;5;242;3;I;1;6;2;;;;;;;;
2019;5;242;3;I;1;7;2;1276961;473;1381025;473;1276961;473;1381025;473
2019;5;242;3;I;1;8;2;4378204;1786;4712149;1786;4378204;1786;4712149;1786
2019;5;242;3;I;1;9;2;11243619;3625;12423065;3625;11243619;3625;12423065;3625
2019;5;242;3;I;2;1;2;47820877;3969;55413546;3969;47820877;3969;55413546;3969
2019;5;242;3;I;2;2;2;;;;;;;;
2019;5;242;3;I;2;3;2;;;;;;;;
2019;5;242;3;I;2;4;2;89301376;26700;106112613;26700;89301376;26700;106112613;26700
2019;5;242;3;I;2;5;2;69472613;33495;76448914;33495;69472613;33495;76448914;33495
2019;5;242;3;I;2;6;2;;;;;;;;
2019;5;242;3;I;2;7;2;22713182;7962;24666089;7962;22713182;7962;24666089;7962
2019;5;242;3;I;2;8;2;27705139;10610;30028534;10610;27705139;10610;30028534;10610
2019;5;242;3;I;2;9;2;7026996;2007;7862496;2007;7026996;2007;7862496;2007
2019;5;244;3;I;1;1;2;35960592;1164;36704809;1164;35960592;1164;36704775;1164
2019;5;244;3;I;1;2;2;54624144;4591;57065441;4591;49577343;4145;51738722;4145
2019;5;244;3;I;1;3;2;70662117;8665;74588167;8666;70787009;8174;74671941;8175
2019;5;244;3;I;1;4;2;114707103;19245;121330917;19436;116025165;19025;122666280;19187
2019;5;244;3;I;1;5;2;545693544;180452;575591616;181077;580350873;179030;615065222;179935
2019;5;244;3;I;1;6;2;;;;;;;;
2019;5;244;3;I;1;7;2;358743478;82621;380405699;83918;362490790;82000;384449506;82939
2019;5;244;3;I;1;8;2;4426906;1164;4646897;1164;4914181;1164;5205930;1164
2019;5;244;3;I;1;9;2;450001671;150602;474530528;151090;481372213;150208;508622637;150565
2019;5;244;3;I;2;1;2;112927599;2431;114549165;2431;110497129;2477;122321572;2477
2019;5;244;3;I;2;2;2;129578597;11498;135137708;11498;138608046;11776;144406155;11777
2019;5;244;3;I;2;3;2;114668982;12936;120194008;12947;123793676;12917;129709911;12925
2019;5;244;3;I;2;4;2;89280122;13871;93556397;13894;89789080;13561;94145690;13575
2019;5;244;3;I;2;5;2;274974685;83304;289486408;83571;295143836;82929;311991857;83274
2019;5;244;3;I;2;6;2;;;;;;;;
2019;5;244;3;I;2;7;2;774681562;135354;814340709;135944;821166537;133944;863559034;134368
2019;5;244;3;I;2;8;2;83948028;17745;88141733;17745;96585252;18896;101656138;18896
2019;5;244;3;I;2;9;2;216097514;63955;226702619;63972;232846365;62468;245554591;62592
2019;5;245;1;L;1;1;1;;;;;;;;
2019;5;245;1;L;1;2;1;10777671;1161;11800466;1161;11913195;1545;13120640;1545
2019;5;245;1;L;1;3;1;538573;171;657518;171;566211;103;714815;103
2019;5;245;1;L;1;4;1;1542347;387;1741138;387;1424866;387;1618628;387
2019;5;245;1;L;1;5;1;1663726;377;2053364;377;1073158;252;1320500;252
2019;5;245;1;L;1;6;1;;;;;;;;
2019;5;245;1;L;1;7;1;;;;;;;;
2019;5;245;1;L;1;8;1;;;;;;;;
2019;5;245;1;L;1;9;1;;;;;;;;
2019;5;245;1;L;2;1;1;15129926;581;16591922;581;15030342;581;16494030;581
2019;5;245;1;L;2;2;1;11585600;1132;12559292;1132;11108727;1164;12049151;1164
2019;5;245;1;L;2;3;1;3512960;581;3918689;581;3512960;581;3918689;581
2019;5;245;1;L;2;4;1;;;;;;;;
2019;5;245;1;L;2;5;1;646009;172;816773;172;646009;172;816773;172
2019;5;245;1;L;2;6;1;;;;;;;;
2019;5;245;1;L;2;7;1;;;;;;;;
2019;5;245;1;L;2;8;1;;;;;;;;
2019;5;245;1;L;2;9;1;;;;;;;;
2019;5;246;3;C;1;1;1;63279328;2516;65884978;2516;63279328;2497;65873005;2497
2019;5;246;3;C;1;2;1;157374264;13751;170323185;13751;157755001;13255;170921311;13255
2019;5;246;3;C;1;3;1;47486801;8030;56301237;8516;47626247;8231;56818570;8741
2019;5;246;3;C;1;4;1;13864380;3051;15946026;3087;14353908;3077;16722737;3149
2019;5;246;3;C;1;5;1;;;;;;;;
2019;5;246;3;C;1;6;1;;;;;;;;
2019;5;246;3;C;1;7;1;27080291;6676;33945153;7241;25798112;6631;32326398;7143
2019;5;246;3;C;1;8;1;2594495;866;3521706;947;3334924;968;4740992;1157
2019;5;246;3;C;1;9;1;;;;;;;;
2019;5;246;3;C;2;1;1;143766884;4812;148574751;4812;143784776;4838;148723936;4838
2019;5;246;3;C;2;2;1;311112675;24123;333413256;24123;310688117;24465;333570992;24465
2019;5;246;3;C;2;3;1;290627437;40635;364164917;45859;280554684;40119;349006640;44951
2019;5;246;3;C;2;4;1;35397534;5593;46605349;6534;32194683;5353;42104323;6227
2019;5;246;3;C;2;5;1;0;0;0;0;0;0;0;0
2019;5;246;3;C;2;6;1;0;0;0;0;0;0;0;0
2019;5;246;3;C;2;7;1;422718519;73969;529745163;82817;406445152;73711;515682274;83516
2019;5;246;3;C;2;8;1;104511398;19976;137543948;23396;107051394;22369;140729122;25852
2019;5;246;3;C;2;9;1;0;0;0;0;0;0;0;0
2019;5;247;3;C;1;1;1;3154635;194;3302365;194;3154635;194;3299389;194
2019;5;247;3;C;1;2;1;13469506;1548;14618941;1548;15430685;1742;16716266;1742
2019;5;247;3;C;1;3;1;9019836;2709;10222935;2754;8747533;2516;10722370;2769
2019;5;247;3;C;1;4;1;1043787;194;1076562;194;1043787;194;1076562;194
2019;5;247;3;C;1;5;1;;;;;;;;
2019;5;247;3;C;1;6;1;;;;;;;;
2019;5;247;3;C;1;7;1;5171945;1851;6086594;2069;4555237;1935;5562187;2143
2019;5;247;3;C;1;8;1;;;;;;;;
2019;5;247;3;C;1;9;1;;;;;;;;
2019;5;247;3;C;2;1;1;8869146;194;9682876;194;8869146;194;9683412;194
2019;5;247;3;C;2;2;1;23629002;2245;26133419;2267;22915980;2238;25257762;2271
2019;5;247;3;C;2;3;1;35421504;6773;40857472;7127;33683685;6773;41846214;7476
2019;5;247;3;C;2;4;1;;;;;;;;
2019;5;247;3;C;2;5;1;;;;;;;;
2019;5;247;3;C;2;6;1;;;;;;;;
2019;5;247;3;C;2;7;1;26747503;7740;29188455;7885;26029005;7547;31549073;8287
2019;5;247;3;C;2;8;1;28451139;6773;31034009;6909;23027686;6773;29738871;7686
2019;5;247;3;C;2;9;1;;;;;;;;
2019;5;248;2;G;1;1;2;;;;;;;;
2019;5;248;2;G;1;2;2;8585568;1161;9301779;1161;6924587;968;7592979;968
2019;5;248;2;G;1;3;2;;;;;;;;
2019;5;248;2;G;1;4;2;;;;;;;;
2019;5;248;2;G;1;5;2;;;;;;;;
2019;5;248;2;G;1;6;2;9738563;5031;10313465;5031;9261422;4450;9778805;4450
2019;5;248;2;G;1;7;2;;;;;;;;
2019;5;248;2;G;1;8;2;;;;;;;;
2019;5;248;2;G;1;9;2;2338118;1161;2450827;1161;2054566;1025;2175408;1025
2019;5;248;2;G;2;1;2;4274428;194;4357873;194;4274428;194;4357873;194
2019;5;248;2;G;2;2;2;4533884;581;4907864;581;4533884;581;4907864;581
2019;5;248;2;G;2;3;2;;;;;;;;
2019;5;248;2;G;2;4;2;;;;;;;;
2019;5;248;2;G;2;5;2;;;;;;;;
2019;5;248;2;G;2;6;2;46964582;13739;51481307;13739;44267885;13125;48845939;13125
2019;5;248;2;G;2;7;2;;;;;;;;
2019;5;248;2;G;2;8;2;;;;;;;;
2019;5;248;2;G;2;9;2;6506160;3290;6882371;3290;9039060;4063;9471152;4063
2019;5;249;2;B;1;1;3;;;;;;;;
2019;5;249;2;B;1;2;3;100000;39;164590;39;500000;194;822950;194
2019;5;249;2;B;1;3;3;359538;111;616072;119;291580;95;499345;97
2019;5;249;2;B;1;4;3;1091125;561;1731293;561;1103666;568;1751166;568
2019;5;249;2;B;1;5;3;;;;;;;;
2019;5;249;2;B;1;6;3;;;;;;;;
2019;5;249;2;B;1;7;3;;;;;;;;
2019;5;249;2;B;1;8;3;;;;;;;;
2019;5;249;2;B;1;9;3;4239084;2180;5358260;2180;4076041;2096;5160800;2096
2019;5;249;2;B;2;1;3;;;;;;;;
2019;5;249;2;B;2;2;3;3757312;1109;8456938;1109;4025112;1155;8980403;1155
2019;5;249;2;B;2;3;3;4685897;1496;8204577;1496;5142604;1716;8785285;1716
2019;5;249;2;B;2;4;3;719146;194;1185971;194;719146;194;1185971;194
2019;5;249;2;B;2;5;3;;;;;;;;
2019;5;249;2;B;2;6;3;;;;;;;;
2019;5;249;2;B;2;7;3;;;;;;;;
2019;5;249;2;B;2;8;3;8565562;3999;15989692;3999;8395771;3960;15251461;3960
2019;5;249;2;B;2;9;3;14935791;7669;20421120;7669;13781166;7076;18157917;7076
2019;5;250;1;L;1;1;1;;;;;;;;
2019;5;250;1;L;1;2;1;;;;;;;;
2019;5;250;1;L;1;3;1;35539735;2903;37499328;2903;34261605;2890;36111639;2890
2019;5;250;1;L;1;4;1;2020530;194;2146982;194;1802535;148;1936710;148
2019;5;250;1;L;1;5;1;;;;;;;;
2019;5;250;1;L;1;6;1;;;;;;;;
2019;5;250;1;L;1;7;1;;;;;;;;
2019;5;250;1;L;1;8;1;;;;;;;;
2019;5;250;1;L;1;9;1;;;;;;;;
2019;5;250;1;L;2;1;1;;;;;;;;
2019;5;250;1;L;2;2;1;;;;;;;;
2019;5;250;1;L;2;3;1;22683231;2135;23868264;2135;32181091;2129;33485192;2129
2019;5;250;1;L;2;4;1;1564834;194;1646205;194;2029137;194;2134652;194
2019;5;250;1;L;2;5;1;;;;;;;;
2019;5;250;1;L;2;6;1;;;;;;;;
2019;5;250;1;L;2;7;1;;;;;;;;
2019;5;250;1;L;2;8;1;;;;;;;;
2019;5;250;1;L;2;9;1;;;;;;;;
2019;5;251;1;K;1;1;1;5676881;194;5857187;194;2838441;97;2995798;97
2019;5;251;1;K;1;2;1;26683177;2019;28897741;2035;28472998;2103;30990355;2112
2019;5;251;1;K;1;3;1;;;;;;;;
2019;5;251;1;K;1;4;1;619146;194;766136;197;619146;194;785156;196
2019;5;251;1;K;1;5;1;;;;;;;;
2019;5;251;1;K;1;6;1;;;;;;;;
2019;5;251;1;K;1;7;1;;;;;;;;
2019;5;251;1;K;1;8;1;;;;;;;;
2019;5;251;1;K;1;9;1;;;;;;;;
2019;5;251;1;K;2;1;1;84219090;1341;85435354;1341;65518535;1051;66661291;1051
2019;5;251;1;K;2;2;1;33772552;2999;37298249;3043;35575999;2903;40296026;3039
2019;5;251;1;K;2;3;1;;;;;;;;
2019;5;251;1;K;2;4;1;1231543;194;1398917;194;1231543;194;1421728;194
2019;5;251;1;K;2;5;1;;;;;;;;
2019;5;251;1;K;2;6;1;;;;;;;;
2019;5;251;1;K;2;7;1;;;;;;;;
2019;5;251;1;K;2;8;1;;;;;;;;
2019;5;251;1;K;2;9;1;;;;;;;;
2019;5;252;3;N;1;1;2;;;;;;;;
2019;5;252;3;N;1;2;2;674146;194;810954;194;393125;110;471256;110
2019;5;252;3;N;1;3;2;1538792;582;1840815;582;1516250;582;1784339;582
2019;5;252;3;N;1;4;2;53107238;25162;72479833;25162;39994911;19620;57593927;19629
2019;5;252;3;N;1;5;2;;;;;;;;
2019;5;252;3;N;1;6;2;;;;;;;;
2019;5;252;3;N;1;7;2;;;;;;;;
2019;5;252;3;N;1;8;2;;;;;;;;
2019;5;252;3;N;1;9;2;;;;;;;;
2019;5;252;3;N;2;1;2;;;;;;;;
2019;5;252;3;N;2;2;2;2684146;194;3190621;194;2684146;194;3191008;194
2019;5;252;3;N;2;3;2;1581292;482;1930127;482;1581292;482;1883314;482
2019;5;252;3;N;2;4;2;17126431;7511;22950578;7511;13297043;6294;18823864;6294
2019;5;252;3;N;2;5;2;;;;;;;;
2019;5;252;3;N;2;6;2;;;;;;;;
2019;5;252;3;N;2;7;2;;;;;;;;
2019;5;252;3;N;2;8;2;;;;;;;;
2019;5;252;3;N;2;9;2;;;;;;;;
2019;5;253;3;F;1;1;1;;;;;;;;
2019;5;253;3;F;1;2;1;6907438;776;7531546;776;6888405;776;7678734;790
2019;5;253;3;F;1;3;1;5607813;1171;6443946;1171;6687280;1352;7558000;1352
2019;5;253;3;F;1;4;1;3181014;1164;3841242;1164;3240302;1164;4371397;1164
2019;5;253;3;F;1;5;1;;;;;;;;
2019;5;253;3;F;1;6;1;;;;;;;;
2019;5;253;3;F;1;7;1;;;;;;;;
2019;5;253;3;F;1;8;1;;;;;;;;
2019;5;253;3;F;1;9;1;;;;;;;;
2019;5;253;3;F;2;1;1;17191047;1552;18466134;1552;16732580;1358;17918447;1358
2019;5;253;3;F;2;2;1;39036778;4268;43228238;4331;39039402;3880;43081487;3940
2019;5;253;3;F;2;3;1;24957742;4249;28997563;4446;28052902;4656;32553116;4823
2019;5;253;3;F;2;4;1;38137561;9312;48413693;10265;39146443;9293;48026083;9922
2019;5;253;3;F;2;5;1;;;;;;;;
2019;5;253;3;F;2;6;1;;;;;;;;
2019;5;253;3;F;2;7;1;136053779;38183;168954494;41245;144205159;39869;175422875;41625
2019;5;253;3;F;2;8;1;1253438;194;1406879;194;1253438;194;1406879;194
2019;5;253;3;F;2;9;1;129220452;43989;164539468;47748;126353174;41952;158186050;43944
2019;5;254;3;J;1;1;4;1469146;194;1948145;194;1844146;226;2329626;226
2019;5;254;3;J;1;2;4;9986910;2129;12627434;2129;8944434;1909;11331533;1909
2019;5;254;3;J;1;3;4;17946594;5315;22088813;5370;20769027;6179;25440736;6236
2019;5;254;3;J;1;4;4;29649510;12378;35849220;12532;29340562;11958;35532783;12156
2019;5;254;3;J;1;5;4;420000;194;511840;194;430238;194;529633;197
2019;5;254;3;J;1;6;4;96432;19;102880;19;102170;19;108878;19
2019;5;254;3;J;1;7;4;;;;;0;0;0;0
2019;5;254;3;J;1;8;4;;;;;0;0;0;0
2019;5;254;3;J;1;9;4;13170350;5644;15201392;5661;13724925;5882;15990052;5898
2019;5;254;3;J;2;1;4;14706881;774;17557351;774;14706881;774;17510331;774
2019;5;254;3;J;2;2;4;21140800;2896;25482915;2896;19615127;2832;23956989;2832
2019;5;254;3;J;2;3;4;209760924;46440;239906879;47827;208678956;45350;238309607;46640
2019;5;254;3;J;2;4;4;23229191;9294;28043822;9452;23606709;9346;28298031;9456
2019;5;254;3;J;2;5;4;3449917;1496;4226792;1518;3674417;1484;4479369;1506
2019;5;254;3;J;2;6;4;2606029;387;2825543;387;2527393;387;2708818;387
2019;5;254;3;J;2;7;4;;;;;0;0;0;0
2019;5;254;3;J;2;8;4;957500;387;1174660;387;957500;387;1174660;387
2019;5;254;3;J;2;9;4;268470113;80070;320905329;80081;265602201;78555;318106510;78561
2019;5;255;3;I;1;1;1;84888275;6479;98018812;6481;87815855;6815;101003352;6821
2019;5;255;3;I;1;2;1;29213037;4530;35980941;4531;28765514;5198;34991058;5207
2019;5;255;3;I;1;3;1;;;;;;;;
2019;5;255;3;I;1;4;1;24811052;7189;33632143;7208;24598588;7136;32147911;7174
2019;5;255;3;I;1;5;1;112345818;44857;165387690;45322;113000955;45335;158549857;45665
2019;5;255;3;I;1;6;1;;;;;;;;
2019;5;255;3;I;1;7;1;;;;;;;;
2019;5;255;3;I;1;8;1;;;;;;;;
2019;5;255;3;I;1;9;1;1282417;582;1870079;582;1292664;582;1812812;582
2019;5;255;3;I;2;1;1;134698975;7165;150855438;7165;140550164;7235;156069813;7235
2019;5;255;3;I;2;2;1;8592869;957;10042342;957;5881171;970;7080639;970
2019;5;255;3;I;2;3;1;;;;;;;;
2019;5;255;3;I;2;4;1;41493195;10693;55176279;10768;39451487;10270;51362938;10344
2019;5;255;3;I;2;5;1;82929071;25129;113549644;25513;84766483;25815;111332280;26061
2019;5;255;3;I;2;6;1;;;;;;;;
2019;5;255;3;I;2;7;1;;;;;;;;
2019;5;255;3;I;2;8;1;;;;;;;;
2019;5;255;3;I;2;9;1;88762;39;189930;39;84463;38;181228;38
2019;5;256;3;F;1;1;1;;;;;;;;
2019;5;256;3;F;1;2;1;2625751;194;3066185;194;2625751;194;3066677;194
2019;5;256;3;F;1;3;1;860226;194;1085559;194;860226;194;1085753;194
2019;5;256;3;F;1;4;1;;;;;;;;
2019;5;256;3;F;1;5;1;;;;;;;;
2019;5;256;3;F;1;6;1;;;;;;;;
2019;5;256;3;F;1;7;1;;;;;;;;
2019;5;256;3;F;1;8;1;;;;;;;;
2019;5;256;3;F;1;9;1;;;;;;;;
2019;5;256;3;F;2;1;1;5276146;194;5777675;194;5276146;194;5778170;194
2019;5;256;3;F;2;2;1;15243730;970;17625496;970;15243730;970;17628955;970
2019;5;256;3;F;2;3;1;4806360;776;5787938;776;4806360;776;5789029;776
2019;5;256;3;F;2;4;1;;;;;;;;
2019;5;256;3;F;2;5;1;;;;;;;;
2019;5;256;3;F;2;6;1;;;;;;;;
2019;5;256;3;F;2;7;1;4765830;1519;5074781;1519;18736088;5427;19946439;5427
2019;5;256;3;F;2;8;1;;;;;;;;
2019;5;256;3;F;2;9;1;10855028;3869;11558717;3869;38849903;13569;41359607;13569
2019;5;257;3;M;1;1;3;25519895;1204;26458986;1204;24407199;1226;25349641;1226
2019;5;257;3;M;1;2;3;70659765;7085;74292595;7096;72729310;7757;76521726;7768
2019;5;257;3;M;1;3;3;12105594;3481;13903292;3532;11914365;3313;13716140;3382
2019;5;257;3;M;1;4;3;28535937;6151;32599173;6237;26737356;6094;30551364;6151
2019;5;257;3;M;1;5;3;;;;;;;;
2019;5;257;3;M;1;6;3;;;;;;;;
2019;5;257;3;M;1;7;3;2468132;968;3026208;1000;2460683;961;2997101;986
2019;5;257;3;M;1;8;3;;;;;;;;
2019;5;257;3;M;1;9;3;2786790;1144;3419842;1153;2786668;1144;3420905;1152
2019;5;257;3;M;2;1;3;52479565;2552;54959691;2552;43437248;2081;45439232;2081
2019;5;257;3;M;2;2;3;108459073;9863;113818535;9872;101994383;9647;106991087;9647
2019;5;257;3;M;2;3;3;30623145;7014;34346014;7108;30076332;6763;33943235;6884
2019;5;257;3;M;2;4;3;12250271;2707;13767293;2722;12507057;2830;14018447;2839
2019;5;257;3;M;2;5;3;;;;;;;;
2019;5;257;3;M;2;6;3;;;;;;;;
2019;5;257;3;M;2;7;3;5797479;1304;6691858;1341;5610575;1304;6467343;1334
2019;5;257;3;M;2;8;3;827219;167;1095858;207;773244;163;1004889;198
2019;5;257;3;M;2;9;3;17529521;5766;20866932;5897;17529523;5717;20785323;5826
2019;5;258;3;G;1;1;3;0;0;0;0;0;0;0;0
2019;5;258;3;G;1;2;3;4540197;581;5849765;581;4475354;581;5788381;581
2019;5;258;3;G;1;3;3;17173859;3483;18586927;3495;17873399;3483;19227199;3485
2019;5;258;3;G;1;4;3;7315475;2516;8522822;2530;7138975;2354;8367802;2379
2019;5;258;3;G;1;5;3;0;0;0;0;0;0;0;0
2019;5;258;3;G;1;6;3;124508295;50104;149958252;51633;137487308;51541;167940480;54222
2019;5;258;3;G;1;7;3;0;0;0;0;0;0;0;0
2019;5;258;3;G;1;8;3;0;0;0;0;0;0;0;0
2019;5;258;3;G;1;9;3;2426184;1161;2822552;1161;3157097;1558;3762541;1565
2019;5;258;3;G;2;1;3;12216641;581;14347042;581;7772420;387;9256537;387
2019;5;258;3;G;2;2;3;2204773;387;2324852;387;2204773;387;2324852;387
2019;5;258;3;G;2;3;3;3152728;774;3779148;793;3084269;748;3622472;752
2019;5;258;3;G;2;4;3;490453;183;579152;183;492147;182;584327;184
2019;5;258;3;G;2;5;3;425871;194;542175;194;442813;194;558142;194
2019;5;258;3;G;2;6;3;0;0;0;0;0;0;0;0
2019;5;258;3;G;2;7;3;0;0;0;0;0;0;0;0
2019;5;258;3;G;2;8;3;0;0;0;0;0;0;0;0
2019;5;258;3;G;2;9;3;1633325;780;1968821;793;1985930;968;2322742;968
2019;5;259;3;I;1;1;2;;;;;;;;
2019;5;259;3;I;1;2;2;1898329;581;2030338;581;1374778;393;1472817;393
2019;5;259;3;I;1;3;2;3651597;1238;3895053;1238;3482914;1155;3683625;1155
2019;5;259;3;I;1;4;2;2902209;1037;3145162;1037;2181149;673;2344366;673
