Tamano;Seccion;Sexo;Grupo;IR_Wi;IR_Wtam;IR_Wcat;IR_Wsex;IR_Wgru;ICMO_Wi;ICMO_Wtam;ICMO_Wcat;ICMO_Wsex;ICMO_Wgru;IPC_Wi;EST_ROHO_Wtam;EST_ROHO_Wcat;EST_ROHO_Wsex;EST_ROHO_Wgru;EST_ROHO_Wi;EST_CHT_Wtam;EST_CHT_Wcat;EST_CHT_Wsex;EST_CHT_Wgru;EST_CHT_Wi;EST_NT_Wtam;EST_NT_Wcat;EST_NT_Wsex;EST_NT_Wgru;EST_NT_Wi;EST_RORE_Wtam;EST_RORE_Wcat;EST_RORE_Wsex;EST_RORE_Wgru;EST_RORE_Wi
1;B;2;1;0,021929065;0,133154394;0,362579879;0,031802211;0,154401266;0,021122691;0,1308303;0,347320545;0,030495869;0,159905327;;0,236086376;1,468247501;0,116933372;1,565254602;0,062710116;0,241266421;1,549928502;0,121336126;1,519836843;0,064816025;0,04753252;0,337280552;0,014048837;0,25124924;0,008816172;0,236728727;1,471933887;0,117482715;1,563116155;0,062950432
1;C;1;1;0,101509;0,616367785;0,798976452;0,32696881;0,714718935;0,09665443;0,598660859;0,745798386;0,314467585;0,73170405;;0,398123733;1,256336071;0,228053965;2,639563604;0,105751064;0,411606105;1,322991348;0,237385675;2,592876875;0,11057764;0,356973123;0,491059477;0,177763306;1,886902384;0,066210173;0,399183511;1,261674576;0,228686556;2,635802595;0,106150084
1;C;2;1;0,34386392;2,087959126;2,706549911;0,498682123;2,421125761;0,3282149;2,032906447;2,532549649;0,473860026;2,484688717;;0,287273992;0,906533944;0,142286553;1,904628911;0,076306755;0,296535657;0,953129955;0,149131768;1,868000591;0,079664059;0,856023293;1,177563027;0,25300851;4,52480114;0,158772318;0,288137317;0,910697756;0,142995549;1,902566283;0,076620902
1;E;2;1;0,017210256;0,104501548;3,580988614;0,024958848;0,121176409;0,016704945;0,103467549;3,377168892;0,024117753;0,126461625;;0,180763155;0,907406459;0,08953183;1,198461197;0,048014962;0,183318909;0,958724945;0,092193544;1,154801532;0,049248474;0,026636053;0,851247307;0,007872622;0,140793883;0,004940365;0,181254981;0,917365558;0,089952443;1,196823861;0,048198964
1;F;1;1;0,073939928;0,448966986;0,701306603;0,23816657;0,520606712;0,071315656;0,441716867;0,660373441;0,232027256;0,539881665;;0,365518757;1,490251472;0,209377123;2,423392346;0,097090413;0,373042989;1,55507247;0,215145161;2,34995188;0,100217691;0,236071494;0,356376956;0,117557448;1,247835864;0,043785746;0,366513272;1,489322419;0,209970241;2,420081513;0,097462479
1;F;2;1;0,338752348;2,056921401;3,213003642;0,491269162;2,38513548;0,323540858;2,003956233;2,995945074;0,46711188;2,449304762;;0,271716999;1,107813621;0,134581188;1,801485924;0,072174451;0,280043221;1,167392276;0,140837501;1,764107929;0,07523338;0,788450862;1,190256874;0,233036624;4,167624163;0,146239211;0,272456295;1,107122987;0,135213439;1,799024738;0,072451035
1;G;1;1;0,184728647;1,121681692;1,251924461;0,595026114;1,300663603;0,17303888;1,071772959;1,174148792;0,562986287;1,309958056;;0,330957849;0,863376909;0,189579881;2,194253243;0,087910219;0,347838956;0,914730157;0,200609234;2,191181265;0,093446648;0,558713199;0,565809395;0,278224603;2,953267911;0,103628243;0,331832843;0,867375921;0,190102316;2,191087172;0,088240329
1;G;2;1;0,880922056;5,349003311;5,970096627;1,27754049;6,202520705;0,820494764;5,082002961;5,567436264;1,184588724;6,211400153;;0,232372526;0,606195241;0,115093905;1,540631745;0,06172363;0,245664796;0,646037464;0,123548128;1,547544024;0,065997644;1,770203549;1,792686839;0,523206047;9,357010616;0,328331393;0,233006217;0,609053581;0,115635324;1,538536473;0,061960549
1;H;2;1;0,13784399;0,836995682;2,359880807;0,19990563;0,970551474;0,13211629;0,818305497;2,107742203;0,190742798;1,00016134;;0,303186153;1,266652944;0,150167832;2,010126675;0,080533401;0,31138372;1,356685564;0,156599059;1,961534676;0,083652979;0,365523126;1,057345771;0,108034983;1,932096323;0,067795998;0,304011072;1,2696397;0,150873308;2,007380444;0,080842019
1;I;1;1;0,035391558;0,214899333;1,657284575;0,113999111;0,249189893;0,033136328;0,205240696;1,551281445;0,107809864;0,250852292;;0,468840283;1,755499615;0,268561949;3,108414907;0,12453505;0,494942394;1,845793867;0,285448231;3,117846586;0,132965865;0,145877729;0,579914137;0,072643305;0,771086158;0,02705691;0,470497359;1,759966089;0,269541245;3,106686841;0,125113721
1;I;2;1;0,060872984;0,369623843;2,850506254;0,08827989;0,428603125;0,057102058;0,353680293;2,673240181;0,082441055;0,432280312;;0,403086701;1,509295541;0,199648485;2,672468122;0,107069346;0,423313057;1,578665829;0,212889827;2,666623804;0,113722703;0,216544453;0,860838668;0,064002452;1,144619072;0,040163936;0,403811742;1,510518515;0,200401956;2,666362734;0,107380814
1;J;1;1;0,034220896;0,207791013;0,900229917;0,110228311;0,240947328;0,031811366;0,197034113;0,854269166;0,103499069;0,240821922;;0,195570036;1,303700006;0,112026786;1,296630939;0,05194802;0,207093488;1,379773971;0,119437071;1,304567425;0,055635495;0,059630798;0,492373607;0,029694583;0,315198789;0,01106012;0,196102149;1,308279536;0,112344132;1,294859484;0,052147093
1;J;2;1;0,216215094;1,312868993;5,6878492;0,313561836;1,522357837;0,202945972;1,257012325;5,449954085;0,293003101;1,536364029;;0,166520478;1,110051171;0,082477445;1,104032128;0,044231771;0,175039619;1,166212963;0,088029778;1,102646865;0,047024249;0,313976911;2,59251843;0,092799847;1,65963134;0,05823538;0,166745741;1,112430646;0,08275186;1,101019571;0,044340695
1;K;1;1;0,048377487;0,293750548;0,560548874;0,155827851;0,340623057;0,044129254;0,273328981;0,529482744;0,143575621;0,334072153;;0,106196357;1,074161127;0,060831592;0,704082718;0,02820826;0,114599155;1,164405382;0,066092795;0,721907415;0,030786968;0,04516674;0,198505756;0,022491858;0,238744106;0,008377375;0,1064853;1,076114663;0,061003914;0,703120801;0,028316359
1;K;2;1;0,774909918;4,705292245;8,978864163;1,1237984;5,45609544;0,698756863;4,32797941;8,384000889;1,008829717;5,289806437;;0,058788964;0,594642049;0,029118122;0,389771311;0,015615737;0,064176498;0,652076879;0,032275223;0,404274269;0,017240963;0,393932708;1,731316238;0,116431794;2,082264794;0,073065312;0,058948919;0,595723503;0,029254916;0,389238806;0,015675579
1;L;1;1;0,0356022;0,216178361;3,86987567;0,114677605;0,25067301;0,03455916;0,214053473;3,895470884;0,112439084;0,261623574;;0,259987956;1,414802492;0,148926777;1,723722275;0,06905894;0,263658236;1,427112747;0,15205967;1,660892135;0,070831567;0,080069062;2,246668947;0,039872305;0,423232153;0,01485094;0,260689282;1,417199711;0,149345182;1,721327331;0,069321975
1;L;2;1;0,120792512;0,733458246;13,1298628;0,175177048;0,850493016;0,112546884;0,697095978;12,68616222;0,162489483;0,852014864;;0,182151907;0,991234268;0,090219677;1,20766863;0,048383848;0,192439992;1,041627111;0,096780659;1,212259003;0,051698845;0,189335283;5,312585073;0,055960437;1,000795787;0,035117271;0,182647511;0,992936872;0,090643522;1,206018716;0,048569263
1;M;1;1;0,11070128;0,672183774;1,759561501;0,356577897;0,77944124;0,104592429;0,647827452;1,704882989;0,34029406;0,791797164;;0,234821949;1,07693378;0,134511138;1,556871438;0,062374254;0,244994049;1,12880263;0,141295469;1,543318715;0,065817449;0,227718945;0,973104814;0,113398096;1,203685638;0,042236543;0,235646237;1,08009686;0,134998378;1,55596849;0,062662578
1;M;2;1;0,494016213;2,999691447;7,852229988;0,716437635;3,478339276;0,460813354;2,854198381;7,511373982;0,665298947;3,488500184;;0,177341925;0,813320519;0,087837298;1,175778409;0,047106203;0,187479182;0,863804628;0,094285801;1,181008809;0,050366127;0,757441543;3,236753141;0,223871427;4,003713899;0,140487706;0,177728917;0,814629794;0,088202543;1,173541315;0,04726132
1;N;2;1;0,1661769;1,009034547;2,398758242;0,240994895;1,170041839;0,154539441;0,957190628;2,156037204;0,223116207;1,16991156;;0,246194554;0,767556593;0,121939944;1,632271907;0,065395087;0,260707155;0,83318521;0,131113133;1,642302057;0,070038762;0,35683671;0,557676113;0,105467602;1,886181327;0,066184871;0,246933804;0,771007947;0,122547247;1,630500117;0,065664145
1;O;1;1;0,015238508;0,092528993;0,244587908;0,049084484;0,107293445;0,014565337;0,090215186;0,242065447;0,047388686;0,110264127;;0,298452624;1,985126593;0,170960178;1,978743337;0,079276064;0,321236637;2,009974687;0,185266873;2,023602268;0,086299957;0,039707038;0,152732204;0,019773069;0,209885002;0,007364728;0,301779795;1,994843556;0,172885353;1,992647358;0,080248682
1;O;2;1;0,040912206;0,248420987;0,656667362;0,05933215;0,288060452;0,038904859;0,240969983;0,646570821;0,056168862;0,294521865;;0,259759278;1,727761827;0,12865854;1,722206138;0,068998198;0,280257943;1,753571375;0,140945487;1,765460548;0,075291065;0,092919321;0,357412022;0,02746348;0,491156553;0,017234363;0,263630326;1,742665566;0,130833325;1,740747;0,070104051
1;Q;1;1;0,025996058;0,157849378;0,599822703;0,083735433;0,183036722;0,024279606;0,150383689;0,559427344;0,0789943;0,183804157;;0,313612792;1,370136394;0,179644254;2,079255376;0,083302963;0,331797812;1,457677509;0,191357822;2,090131473;0,089137208;0,073683288;0,336108534;0,036692356;0,389477982;0,013666528;0,313954553;1,379237574;0,179860098;2,073037095;0,083486169
1;Q;2;1;0,038961593;0,236576766;0,898984321;0,056503311;0,274326301;0,036527976;0,226247982;0,841642523;0,05273724;0,276528125;;0,275972388;1,205690016;0,136688878;1,829699188;0,073304783;0,290534738;1,276397666;0,146113826;1,830198325;0,078051917;0,095160845;0,434079059;0,028125991;0,503004889;0,017650113;0,275714693;1,211245582;0,136830503;1,820539891;0,073317502
1;R;1;1;0,005562562;0,033776157;0,920194364;0,017917468;0,039165673;0,005250486;0,032520604;0,872704507;0,017082586;0,039747809;;0,304262395;0,828633852;0,174288142;2,017262168;0,080819277;0,318678177;0,880484986;0,183791332;2,007485474;0,085612629;0,014645997;0,373738587;0,007293325;0,077416381;0,00271649;0,304027041;0,829971292;0,174172768;2,007485887;0,080846265
1;R;2;1;0,020843336;0,126561789;3,448037204;0,030227652;0,146756708;0,019467713;0,120579652;3,23580729;0,028106496;0,14737663;;0,23673787;0,644736308;0,117256057;1,569574015;0,062883168;0,250597757;0,69238366;0,126028981;1,578618787;0,067322881;0,043283818;1,10452245;0,01279308;0,228791283;0,008028137;0,237918082;0,649498734;0,118072963;1,570969447;0,063266703
1;B;1;2;0,003264022;0,019819306;0,053968038;0,010513682;0,009959256;0,003083259;0,019097175;0,050698052;0,01003146;0,009801133;;0,309601123;1,925443909;0,177346282;1,064183173;0,082237369;0,324438234;2,084235616;0,187113331;1,085816329;0,087160064;0,008896999;0,063131196;0,004430474;0,009349156;0,001650185;0,310673713;1,931709645;0,177980552;1,064500001;0,082613735
1;B;2;2;0,00990006;0,060113664;0,163689717;0,014357374;0,030207283;0,009838242;0,060936375;0,161770286;0,014203955;0,031274023;;0,384378577;2,390493236;0,190382367;1,321213599;0,102100026;0,382216109;2,45540859;0,19222162;1,279184906;0,102682042;0,034012488;0,241345307;0,010052821;0,035741045;0,006308522;0,386420572;2,402689108;0,191771141;1,32404089;0,102756189
1;C;1;2;0,069044242;0,419240133;0,543446628;0,222397164;0,210669328;0,066626936;0,412675741;0,514102263;0,216772388;0,211795178;;0,513988197;1,621962867;0,294423659;1,766717074;0,136527402;0,526954992;1,693747706;0,303910863;1,763590953;0,141566024;0,311831798;0,428962154;0,155284103;0,327679483;0,057837512;0,516042812;1,631024527;0,295633588;1,768181702;0,137225077
1;C;2;2;0,181700884;1,103296966;1,430166073;0,263508258;0,55440978;0,178945617;1,108358265;1,380768082;0,258352605;0,568836287;;0,414146512;1,30689823;0,205126399;1,423534079;0,110007093;0,418335333;1,344620549;0,210386463;1,400067216;0,112385442;0,662420161;0,911238626;0,195786656;0,696085188;0,122863461;0,41583187;1,314294012;0,206367253;1,424816478;0,110577183
1;E;2;2;0,015624118;0,094870438;3,250956237;0,022658581;0,047672658;0,016238604;0,100579112;3,282890643;0,023444473;0,051619635;;0,331954198;1,666364935;0,164416619;1,141016765;0,088174873;0,317501525;1,660475907;0,159675785;1,062600839;0,085296522;0,046019289;1,470705719;0,013601583;0,048358047;0,008535503;0,332941417;1,685079141;0,165230735;1,140798605;0,088535118
1;F;2;2;0,241523269;1,466541516;2,290803736;0,350264537;0,736941172;0,246279436;1,525412323;2,280514644;0,355565758;0,782878524;;0,435391757;1,775129715;0,21564915;1,496559758;0,115650331;0,424709606;1,770450685;0,21359217;1,421400365;0,114097885;0,920784891;1,390030247;0,27214962;0,96758034;0,170784081;0,435512981;1,769701933;0,21613451;1,492252319;0,115810745
1;G;1;2;0,222626586;1,351799898;1,508762575;0,717098484;0,679283191;0,214024978;1,325633778;1,452258416;0,696335574;0,680347339;;0,368069896;0,960191909;0,210838471;1,26515623;0,097768055;0,378690283;0,995861494;0,218402127;1,26738482;0,101734832;0,732336723;0,741638105;0,36468459;0,769554999;0,135831349;0,368693666;0,963726208;0,211219357;1,263300984;0,098042285
1;G;2;2;0,502435319;3,050812685;3,405054262;0,728647284;1,533041821;0,48145467;2,982047133;3,266892498;0,695099833;1,530458763;;0,308558185;0,804942419;0,152828594;1,06059831;0,08196034;0,318275404;0,836985351;0,16006498;1,065190827;0,085504425;1,360729771;1,378012349;0,402180893;1,429883774;0,252383575;0,30887208;0,807358916;0,153285708;1,058326841;0,082134648
1;H;1;2;0,029011537;0,176159524;0,496675775;0,09344854;0,088520648;0,028926642;0,17916663;0,461486656;0,094113548;0,091952651;;0,403181721;1,684415031;0,230951291;1,385845113;0,107094585;0,399326576;1,739848831;0,2303037;1,336449502;0,107278755;0,108150931;0,312847318;0,053856343;0,113647298;0,02005947;0,403703794;1,685985845;0,231276162;1,383260545;0,107352109
1;H;2;2;0,063103536;0,383167862;1,08032873;0,091514705;0,192542911;0,061734626;0,382373622;0,984895033;0,089129322;0,196243397;;0,337020797;1,408007522;0,166926101;1,158432042;0,089520682;0,33965078;1,479843937;0,170814943;1,136729041;0,091246902;0,188588329;0,545527923;0,055739666;0,198172625;0,034978728;0,337876204;1,411070455;0,16767975;1,15770728;0,089847367
1;J;1;2;0,106954096;0,649430687;2,813581426;0,344507912;0,326340718;0,102476908;0,634724281;2,751936571;0,33341116;0,325755863;;0,383395632;2,555774377;0,219617387;1,317834949;0,101838933;0,394500764;2,628387258;0,227520508;1,320298675;0,105982304;0,368714187;3,044486051;0,18361005;0,387452707;0,068387866;0,384486028;2,565067256;0,220266577;1,317412321;0,102241759
1;J;2;2;0,352322673;2,139321105;9,268354955;0,510949269;1,075014779;0,338294313;2,095336588;9,084627073;0,48841217;1,07537745;;0,335020651;2,233299299;0,165935431;1,151556997;0,088989396;0,345093166;2,299205892;0,173551993;1,154943391;0,092708994;1,028672593;8,493785893;0,304037194;1,080951031;0,190794728;0,335573393;2,238750588;0,166536921;1,149816872;0,089235008
1;K;1;2;0,203492943;1,235619451;2,357868253;0,655467452;0,620902195;0,200992268;1,244911422;2,411596146;0,653933329;0,638918672;;0,290051795;2,93383286;0,166148;0,996986822;0,077044606;0,294361656;2,990914695;0,16976726;0,985157294;0,079080016;0,551113432;2,422118334;0,274440117;0,579121712;0,102218663;0,290167241;2,9323599;0,166232686;0,994236126;0,077160695
1;K;2;2;0,361864614;2,197260254;4,19291732;0,524787288;1,104129361;0,339617281;2,103530824;4,074881747;0,490322204;1,079582931;;0,189493841;1,916703387;0,093856131;0,651341815;0,050334039;0,200030496;2,032445932;0,100598026;0,669453709;0,053738028;0,603016394;2,65022948;0,178229122;0,633662448;0,11184545;0,190591365;1,926070195;0,094585863;0,653046909;0,050681676
1;L;1;2;0,044793242;0,27198683;4,868920323;0,144282703;0,136674135;0,043256245;0,267921713;4,87579677;0,140735264;0,137503908;;0,364752694;1,984911252;0,208938305;1,253754105;0,096886928;0,372219163;2,014724521;0,214670036;1,245727544;0,099996371;0,143863043;4,036673159;0,071640044;0,151174344;0,026683233;0,365820512;1,988730487;0,209573368;1,25345634;0,097278262
1;L;2;2;0,06536532;0,396901529;7,105056964;0,094794814;0,199444117;0,062073767;0,384474199;6,996887382;0,089618956;0,197321464;;0,289265898;1,574127197;0,143273142;0,994285479;0,076835853;0,300213176;1,624975036;0,150981242;1,004740917;0,080652022;0,167814656;4,708734787;0,049599744;0,176343208;0,031125697;0,290090499;1,577035188;0,143964866;0,993973174;0,077140288
1;M;1;2;0,312304263;1,896327289;4,963976552;1,005957631;0,952909713;0,296515247;1,836564266;4,833273375;0,964719708;0,942569231;;0,397786001;1,824314908;0,227860505;1,367298557;0,105661355;0,413160491;1,903624394;0,238282137;1,382748269;0,110995225;1,119879466;4,785548685;0,557670769;1,176793152;0,207711472;0,398816516;1,827996371;0,22847631;1,366514655;0,106052494
1;M;2;2;0,681274988;4,13673621;10,82864845;0,98800612;2,0787214;0,651975736;4,038225185;10,62736907;0,941289499;2,072514902;;0,331029915;1,518160033;0,163958822;1,137839752;0,087929362;0,341365847;1,572832755;0,171677473;1,142468954;0,091707653;1,982696506;8,472599907;0,586011027;2,083459642;0,367743871;0,33086131;1,516520127;0,164198429;1,133671275;0,087981981
1;O;1;2;0,022353187;0,135729683;0,358783104;0,072001448;0,068204541;0,021094132;0,130653413;0,350569327;0,068630282;0,067054494;;0,363818581;2,419901457;0,208403225;1,250543306;0,096638806;0,390719512;2,444728398;0,225339746;1,307643739;0,104966474;0,071246233;0,27404699;0,035478766;0,074867057;0,013214511;0,367232848;2,42750539;0,210382475;1,258295602;0,097653828
1;Q;1;2;0,081046021;0,492115539;1,870023674;0,261055876;0,247289421;0,078627116;0,487002788;1,811650435;0,255815272;0,249941618;;0,428262876;1,871028753;0,245318324;1,472055855;0,113756732;0,445485438;1,957137992;0,25692491;1,490932052;0,119679295;0,334198955;1,524458589;0,166422364;0,351183367;0,061986097;0,427530744;1,878190523;0,244926282;1,464901786;0,113688124
1;Q;2;2;0,046223599;0,280672033;1,066544956;0,067034897;0,141038474;0,044980681;0,278602578;1,036401625;0,064940826;0,142985586;;0,379672387;1,65874278;0,188051396;1,305037144;0,100849951;0,390107482;1,713847659;0,196190297;1,305595425;0,104802053;0,167494535;0,764031359;0,049505128;0,176006818;0,031066322;0,376224563;1,652796714;0,186711109;1,289105034;0,100044886
1;R;1;2;0,011261508;0,068380446;1,862950288;0,03627424;0,034361363;0,010881649;0,067399057;1,808682938;0,035403715;0,034590827;;0,613791237;1,671610439;0,351593019;2,109767236;0,163037446;0,629136146;1,738258125;0,362841822;2,105566569;0,169016906;0,069258289;1,767342591;0,034488822;0,072778082;0,012845794;0,614335784;1,677091165;0,351944233;2,10497514;0,163362948
1;R;2;2;0,01752141;0,106390887;2,898503081;0,025410092;0,053461715;0,017194548;0,106500061;2,857975348;0,024824616;0,054658409;;0,62507362;1,702337091;0,309598408;2,148547853;0,166034313;0,634760761;1,753798535;0,31922972;2,124390797;0,170527954;0,113581992;2,898400984;0,033570594;0,119354372;0,021066805;0,624004257;1,703485381;0,309678151;2,138103434;0,165933969
1;B;1;3;0,002438692;0,014807863;0,040321864;0,007855228;0,016136716;0,002337291;0,014476777;0,03843209;0,007604434;0,015292405;;0,649404087;4,038716436;0,371992837;1,307004805;0,17249706;0,667433552;4,287684475;0,384929093;1,336352188;0,179305473;0,014371686;0,101978394;0,007156725;0,018968731;0,002665612;0,651007321;4,047838837;0,372952835;1,307140382;0,17311457
1;B;2;3;0,013068536;0,079352811;0,216077982;0,018952396;0,086473906;0,01334877;0,082679976;0,219493911;0,019272277;0,087338204;;0,592904326;3,687338123;0,293664986;1,193292157;0,157489389;0,580314538;3,728020009;0,291847983;1,161920316;0,155901022;0,069794949;0,495249961;0,02062878;0,092120136;0,012945332;0,593694405;3,691478099;0,294636108;1,192063293;0,157874034
1;C;2;3;0,240236079;1,458725632;1,890896082;0,348397814;1,589631185;0,241564918;1,496211409;1,863946904;0,348759176;1,580508644;;0,658691923;2,07859606;0,326249524;1,325697707;0,174964128;0,658214579;2,115644506;0,331024961;1,317893731;0,176828803;1,38666481;1,907524275;0,409846322;1,830214853;0,257193919;0,65909566;2,083162795;0,327093162;1,323380744;0,175265405
1;F;2;3;0,306795065;1,862875165;2,909894703;0,44492372;2,030048962;0,326453111;2,021994229;3,022912152;0,471316444;2,135914309;;0,911198561;3,715035057;0,451315837;1,833898065;0,242035854;0,854030264;3,560123071;0,429503301;1,709960802;0,229434525;2,527222514;3,815131817;0,746952576;3,335600752;0,468740721;0,912528138;3,708047475;0,452865543;1,832241113;0,242657665
1;G;1;3;0,163559377;0,993140817;1,108458211;0,526838162;1,082264943;0,158745262;0,983240753;1,077159983;0,516481645;1,038636987;;0,569089521;1,484596159;0,325986901;1,145361961;0,151163614;0,581371497;1,528862801;0,335294506;1,164036585;0,156184973;0,849118195;0,859902814;0,422838717;1,120724144;0,157491583;0,570825592;1,492077665;0,327017863;1,14614561;0,151792805
1;G;2;3;0,578191949;3,510810777;3,918464499;0,838511899;3,825869767;0,569256144;3,525874308;3,862666086;0,821863147;3,72452368;;0,573855173;1,497028418;0,284229957;1,154953416;0,152429484;0,582866529;1,532794366;0,293131414;1,167029976;0,156586612;2,901222852;2,938071175;0,857493105;3,829231922;0,538109044;0,577073798;1,508409813;0,286387704;1,158691217;0,153454315
1;H;2;3;0,047528443;0,288595111;0,813684082;0,068927222;0,31449354;0,051069457;0,316315401;0,814746231;0,073731491;0,334136755;;0,784797413;3,278731372;0,388709461;1,579500361;0,208460724;0,740504059;3,226344548;0,372409447;1,48265579;0,198935804;0,326874769;0,945547985;0,096611972;0,431431629;0,060627631;0,778502573;3,251255838;0,386351911;1,563134727;0,207017854
1;I;1;3;0,014924871;0,090624573;0,698888659;0,048074233;0,098757192;0,01452279;0,089951656;0,679886288;0,047250258;0,095019574;;1,021878494;3,826265294;0,585354309;2,056654908;0,271435057;1,050005981;3,915798333;0,60557017;2,102348297;0,28208324;0,134982201;0,536600666;0,067217616;0,178158721;0,025036044;1,024324294;3,831638983;0,586820819;2,056713658;0,272386276
1;I;2;3;0,017249979;0,104742745;0,807766748;0,025016454;0,114142324;0,016662096;0,103202147;0,780038164;0,024055889;0,109016603;;0,83851754;3,139698681;0,415316992;1,687618658;0,222730058;0,862781234;3,217579117;0,433904282;1,727482215;0,231785466;0,128579742;0,511148691;0,038003369;0,169708318;0,023848537;0,840591805;3,144359995;0,417165289;1,687802054;0,223528499
1;J;1;3;0,022371841;0,135842952;0,588523477;0,072061534;0,148033453;0,0211224;0,130828499;0,567225396;0,068722252;0,138199437;;0,65011896;4,333793195;0,372402332;1,308443575;0,172686947;0,678997106;4,523862829;0,391598144;1,359505026;0,182412012;0,130974809;1,081463621;0,065222039;0,172869492;0,024292767;0,652006741;4,349809928;0,373525389;1,309147092;0,173380334
1;J;2;3;0,096012906;0,582995227;2,525757674;0,139240895;0,635313024;0,095017044;0,588519169;2,551607798;0,137180788;0,621676608;;0,658684371;4,390891544;0,326245783;1,325682508;0,174962122;0,661189616;4,405219259;0,332521147;1,323850424;0,177628044;0,555376538;4,58576367;0,16414856;0,733023859;0,10300937;0,658531705;4,393340692;0,326813284;1,322248394;0,17511544
1;K;1;3;0,034805312;0,211339618;0,403288387;0,112110764;0,230305164;0,035335073;0,218859341;0,423966182;0,114963534;0,231189976;;0,581147431;5,878224021;0,332893935;1,169629974;0,15436648;0,594156953;6,037038875;0,342668265;1,189635946;0,159619775;0,177566005;0,780394474;0,08842324;0,234363732;0,032934345;0,586270661;5,924709379;0,335866123;1,177157355;0,155899927
1;K;2;3;0,052562171;0,31916016;0,609036713;0,07622729;0,347801487;0,05132305;0,317886115;0,615797169;0,074097617;0,335795964;;0,414823065;4,195876597;0,205461495;0,834881933;0,110186801;0,426965888;4,338263907;0,214726885;0,854881804;0,114704033;0,188300629;0,827572655;0,055654632;0,248532022;0,034925367;0,416719112;4,211262467;0,20680757;0,836719284;0,110813116
1;L;1;3;0,056216761;0,341351017;6,110630077;0,181078795;0,371983743;0,054093602;0,335046435;6,097371897;0,175994875;0,353923104;;0,571020917;3,107381697;0,327093247;1,149249132;0,151676639;0,584755953;3,165130316;0,337246424;1,170813027;0,157094204;0,281478408;7,898041838;0,140168906;0,371514413;0,052207667;0,57274875;3,113666033;0,328119613;1,150007068;0,152304207
1;L;2;3;0,04224939;0,256540433;4,592409589;0,061271375;0,279562285;0,041490126;0,256982677;4,676721766;0,059901339;0,271461199;;0,603094387;3,281919109;0,298712114;1,213800896;0,16019611;0,611987856;3,312529453;0,30777692;1,225337427;0,164410032;0,220621416;6,190447036;0,06520745;0,291191202;0,040920117;0,604009783;3,283612131;0,299755379;1,212775269;0,160617079
1;M;1;3;0,115205723;0,699534979;1,831158183;0,371087077;0,762311015;0,11444783;0,708870108;1,865528521;0,372358853;0,748808174;;0,729554445;3,345861964;0,417904712;1,468317162;0,193786887;0,730247777;3,364594422;0,421155954;1,462120404;0,196180462;0,749933434;3,204668959;0,373447293;0,989813328;0,139095128;0,726609491;3,330452625;0,416264243;1,458939979;0,193218549
1;M;2;3;0,160177631;0,972606683;2,54597231;0,232294569;1,059888082;0,158275961;0,980333983;2,579938108;0,228510804;1,035566448;;0,704330051;3,230178559;0,348854048;1,417549996;0,187086692;0,709813102;3,27044228;0,356974552;1,421205587;0,190690704;0,997331094;4,261866256;0,294773818;1,316345643;0,184981613;0,701016864;3,21314748;0,347897636;1,40755322;0,186413008
1;N;1;3;0,089964492;0,546268946;1,29863456;0,289783002;0,595290939;0,087815365;0,543913213;1,225144803;0,285709466;0,574557532;;0,660379908;2,058855258;0,378280027;1,329094982;0,175412497;0,670329868;2,142284635;0,386599486;1,342151265;0,180083565;0,562155308;0,878554753;0,279938683;0,741970942;0,104266673;0,661901873;2,066673725;0,379194169;1,329015264;0,176011628
1;O;2;3;0,007333668;0,044530404;0,117710116;0,010635513;0,048526548;0,007290463;0,045155868;0,121162256;0,0105256;0,047699971;;0,57620814;3,832588519;0,285395379;1,159689048;0,153054488;0,606311278;3,793684103;0,304922093;1,21397164;0,162885024;0,037015231;0,142378232;0,01094032;0,048855228;0,00686546;0,576944577;3,813754897;0,286323575;1,158431758;0,153419953
1;Q;1;3;0,079864514;0,484941372;1,842762061;0,257250147;0,528459849;0,080619536;0,49934349;1,85755785;0,262297658;0,527476731;;1,106710246;4,835083334;0,633947788;2,227389139;0,293968374;1,104979469;4,854473605;0,637275041;2,212417592;0,296851822;0,806406975;3,678449676;0,401569643;1,064350961;0,14956965;1,099052557;4,82826119;0,629631578;2,206758561;0,292257867
1;Q;2;3;0,019519756;0,118524947;0,450391094;0,028308156;0,129161336;0,019832601;0,122839705;0,456963718;0,028633303;0,12976055;;0,863884156;3,774205487;0,427881054;1,738672062;0,22946803;0,872059795;3,831194491;0,438570594;1,746059981;0,234278144;0,15230272;0,694733439;0,045014995;0,201019524;0,028248596;0,856355502;3,762065797;0,424988428;1,719453563;0,22772035
1;R;1;3;0,004735438;0,028753819;0,783366273;0,015253234;0,031334177;0,004741828;0,029370063;0,78815838;0,015427654;0,031024786;;0,801271379;2,182197336;0,458985737;1,612656224;0,212836598;0,797050179;2,202192577;0,459682917;1,595873849;0,214126873;0,037668501;0,96123001;0,018757931;0,049717458;0,006986627;0,802432781;2,19058203;0,459702328;1,611183559;0,213381327
1;R;2;3;0,047665787;0,28942907;7,885177706;0,069126402;0,315402338;0,048500119;0,300401366;8,061400994;0,070022012;0,317326116;;0,387862643;1,056312316;0,192108022;0,7806208;0,103025476;0,377331498;1,042539912;0,189765083;0,755502583;0,101369795;0,164490835;4,197499898;0,048617347;0,21710623;0,030509206;0,388874323;1,061598084;0,192988878;0,780810468;0,103408685
