EMPRESA_GENERICA;TAMANO_EMPRESA;CATEGORIA;ID_DIVISION;TT;SEXO;GRUPO;RO (ENE);RO (FEB);RO (MAR);RO (ABR);RO (MAY);RO (JUN);HO (ENE);HO (FEB);HO (MAR);HO (ABR);HO (MAY);HO (JUN);RE (ENE);RE (FEB);RE (MAR);RE (ABR);RE (MAY);RE (JUN);HE (ENE);HE (FEB);HE (MAR);HE (ABR);HE (MAY);HE (JUN);C (ENE);C (FEB);C (MAR);C (ABR);C (MAY);C (JUN);NT (ENE);NT (FEB);NT (MAR);NT (ABR);NT (MAY);NT (JUN)
670;3;F;1;33;2;4;12762221;13230420;13267784;13273521;12352935;10271631;3212;3264;3170;3077;2677;2332;147540;198561;225208;342074;289863;281285;49;65;74;132;97;93;14872695;15424350;15731417;15919469;14818619;12459047;19;18;17;16;17;13
670;3;F;1;33;2;5;3483533;3483533;3483533;3483533;3483533;3483533;830;830;830;830;830;830;0;0;0;0;0;0;0;0;0;0;0;0;4192607;4192607;4192607;4192607;4192607;4192607;5;5;5;5;5;5
670;3;F;1;33;2;7;135192590;137639759;138401472;164123724;141859145;111532144;36091;35459;36175;40274;36443;28551;2858073;2076675;3175074;6621224;3976831;2766412;1368;954;1529;3190;1883;1324;149836186;153046530;154237118;185677055;157620689;126056409;217;229;224;233;214;179
670;3;F;1;33;2;8;1398334;1398334;1398334;1398334;1398334;1398334;542;542;542;542;542;542;0;0;0;0;0;0;0;0;0;0;0;0;1934231;1934231;1934231;1934231;1934231;1934231;3;3;3;3;3;3
670;3;F;1;33;2;9;46327976;43397094;40228280;44666024;36885506;32080901;17463;16148;16077;17022;14167;12478;1685364;1133237;1470810;1989906;1061115;893364;820;552;715;969;511;434;52259800;48449119;45521197;50744498;41324460;36024888;112;107;102;100;92;72
671;3;I;4;13;1;2;8023005;9518577;9637223;9571388;9572163;9572963;757;946;946;946;946;946;126555;194700;126555;87615;125455;116820;13;20;13;9;13;12;8994900;10686441;11082746;10856864;11193916;10974594;4;5;5;5;5;5
671;3;I;4;13;1;4;3877445;3875870;4003519;4004218;3870683;4163021;757;757;757;757;757;757;42709;0;38696;54509;0;15574;7;0;8;7;0;2;4784319;4567353;5031304;4972871;5017815;5159879;4;4;4;4;4;4
671;3;I;4;13;2;1;20241546;20239446;20364978;21210416;20232530;21853833;757;757;757;757;757;858;0;0;0;0;0;0;0;0;0;0;0;0;21836665;21334628;21945478;23048314;22197450;25044043;4;4;4;4;4;5
671;3;I;4;13;2;2;17279038;13498317;15904868;15966846;15901086;15902366;1703;1337;1514;1514;1514;1514;311518;232546;243808;390911;312712;416860;22;16;16;29;22;32;19815095;15345424;18564893;18616860;19123101;18667800;9;8;8;8;8;8
671;3;I;4;13;2;3;9766033;9762883;9750181;9751579;9752509;9753469;1135;1135;1135;1135;1135;1135;178800;0;315372;167625;189975;245850;16;0;28;15;17;22;11105905;10768937;11488785;11225603;11594337;11399053;6;6;6;6;6;6
671;3;I;4;13;2;4;7398230;7396130;7588662;7388594;7358770;7359410;757;757;757;757;757;757;0;0;0;0;0;0;0;0;0;0;0;0;8340710;8129434;8614182;8485727;8612850;8426761;4;4;4;4;4;4
671;3;I;4;13;2;5;3946053;3932940;4125472;3925404;3926024;3926664;757;757;757;757;757;757;709617;770898;806380;1435354;838960;558017;109;120;125;223;129;87;5441184;5369042;5907729;6726850;5895682;5785744;4;4;4;4;4;4
671;3;I;4;13;2;9;4328742;4363290;4604310;4288566;4304456;4311204;1135;1135;1135;1135;1135;1135;920345;1235947;470113;1222702;854134;553983;209;280;107;277;194;126;6472088;6544041;6582817;7525383;6701508;6774158;6;6;6;6;6;6
672;2;H;1;12;1;5;8205235;8304393;8865761;8911172;8615286;8111608;3876;3637;3876;3876;3776;3488;0;0;24302;70823;46883;0;0;0;7;35;15;0;8507556;8609022;9193895;9303080;8984876;8411882;20;19;20;20;20;18
672;2;H;1;12;2;5;3538661;3219111;3178961;3355285;3074740;3107903;1744;1544;1550;1550;1427;1550;0;0;0;86060;0;0;0;0;0;40;0;0;3674744;3352908;3314086;3588029;3220413;3254385;9;9;8;8;8;8
673;3;L;1;23;1;1;15494085;15539224;15650175;15517279;15517279;15650175;1323;1323;1323;1323;1323;1323;1092646;852578;913646;1218689;1242728;2259754;162;120;141;174;162;324;16895959;16723541;17460700;17361116;17568065;18699717;7;7;7;7;7;7
673;3;L;1;23;1;2;3358556;3379391;3531621;3365501;3365501;3531621;378;378;378;378;378;378;239365;191295;198226;243812;197437;421199;50;40;42;49;40;80;3665395;3638348;4004564;3676975;3691063;4042798;2;2;2;2;2;2
673;3;L;1;23;1;3;4498836;4498836;4565284;4498836;4498836;4565284;756;756;756;756;756;756;376132;135756;136379;158174;153192;761604;105;40;39;45;44;214;4957410;4717034;4846375;4739452;5150269;5453962;4;4;4;4;4;4
673;3;L;1;23;1;4;17431670;17480537;18005449;17456103;17456103;17921239;3308;3308;3308;3308;3308;3308;1369293;1542888;933311;1689411;1637077;3763240;470;467;279;525;511;1077;19451177;19357030;20054846;19479119;19849263;22774998;18;18;18;18;18;18
673;3;L;1;23;1;9;6838446;6791671;7220729;6791671;6791671;7024239;1701;1701;1701;1701;1701;1701;319836;394091;420427;304690;360935;866004;132;160;173;126;148;338;7336045;7345887;7867727;7215823;7620883;8233597;9;9;9;9;9;9
673;3;L;1;23;2;1;18422701;18438901;18472125;18438901;18438901;18472125;1323;1323;1323;1323;1323;1323;1597443;1353396;1387022;2295591;1938694;3322552;186;160;167;270;230;382;20356102;20596275;20961937;21571764;21640300;22280022;7;7;7;7;7;7
673;3;L;1;23;2;2;6831924;6845814;6938541;6838869;6838869;6938541;756;756;756;756;756;756;135474;619734;414287;821725;651226;1320099;32;110;65;142;103;227;7257297;7679566;7800718;7874612;8001719;8435250;4;4;4;4;4;4
673;3;L;1;23;2;3;2627511;2633941;2633941;2633941;2633941;2633941;378;378;378;378;378;378;0;115830;121095;203580;183397;272102;0;22;23;40;37;63;2676965;2799399;2826980;2887149;2901493;2977987;2;2;2;2;2;2
673;3;L;1;23;2;4;6902156;6916616;6943886;6910662;6910662;6943886;1513;1513;1513;1513;1513;1513;439156;472285;463689;617346;532617;1083638;167;171;175;228;197;388;8067741;7666674;7822172;7792046;7733116;8325186;9;9;9;9;9;9
673;3;L;1;23;2;9;13932668;13932668;14517538;13944135;13944135;14304725;3403;3403;3403;3403;3403;3403;1085934;1128712;887917;1235008;1170439;2873723;465;481;363;508;501;1160;15624691;15449836;16052281;15462081;15685157;18201379;19;19;19;19;19;19
674;3;L;1;13;1;1;1508391;1508391;1508391;1508391;1508391;1508391;189;189;189;189;189;189;23008;15339;76695;15339;30678;0;3;2;10;2;4;0;1581186;1573517;1634873;1573517;1593500;1558178;1;1;1;1;1;1
674;3;L;1;13;1;2;5601702;5601702;5788699;4798377;4798377;5700436;1134;1134;1134;945;945;1134;177890;509308;121030;68089;131387;232336;41;115;33;15;29;57;5971403;6302821;6102105;5047613;5191125;6123585;6;6;6;5;5;6
674;3;L;1;13;1;3;1136354;1136354;1143855;1143855;1143855;1143855;189;189;189;189;189;189;15751;26251;5250;228910;122855;21001;3;5;1;42;21;4;1196522;1207022;1193724;1417384;1329296;1209475;1;1;1;1;1;1
674;3;L;1;13;1;4;16070168;16180047;16877751;16203720;15583607;15637607;4914;4914;4914;4914;4725;4536;1245233;2516561;1462284;3191301;1148037;953952;436;817;493;1041;393;318;17776766;19160941;18818103;19859993;17498841;17034040;26;26;26;26;25;24
674;3;L;1;13;2;1;15197179;15197179;15263627;16240805;16688073;16754521;1890;1890;1890;2079;2079;2079;122126;983026;163848;278739;351578;766700;20;138;26;42;49;99;15828047;16666057;15936845;17040608;17633277;18057503;10;10;10;11;11;11
674;3;L;1;13;2;2;2050291;2861117;2401649;2050291;2050291;2058391;378;567;468;378;378;378;337617;1274682;501208;632483;274155;355386;51;188;73;94;41;53;2485511;4233402;2981978;2781152;2423634;2483630;2;3;3;2;2;2
674;3;L;1;13;2;3;1031350;1038850;1038850;1038850;1906615;1906615;189;189;189;189;378;378;36752;57753;0;10500;42002;26251;7;11;0;2;8;5;1095948;1124652;1066899;1100048;2018062;1984344;1;1;1;1;2;2
674;3;L;1;13;2;4;7957024;8071093;7941175;7498748;7597964;8436604;2457;2457;2457;2268;2268;2457;2209370;2824334;2065928;2346592;1671522;1319854;769;968;670;792;570;427;10373163;11105277;10212277;10047807;9628031;9992260;13;13;13;12;12;13
674;3;L;1;13;2;8;8136294;8238065;8730053;8464261;8904005;9169797;2835;2835;2835;2835;3024;3024;2557866;2383263;2199484;2523987;2033911;2338857;1064;974;872;997;821;961;10913838;10843754;11176819;11221925;11350756;11749059;15;15;15;15;16;16
675;3;N;1;33;1;1;6399394;6399394;6399394;6399394;6399394;6399394;194;194;194;194;194;194;0;0;0;0;0;0;0;0;0;0;0;0;6502727;6502727;6502727;6502727;6502727;6502727;1;1;1;1;1;1
675;3;N;1;33;1;2;523702756;534425245;535727896;518784970;528946047;513639412;29880;30420;30239;29640;29972;29478;23919712;1204723;1456601;445155;36074257;7825086;1337;70;79;31;2136;455;598315550;585307864;592439078;576094186;623762918;576833316;218;220;227;226;229;224
675;3;N;1;33;1;3;74898082;77086530;75660093;77829552;78369917;76272743;17220;17788;17470;17559;17517;17256;8306205;514708;650843;716668;13489389;3059424;1257;244;249;292;2215;635;88068135;82097529;80661767;83145397;96982325;83970504;103;106;106;106;105;105
675;3;N;1;33;1;4;85977509;83693007;83322065;81400080;74199360;72660669;18485;17883;17794;17144;15771;15488;18533318;8888521;7351249;6935260;15294059;7902157;1770;1399;1209;1075;2309;1249;109920188;97481560;95477980;92966482;94241486;85015990;101;100;98;97;94;91
675;3;N;1;33;1;9;553527;605061;691909;2102774;940301;558826;194;213;232;659;335;194;66536;59522;2004;132037;132345;0;17;15;1;32;33;0;672927;725577;767366;2365123;1127350;587326;1;2;3;4;2;1
675;3;N;1;33;2;2;632366273;647311788;606400656;613004995;598761118;599145735;26145;25517;24490;24634;24973;25146;6926950;354059;220955;73889;11615677;2584465;394;28;19;5;653;140;728006092;736589653;693721777;707064276;705118415;696401596;226;226;221;218;221;223
675;3;N;1;33;2;3;29720553;29188872;28823762;29574874;28268159;28844239;6056;5923;5813;5804;5424;5589;6529539;1049392;1589227;1344612;7032701;2572785;746;206;282;235;1002;397;38064500;31728812;31896937;32478956;36981387;32977311;34;32;32;33;31;31
675;3;N;1;33;2;4;15000439;15652031;15782077;15620200;15838632;15972735;2715;2947;3000;2934;2980;3000;6959103;2523723;1758515;1356103;3049537;1862656;467;270;224;166;371;237;22794270;18992838;18297454;17735852;19713948;18598513;15;16;16;16;16;16
675;3;N;1;33;2;7;3689133;3676805;3613451;3649233;2916455;1938547;957;944;931;957;659;433;949259;673042;913222;0;974698;242994;87;94;121;0;135;32;4881805;4575440;4766563;3853779;4099011;2331501;5;5;5;5;5;3
675;3;N;1;33;2;8;3495801;3550482;3571815;3620125;3574694;3685234;737;737;737;737;737;737;765928;770568;428232;331745;1375941;191101;82;109;60;46;196;26;4458552;4525381;4183573;4132731;5189016;4053345;4;4;4;4;4;4
675;3;N;1;33;2;9;7758933;7916483;7802179;9075535;9164287;8996686;1849;1875;1862;2217;2224;2165;1888076;1138794;595437;922606;2476306;1247512;217;172;96;153;420;212;10042401;9433623;8715911;10396747;12075108;10639573;11;11;11;12;12;12
676;3;C;3;33;1;2;26547067;28765431;27517610;28421350;26541752;26606740;5586;5612;5418;5225;5593;5612;0;72676;81127;40302;0;66866;0;7;8;4;0;19;34721075;38948989;35453239;36344332;33745590;33945795;33;34;33;32;29;29
676;3;C;3;33;1;3;2001220;2453437;2415899;2350069;5459866;5312023;490;581;774;774;1355;1355;0;25928;0;0;0;80750;0;6;0;0;0;12;2465330;3275371;2998907;2922643;6865360;6790571;3;3;4;4;7;7
676;3;C;3;33;1;4;4437216;5751573;4342316;4305500;4314567;4242373;1478;1684;1232;1161;1161;1161;0;0;0;7926;8684;0;0;0;0;1;3;0;5782929;7631178;5494139;5413055;5508734;5433175;9;9;8;6;6;6
676;3;C;3;33;1;7;778405;1165875;1179768;1179768;1425942;1383628;271;387;387;387;387;387;0;0;0;0;0;0;0;0;0;0;0;0;1048755;1548760;1511328;1511916;1790310;1744607;2;2;2;2;2;2
676;3;C;3;33;1;8;704217;815412;861032;821913;845913;837426;194;194;194;194;194;194;2078;18856;0;0;11234;29410;1;3;0;0;3;7;1014555;1223901;1185060;1138996;1194214;1204656;1;1;1;1;1;1
676;3;C;3;33;1;9;8671951;11233974;10430750;11359898;10748318;9974037;3290;3483;3676;3290;2903;3096;0;0;173137;0;0;0;0;0;31;0;0;0;10835571;14118986;12845651;13535534;12800196;12012346;19;19;19;18;15;16
676;3;C;3;33;2;1;52153681;52569378;52545674;46861372;48506804;48506804;2322;2322;2322;2148;2129;2129;0;0;0;0;0;0;0;0;0;0;0;0;67679284;68211833;68192423;61538601;64015613;64017277;12;12;12;12;11;11
676;3;C;3;33;2;2;242883963;257036549;255407550;256508533;257340793;248545143;26510;27083;27090;27284;27090;26897;2097279;1657585;1960706;1789576;3585061;1893021;196;155;184;168;341;222;315620341;335119401;328946094;329468300;332268135;321344426;139;141;140;141;140;139
676;3;C;3;33;2;3;152555268;178141933;172704939;180772440;187596240;174688141;31670;32315;32508;32315;31734;31541;7226401;7313933;5643936;6055451;3527672;3280089;1232;1247;962;1032;628;537;205181649;241930011;225209915;234331454;237464268;223459324;168;171;171;170;164;163
676;3;C;3;33;2;4;7475540;9928758;9130498;10137438;10379721;10274225;2361;2516;2516;2516;2322;2516;138337;93217;109710;9335;184356;0;34;23;27;2;46;0;9918367;13230744;11785882;12748280;13105530;13035977;13;13;13;13;12;13
676;3;C;3;33;2;7;87853372;103391190;98321594;101313584;132971575;126593320;28393;28793;29025;28638;30960;30573;1483850;3095577;1566008;2776500;1016126;943627;377;787;398;706;240;216;114668433;139155165;125799505;130162605;163654874;156998130;149;149;150;148;160;158
676;3;C;3;33;2;8;194468817;239081615;224901560;243459029;276675452;253480961;53206;52826;53213;53213;51665;52245;6660090;10826948;5691511;8087429;5097899;5502535;1356;2205;1159;1647;1142;1200;266721390;333366871;297468080;320154718;352858132;329277644;277;278;279;279;267;270
676;3;C;3;33;2;9;15061725;19736939;18536930;21395664;11856135;11319534;5212;5534;5805;5805;3096;3096;834410;646139;790175;369288;567968;563623;226;175;214;100;166;144;19935134;25984028;23993728;26644306;14612244;14150543;27;29;30;30;16;16
677;3;J;3;23;1;2;216745969;244285904;224520241;248362607;258774172;248933749;10913;11242;11249;11075;11036;10797;21037;0;113048;0;0;0;1;0;5;0;0;0;228782902;257013681;238932784;262100559;273907260;261776158;64;64;64;65;62;62
677;3;J;3;23;1;3;2034410,65;;;;;;191,5629196;;;;;;0;;;;;;0;;;;;;2169486,236;;;;;;1,034482759;;;;;
677;3;J;3;23;1;4;3326524;3326593;3356483;3345395;3358078;2531304;581;581;581;561;581;445;57456;9576;19351;0;19351;48378;6;1;2;0;2;5;3952474;3823096;3833229;3797990;3852504;2904346;3;3;3;3;3;3
677;3;J;3;23;2;1;62134881;62427785;63011356;55321315;55209677;55148042;1329;1355;1355;1161;1161;1161;0;0;0;0;0;0;0;0;0;0;0;0;74311663;63702765;64238376;56451679;56321358;56448610;7;7;7;6;6;6
677;3;J;3;23;2;2;133583699;144520631;146917511;158508887;166963560;167943897;5870;5953;6153;6521;7134;7314;215630;107815;202310;0;0;0;14;7;13;0;0;0;168273602;150195686;154748215;166737869;176363685;177761270;32;31;32;36;37;38
677;3;J;3;23;2;3;14880187;14812520;15078994;9561865;8728317;7931151;1935;1909;1890;1161;1161;1071;683655;457933;535080;409310;456848;543667;64;43;46;35;37;43;17445728;16963286;17155665;11020525;10506905;9397580;10;10;10;6;6;6
677;3;J;3;23;2;4;3831276,447;;;;;;581;;;;;;0;;;;;;0;;;;;;4647260,112;;;;;;3;;;;;
677;3;J;3;23;2;9;2154491;2154536;2173897;2177218;2174929;2252884;581;581;581;581;581;581;20336;10914;20070;9796;0;20070;4;2;4;2;0;4;2680380;2636897;2688566;2547138;2884693;2992435;3;3;3;3;3;3
678;3;L;1;33;1;1;17834940;15464648;16112464;15483741;15483741;16124826;1890;1701;1701;1701;1701;1701;0;190150;79361;90994;61714;40870;0;39;16;18;12;8;18419859;16162523;16813900;16280038;16117833;17060889;10;9;9;9;9;9
678;3;L;1;33;1;2;175263036;179833288;176338676;178889768;179490260;178483028;19845;20034;19656;20034;19845;19681;0;1808639;733658;859463;1000988;839504;0;187;91;107;131;106;181513121;187999085;185974497;187510199;188589972;189415590;105;106;104;106;105;105
678;3;L;1;33;1;3;8232586;7522312;8101299;7028929;6721891;5503978;1512;1323;1430;1367;1323;1134;0;175839;12081;48404;30690;69733;0;35;3;12;7;16;8574511;8016069;8675994;7389186;7067606;6061864;8;7;8;8;7;6
678;3;L;1;33;1;4;48171644;48611174;50382858;49276712;48064114;49288036;10962;10962;10962;10962;10773;10641;0;475110;367664;466288;516250;538047;0;112;87;107;120;124;50204927;51130323;54025861;53597282;51253511;53598367;58;58;58;58;57;57
678;3;L;1;33;2;1;49212780;50318780;54723300;52257817;52887817;54923300;3402;3402;3591;3591;3591;3591;0;30233;21595;0;21595;38871;0;4;3;0;3;5;50424160;51563039;56142087;53891620;54881894;56382396;18;18;19;19;19;19
678;3;L;1;33;2;2;121694840;122202627;123850072;123790445;124421588;122875462;13608;14175;14364;14175;14175;13986;0;595635;620617;931622;569148;580763;0;74;74;115;68;72;125928406;127026939;130614833;130399309;129964110;129859127;72;75;76;75;75;74
678;3;L;1;33;2;3;3900270;3900270;3961564;4702735;4641441;4707889;756;756;756;756;756;756;0;31414;44453;67420;78238;80083;0;7;10;15;17;17;4042710;4074124;4249554;4957606;5046740;5104824;4;4;4;4;4;4
678;3;L;1;33;2;4;21505794;21512526;22225138;21512526;22149183;22594557;5103;5103;5103;5103;5292;5292;0;729446;408652;1049116;807875;1260375;0;168;93;232;177;278;22416305;23152710;24088530;24000466;24211866;25424404;27;27;27;27;28;28
679;2;N;1;12;1;2;19173696;19233747;18287833;18440672;18743114;16839223;2475;2212;1965;2017;1917;2445;283888;291597;181657;360754;439769;554693;51;35;22;44;54;68;20588457;20644706;19597273;19850387;20252913;18403849;17;17;12;11;11;14
679;2;N;1;12;1;3;7933188;7346657;6972218;7821259;5653372;5442524;2232;722;2200;2786;1815;1927;98931;645776;679030;422478;556050;1255032;38;146;152;95;127;282;8564523;8521060;8232825;8768411;6700100;7219331;16;15;16;17;12;13
679;2;N;1;12;1;4;1768465;1734081;1677458;1677504;1520678;1449667;581;581;581;581;582;580;127509;178335;270564;266124;302381;267363;39;48;77;72;85;75;2049691;2066849;2131380;2096144;1969732;1858799;3;3;3;3;3;3
679;2;N;1;12;1;9;1401054;1334083;1124011;1396448;1187866;1070413;581;582;510;581;582;582;41398;30444;44467;61597;45706;100473;19;12;17;23;17;38;1555136;1472261;1287309;1570579;1347157;1277562;3;3;3;3;3;3
679;2;N;1;12;2;2;2535366;2482376;2482477;2597311;1267598;1131327;387;383;387;383;194;194;207996;0;59215;9439;42112;19765;25;0;7;1;5;3;3039843;2771245;2845673;2899230;1392052;1225883;2;2;2;2;1;1
679;2;N;1;12;2;3;3582746;4140230;4004078;4332964;3321957;2999745;1161;1161;1161;1113;943;849;141158;213322;483414;252666;320602;842263;46;48;109;57;74;190;4001161;4680781;4871549;4926974;3986936;4191068;6;6;6;6;6;6
679;2;N;1;12;2;4;383182;384806;383694;385341;384954;342977;194;194;194;194;194;194;3734;10227;5780;12368;10822;10108;1;4;2;5;5;4;410592;418786;415177;421487;419536;376836;1;1;1;1;1;1
679;2;N;1;12;2;9;1538082;1472919;1474844;917080;1201840;1233362;581;581;581;375;525;528;9713;6650;17553;19297;45909;141454;7;2;6;7;17;53;1694331;1622905;1659501;1053837;1394042;1525360;3;3;3;3;3;3
680;3;F;1;33;1;2;1718395;1718395;1718395;1718395;1718395;1718395;194;194;194;194;194;194;0;0;0;0;0;0;0;0;0;0;0;0;1950892;1951036;1951036;1951036;1951036;1951036;1;1;1;1;1;1
680;3;F;1;33;1;3;2040341;2040341;2040341;2040341;2040341;2040341;194;194;194;194;194;194;0;0;0;0;0;0;0;0;0;0;0;0;2311313;2311722;2319355;2309070;2316646;2313243;1;1;1;1;1;1
680;3;F;1;33;1;4;2571009;2631713;2631713;2631713;2631713;2631713;561;581;581;581;581;581;0;0;0;0;0;0;0;0;0;0;0;0;3289863;3363713;3382839;3354763;3373859;3357292;3;3;3;3;3;3
680;3;F;1;33;1;9;158889;;;;;;45;;;;;;0;;;;;;0;;;;;;210916;;;;;;1;;;;;
680;3;F;1;33;2;1;8420625;10986125;8420625;8420625;8420625;8420625;581;581;581;581;581;581;0;0;0;0;0;0;0;0;0;0;0;0;8793408;11359950;8795579;8796849;8797833;8798320;3;3;3;3;3;3
680;3;F;1;33;2;2;35744654;30771071;30777571;29211557;25428385;25428385;2709;2322;2322;2322;1935;1935;0;0;0;0;0;0;0;0;0;0;0;0;38823290;33429160;33498363;31698519;27487445;27450989;14;14;12;13;11;10
680;3;F;1;33;2;3;10249667;10249667;9137813;7985071;5459098;5459098;1548;1548;1355;1161;774;774;62222;62222;0;0;0;0;16;16;0;0;0;0;11838083;11830296;10538589;9196505;6401050;6392279;8;8;8;7;5;4
680;3;F;1;33;2;4;3022812;2972812;3022812;3022812;1565937;1565937;581;581;581;581;387;387;0;0;0;0;0;0;0;0;0;0;0;0;3559674;3506797;3579641;3551087;1927450;1920364;3;3;3;3;3;2
680;3;F;1;33;2;7;4561375;5061375;5141375;5171375;1808750;1808750;774;968;968;968;387;387;0;0;0;0;0;0;0;0;0;0;0;0;5286743;5800627;5912160;5884610;2081339;2076467;6;5;5;5;2;2
680;3;F;1;33;2;8;3379100;2933500;3802300;3164625;3164625;3164625;639;548;755;581;581;581;0;0;0;0;0;0;0;0;0;0;0;0;3977329;3485348;4450520;3639288;3639288;3639288;4;4;4;3;3;3
680;3;F;1;33;2;9;5776024;;;;;;1026;;;;;;0;;;;;;0;;;;;;7059852;;;;;;16;;;;;
681;3;F;1;33;1;2;11171673;11465917;10342637;10739501;9776076;9652169;1152;1158;1003;1120;965;868;0;0;0;0;0;0;0;0;0;0;0;0;11715970;12029118;10860089;11267211;10252339;10109309;6;6;6;6;6;5
681;3;F;1;33;1;3;8601223;7721723;7515207;8636509;9464256;10783123;1357;1158;1113;1274;1414;1653;64167;0;0;257631;112218;179102;11;0;0;26;12;23;9056571;8051643;7847752;9290732;10021206;11498193;8;6;6;7;9;9
681;3;F;1;33;1;4;4254570;4019506;3290525;3294499;3119116;2831352;939;940;694;727;579;508;0;15993;0;0;0;0;0;3;0;0;0;0;4515006;4256795;3481187;3466085;3278692;2985300;6;5;5;4;3;3
681;3;F;1;33;1;9;1089598;453626;450264;453766;453066;450264;430;193;193;193;193;193;0;13448;0;14008;11207;0;0;5;0;5;4;0;1162688;492976;475377;493733;490075;475403;3;1;1;1;1;1
681;3;F;1;33;2;2;84298104;75272744;70401351;70400382;69299452;70491371;6804;6169;5794;5826;5841;5988;538764;218321;53278;38422;35467;0;60;33;10;7;6;0;88469549;78672221;73536914;73496021;72345448;73555871;41;33;45;37;36;36
681;3;F;1;33;2;3;57045477;42340950;41719409;45774221;46464015;46523225;7752;6031;5806;6329;6599;6722;1018398;421530;454636;613139;651230;453724;123;50;56;89;75;54;60991162;44839180;44147904;48625525;49404137;49330003;43;36;38;37;38;38
681;3;F;1;33;2;4;24871920;14574290;17033659;20518690;18326627;19752649;6661;4715;5704;6258;5776;6258;111710;129701;0;163745;13358;197923;22;39;0;37;3;33;26547473;15590463;18073493;21886779;19382145;21360456;40;30;38;36;32;38
681;3;F;1;33;2;5;1270616;875201;875201;875201;875201;875201;386;153;153;153;153;153;0;0;0;0;0;0;0;0;0;0;0;0;1346037;933574;933574;933574;933574;933574;2;2;2;2;2;2
681;3;F;1;33;2;7;121961720;66962116;49436099;91700295;74656166;77785811;29543;17515;12629;18831;19383;21113;8521279;1937151;1321331;5719811;1293437;712030;1772;372;245;882;231;109;138541009;73362920;53814774;102950757;80329847;83593617;206;114;109;127;120;130
681;3;F;1;33;2;8;35098267;26830109;22327188;29206819;32746076;27911111;7462;5887;4709;5639;7068;5961;1360281;1493892;1288132;2547650;2359876;1772813;240;252;217;390;401;301;38546657;29797758;24868078;33450773;36958955;31402845;56;35;40;42;41;44
681;3;F;1;33;2;9;4787675;2029408;2225046;3327316;3135395;3421084;1170;579;617;940;868;965;0;62030;60714;33600;129579;126288;0;15;14;9;27;22;5096726;2179637;2391185;3529046;3436860;3724433;8;3;5;5;6;5
682;3;L;1;23;1;1;4691465;4691465;4691465;4724689;4691465;4724689;378;378;378;378;378;378;0;0;0;0;0;0;0;0;0;0;0;0;4785501;4785765;4786049;4819595;4786485;4819965;2;2;2;2;2;2
682;3;L;1;23;1;2;15746234;15011693;15044917;15117796;15018124;16116019;2649;2460;2460;2460;2460;2649;0;0;0;94504;0;0;0;0;0;15;0;0;16125620;15369854;15413700;15581235;15584981;16511303;14;13;13;13;13;14
682;3;L;1;23;1;3;5450340;6278562;7263533;7064189;7064189;7329981;1514;1514;1703;1703;1703;1703;0;0;107105;37802;37802;0;0;0;17;6;6;0;5565689;6411309;7519959;7251312;7344662;7479302;8;8;9;9;9;9
682;3;L;1;23;1;4;25736462;26170649;26735457;25743623;25677175;26317881;6811;6811;6811;6622;6622;6622;36951;0;145649;83621;89674;0;9;0;34;19;24;0;26309687;26711225;27417562;26360260;26687741;26850205;36;36;36;35;35;35
682;3;L;1;23;2;1;12380832;12380832;12380832;17251920;17681229;17268769;1135;1135;1135;1514;1512;1514;92033;0;184067;82830;92033;92033;10;0;20;9;10;10;12736753;12645116;12829609;17694849;18196241;17722266;6;6;6;8;8;8
682;3;L;1;23;2;2;25854232;27004945;28145314;23108106;23108106;22416399;3926;4020;4162;3784;3784;3595;56702;0;277212;63003;138606;0;9;0;44;10;22;0;26555662;27670030;29118433;23772432;24112629;22991550;22;22;22;20;20;19
682;3;L;1;23;2;3;13704376;18277167;18018395;18539961;18562016;18225494;3216;4352;4162;4162;4162;4162;0;0;0;25201;70992;0;0;0;0;4;19;0;14002341;18664361;18404426;18955747;19261345;18614228;17;23;22;22;22;22
682;3;L;1;23;2;4;18263166;21791486;22164763;21669278;21841320;22173560;4730;5676;5676;5670;5676;5676;90241;0;171755;12892;57915;57915;28;0;46;4;11;11;18740094;22227379;22773271;22115535;22616201;22667758;25;30;30;30;30;30
682;3;L;1;23;2;8;17848435;18256123;19096191;18398487;18398487;19096191;4919;5108;5108;5108;5108;5108;314652;0;929694;529259;305747;624160;114;0;320;175;113;219;18523996;18625622;20398359;19300220;19345669;20092825;26;27;27;27;27;27
683;3;L;1;23;1;1;4943522;4929643;5017603;4915765;4929643;5038421;189;189;189;189;189;189;0;0;0;0;0;0;0;0;0;0;0;0;5003464;5021082;5109205;4976204;5083637;5161764;1;1;1;1;1;1
683;3;L;1;23;1;2;67066742;67550344;65126087;64993191;64993191;65126087;5248;5292;5292;5292;5292;5292;0;0;0;0;0;0;0;0;0;0;0;0;68632514;69306461;67923605;67001875;68217564;68691130;28;28;28;28;28;28
683;3;L;1;23;1;4;12733659;12733659;12999451;12733659;12733659;12999451;2079;2079;2079;2079;2079;2079;0;0;0;0;0;0;0;0;0;0;0;0;13147282;13147282;13798060;13147282;13147282;13881782;11;11;11;11;11;11
683;3;L;1;23;1;5;446687;446687;514137;448739;448791;482015;189;189;189;189;189;189;0;0;0;0;0;0;0;0;0;0;0;0;465094;465094;543575;467146;467198;511453;1;1;1;1;1;1
