EMPRESA_GENERICA;TAMANO_EMPRESA;CATEGORIA;ID_DIVISION;TT;SEXO;GRUPO;RO (ENE);RO (FEB);RO (MAR);RO (ABR);RO (MAY);RO (JUN);HO (ENE);HO (FEB);HO (MAR);HO (ABR);HO (MAY);HO (JUN);RE (ENE);RE (FEB);RE (MAR);RE (ABR);RE (MAY);RE (JUN);HE (ENE);HE (FEB);HE (MAR);HE (ABR);HE (MAY);HE (JUN);C (ENE);C (FEB);C (MAR);C (ABR);C (MAY);C (JUN);NT (ENE);NT (FEB);NT (MAR);NT (ABR);NT (MAY);NT (JUN)
1;2;D;14;22;1;3;1210475;1210475;1210475;1210475;657488;1210475;194;194;194;194;97;194;0;0;0;0;0;0;0;0;0;0;0;0;1282740;1282740;1282740;1282740;696740;1282740;1;1;1;1;1;1
1;2;D;14;22;1;4;1921687;1926833;1926833;1926833;1926833;1926833;581;581;581;581;581;581;0;0;0;0;0;0;0;0;0;0;0;0;2036412;2041865;2041865;2041865;2041865;2041865;3;3;3;3;3;3
1;2;D;14;22;2;1;3419848;3419848;3419848;3419848;3419848;3419848;387;387;387;387;387;387;0;0;0;0;0;0;0;0;0;0;0;0;3624013;3624013;3624013;3624013;3624013;3624013;2;2;2;2;2;2
1;2;D;14;22;2;2;2772019;3059569;2936724;3050793;2887593;2862046;387;387;387;387;387;387;0;0;0;0;0;0;0;0;0;0;0;0;2937509;3242225;3112046;3232925;3059982;3203333;2;2;2;2;2;2
1;2;D;14;22;2;3;1815433;1815433;;;;;285;285;;;;;0;0;;;;;0;0;;;;;1923814;1923814;;;;;2;2;;;;
1;2;D;14;22;2;4;241666;856795;831795;831795;831795;831795;97;291;194;194;194;194;0;0;0;0;0;0;0;0;0;0;0;0;256093;907946;881453;881453;881453;881453;1;2;1;1;1;1
1;2;D;14;22;2;6;2468184;2815591;2159291;2514817;2525336;2178475;387;387;387;387;387;387;0;0;0;0;0;0;0;0;0;0;0;0;2615535;2983682;2288201;2664952;2676099;2308530;2;2;2;2;2;2
1;2;D;14;22;2;7;12746487;17860086;19263118;19865343;21499540;29453794;4346;5999;6386;7160;6966;5651;112972;115976;339680;424321;556566;64130;80;82;240;300;393;45;13627169;19049233;20773085;21500957;23372856;31280144;25;31;33;37;36;32
2;3;C;4;33;1;1;10179617;10179617;10179617;10179617;10302772;10301772;189;189;189;189;189;189;0;0;0;0;0;0;0;0;0;0;0;0;10376533;10376703;10376886;10377093;10500408;10499486;1;1;1;1;1;1
2;3;C;4;33;1;2;13175845;13848266;13791817;12922856;14661558;14190046;1512;1626;1644;1575;1695;1582;0;0;109685;582929;18993;158077;0;0;12;60;2;16;14663262;15515730;15617439;15194440;16373582;16027370;8;9;9;9;9;9
2;3;C;4;33;1;3;6573660;6535701;6407594;6534687;6619476;5515034;1323;1323;1297;1323;1323;1128;260254;124079;120201;312753;129643;56255;35;16;16;44;17;7;8121513;7950330;7816530;8665353;8031690;6789998;7;7;7;7;7;7
2;3;C;4;33;1;4;5516396;6091974;5961547;5542882;5477097;5991067;1134;1317;1297;1235;1191;1273;118657;143679;172117;346888;81488;409021;16;20;26;48;11;52;6865831;7503256;7404241;7324069;6994782;7843786;7;7;7;8;8;8
2;3;C;4;33;1;5;784057;807690;824205;785074;794493;794493;189;189;189;189;189;189;77693;0;0;77693;0;52417;12;0;0;12;0;8;1025893;969977;986037;1026941;956409;1010514;1;1;1;1;1;1
2;3;C;4;33;1;9;330000;308000;330000;319000;333960;311696;189;176;189;183;189;176;0;0;0;0;0;48053;0;0;0;0;0;19;484302;461105;484302;472704;488478;512669;1;1;1;1;1;1
2;3;C;4;33;2;1;95592373;95592372;95592373;95592373;96701779;96668841;1323;1323;1323;1323;1323;1323;0;0;0;0;0;0;0;0;0;0;0;0;96986294;96987526;96988856;96990356;98100924;98068551;7;7;7;7;7;7
2;3;C;4;33;2;2;132217885;132172092;132240941;131237916;134569006;132069613;8978;9072;9021;9047;9028;8701;2128721;1178701;1475005;3483303;1802902;1502911;109;65;87;209;95;72;145694046;144677742;145061266;146219448;147697685;144791490;48;48;48;49;48;48
2;3;C;4;33;2;3;40909527;40013613;40036242;40721456;39904236;40899828;6180;5973;5846;5853;5916;6099;1176783;589961;365105;2781128;376823;1789029;119;61;35;289;36;176;48838248;46978114;46636561;49782164;46636128;49103602;35;33;32;32;33;33
2;3;C;4;33;2;4;17459396;17281361;17337903;16501143;16982284;16908491;3288;3332;3396;3169;3201;3188;854288;621607;363948;1180952;882066;720733;135;96;62;182;134;105;21895738;21427106;21107148;21072500;21112026;20860933;19;19;18;18;17;17
2;3;C;4;33;2;5;31971596;31379513;30349223;28272328;29047290;28878917;7219;7006;6917;6646;6735;6697;1738870;300000;692913;3189797;1113096;1573405;214;57;113;563;147;249;40833702;38649044;37897240;38397619;36770613;37055044;39;39;38;38;37;37
2;3;C;4;33;2;7;152515231;156480325;155036701;159188332;159658052;169008142;51162;52315;52000;53519;52863;55194;5866574;2671378;2619606;20517309;4058961;8543155;1269;587;594;4441;632;1812;210017923;210122319;208816624;232035944;215673750;229549389;314;309;310;310;321;311
2;3;C;4;33;2;8;69228709;73813308;74076585;73069830;75417003;85060295;14024;14754;14963;15164;15624;17092;3035529;1466824;2390121;8888155;1895087;6548122;449;241;367;1228;282;893;89133096;90582528;91914975;97678528;93964632;109264080;95;83;84;84;92;95
2;3;C;4;33;2;9;3231879;3389426;3403875;3210595;3260183;3256978;945;938;945;945;945;939;439024;374689;158640;861714;890161;703325;84;63;32;154;154;116;4559478;4640886;4428963;4965882;5047502;4845234;5;5;5;5;5;5
3;1;O;3;11;1;4;319481;315731;324356;311981;311981;345731;194;194;194;194;194;194;0;0;0;0;0;0;0;0;0;0;0;0;358858;359691;363952;365896;351020;386289;1;1;1;1;1;1
3;1;O;3;11;1;6;764342;603920;647320;640871;656167;590464;388;388;388;388;388;388;0;0;0;0;0;0;0;0;0;0;0;0;843737;676096;721449;747186;730695;662035;2;2;2;2;2;2
3;1;O;3;11;2;1;670711;670711;670711;670711;670711;670711;194;194;194;194;194;194;0;0;0;0;0;0;0;0;0;0;0;0;715893;715893;715893;746093;715893;715893;1;1;1;1;1;1
3;1;O;3;11;2;2;670711;670711;670711;670711;670711;670711;194;194;194;194;194;194;0;0;0;0;0;0;0;0;0;0;0;0;715893;715893;715893;746092;715893;715893;1;1;1;1;1;1
3;1;O;3;11;2;3;573473;566473;566473;566473;566473;598406;388;388;388;388;388;388;0;0;0;0;0;0;0;0;0;0;0;0;649279;641964;641964;668266;641964;675334;2;2;2;2;2;2
4;2;O;3;12;1;2;;1272063;1130249,599;1159352,903;1142588,631;1136543,832;;194;194,0788384;193,3791283;192,4825156;183,5180866;;0;0;0;0;0;;0;0;0;0;0;;1402899;1252567,99;1288999,551;1271461,791;1262710,966;;1;1,00359269;0,980253325;0,954457185;0,978318614
4;2;O;3;12;1;3;1111438,165;;2475933;2636172;2546172;2546172;52;;375;387;387;388;0;;0;0;0;0;0;;0;0;0;0;1280101,146;;2715033;2895422;2743769;2743769;1;;2;2;2;2
4;2;O;3;12;1;4;;1988314;1989752,76;1393363,157;1393363,157;1390436,678;;194;187,4832041;145,374677;145,374677;142,7038305;;0;0;0;0;0;;0;0;0;0;0;;2160047;2162469,823;1546616,754;1546616,754;1542434,171;;1;1;0,75;0,75;0,740384615
4;2;O;3;12;2;1;5211446,685;5792716;5199668;5199668;5199668;5199668;189;194;194;194;194;194;0;0;0;0;0;0;0;0;0;0;0;0;5426520,378;5917046;5357069;5431377;5328599;5328702,556;1;1;1;1;1;1
4;2;O;3;12;2;2;2311101,623;11993556;5953897;5801066;5953897;5953897;188,408237;970;582;563;582;582;0;0;0;0;0;0;0;0;0;0;0;0;2463465,497;12837204;6271819;6264023;6298188;6298327;0,97752809;5;3;3;3;3
4;2;O;3;12;2;3;24570557,91;13121627;21300843;21300843;21300843;21149028;1017,171137;1552;1940;1940;1940;1914;0;0;0;0;0;0;0;0;0;0;0;0;26835536,79;14271550;22769370;22905320;22826633;22278444;11,16541353;8;10;10;10;10
5;1;O;3;11;1;2;534099;476386;389563;432848;432848;432848;246;164;149;194;194;194;0;0;0;0;0;0;0;0;0;0;0;0;564970;506969;415128;458413;458413;458413;2;1;1;1;1;1
5;1;O;3;11;1;4;330000;330000;330000;330000;330000;330000;194;194;194;194;194;194;0;0;0;0;0;0;0;0;0;0;0;0;341154;341154;341154;341154;341154;341154;1;1;1;1;1;1
5;1;O;3;11;1;9;165000;165000;126500;165000;165000;165000;97;97;74;96;96;96;0;0;0;0;0;0;0;0;0;0;0;0;168251;168251;128992;168251;168251;168251;1;1;1;1;1;1
5;1;O;3;11;2;1;981500;981500;981500;981500;981500;981500;194;194;194;194;194;194;0;0;0;0;0;0;0;0;0;0;0;0;1014675;1014675;1014675;1014675;1014675;1014675;1;1;1;1;1;1
5;1;O;3;11;2;2;609830;609830;609830;609830;609830;609830;194;194;194;194;194;194;0;0;0;0;0;0;0;0;0;0;0;0;643131;645079;645079;645079;645079;645079;1;1;1;1;1;1
5;1;O;3;11;2;3;1837301;1834208;1784498;1845667;1822780;1780830;776;774;774;774;774;774;0;0;0;0;0;0;0;0;0;0;0;0;1939402;1936204;1884231;1947621;1897163;1874125;4;4;4;4;4;4
5;1;O;3;11;2;6;766480;846070;763180;763914;770879;776011;387;387;387;387;387;387;0;0;0;0;0;0;0;0;0;0;0;0;803451;877608;791916;792675;799875;805181;2;2;2;2;2;2
6;3;C;3;33;1;1;106590579;84636536;95372640;103830871;90099540;96155346;2942;2393;2573;2574;2580;2574;0;0;0;0;0;0;0;0;0;0;0;0;109107789;86461930;97548881;105864312;92254240;98276672;16;13;14;14;14;14
6;3;C;3;33;1;2;435254521;424886460;432065470;450417189;439909117;440784175;22182;21798;21594;21948;22515;22671;0;0;0;0;0;0;0;0;0;0;0;0;455177500;441869645;449146959;466932082;457491240;458540176;122;120;119;121;124;125
6;3;C;3;33;1;3;4517492;1671439;945590;4548109;5328215;5881411;361;103;82;361;361;512;0;0;0;0;0;0;0;0;0;0;0;0;4815756;1744691;1040522;4828971;5577410;6205498;2;2;2;2;2;3
6;3;C;3;33;1;4;28116276;26729735;27108522;30477201;30381534;31553220;2565;2184;2222;2565;2571;2565;0;0;0;0;0;0;0;0;0;0;0;0;33190900;28153298;28672318;31951821;31941896;33179819;14;14;14;14;14;14
6;3;C;3;33;1;7;49769144;50206357;47641283;58234822;64499075;58990918;8857;8463;8437;8857;8858;8669;0;0;0;0;0;0;0;0;0;0;0;0;56056893;56490698;53788894;65509456;68596485;62694186;48;48;48;48;49;48
6;3;C;3;33;1;8;323039873;164375435;116388208;297737832;314928895;284762039;38265;19960;18418;38265;34856;34856;0;0;0;0;0;0;0;0;0;0;0;0;376895701;180885777;139310827;328336386;334957613;303145387;210;210;210;210;193;193
6;3;C;3;33;2;1;1024512708;1031320749;1031599989;1079673772;1103318495;1061247157;22905;22348;22348;22529;22738;22717;0;0;0;0;0;0;0;0;0;0;0;0;1039930150;1045968808;1046682543;1094481570;1120723642;1077573638;126;123;123;124;125;125
6;3;C;3;33;2;2;2689375874;2777746916;2759351469;3084093026;2894958429;2751893786;129487;129472;129832;129661;130238;131106;0;0;0;0;0;0;0;0;0;0;0;0;2787393009;2870829133;2853036418;3177290578;2989616635;2846864216;716;716;718;717;720;725
6;3;C;3;33;2;3;334714380;133557450;81043095;310624858;322837553;303430614;23124;7393;6407;23124;23306;23666;0;0;0;0;0;0;0;0;0;0;0;0;354020742;140209472;88710750;328666924;338401480;318771869;128;128;128;128;129;131
6;3;C;3;33;2;7;1088050384;473774788;272540415;1011524694;1058145237;978899285;86327;28960;24570;86327;87410;87952;0;0;0;0;0;0;0;0;0;0;0;0;1189315414;500024646;303373662;1081342671;1115625838;1034197181;478;478;478;478;484;487
6;3;C;3;33;2;8;4017484551;1702573904;940580717;3762551856;3914674431;3590537315;321287;103793;86417;320926;320384;320384;0;0;0;0;0;0;0;0;0;0;0;0;4411515799;1797445371;1059469621;4026835785;4133072310;3799418887;1779;1778;1778;1777;1774;1774
6;3;C;3;33;2;9;2293086;1257324;462182;1985038;2121359;1970212;181;52;41;181;181;181;0;0;0;0;0;0;0;0;0;0;0;0;2529642;1337777;495011;2153015;2260168;2103398;1;1;1;1;1;1
7;3;M;1;33;1;1;72436157;74256367;74699526;76460003;82072347;82092519;3780;3780;3591;3591;4158;4158;0;0;0;0;0;0;0;0;0;0;0;0;74447315;76311938;76768177;78588339;84357599;84378528;20;20;20;21;22;22
7;3;M;1;33;1;2;872598190;878163788;869278784;866934185;865075415;862875636;76664;76002;75671;75718;75765;75387;0;0;0;0;502874;237899;0;0;0;0;60;23;902285595;907097229;897787270;896095924;894048489;891562909;446;447;444;444;442;437
7;3;M;1;33;1;3;52203340;50734970;49368394;48869159;48910668;48931399;15264;15264;14744;14744;14744;14744;0;0;0;0;131119;108420;0;0;0;0;37;30;55488586;53936701;52569202;52254890;52248797;52247335;84;83;81;80;80;80
7;3;M;1;33;1;4;223613085;223302515;221312296;221596709;222427347;223374170;63317;62750;62561;62561;62703;62892;0;0;0;0;975628;867119;0;0;0;0;211;171;240724766;240248350;238208612;239396876;240352293;241169912;338;336;333;333;335;336
7;3;M;1;33;1;9;9322295;9322295;9344850;9344850;9353880;9804960;3780;3780;3780;3780;3780;3969;0;0;0;0;20448;31550;0;0;0;0;7;9;9883261;9883261;9906364;9942994;9936063;10424960;20;20;20;20;20;21
7;3;M;1;33;2;1;144244249;144244249;142904232;138664102;136151682;129079570;6426;6426;6237;6048;5859;5670;0;0;0;0;0;0;0;0;0;0;0;0;149036876;149002926;147648875;143310103;140727389;133626869;34;34;34;32;31;31
7;3;M;1;33;2;2;1721538761;1725485436;1740765660;1747771063;1768126518;1769033637;120942;121227;122454;122926;123822;123397;0;0;0;0;728390;0;0;0;0;0;80;0;1766631209;1767319828;1783162742;1790726707;1811951387;1812190545;687;690;697;700;708;708
7;3;M;1;33;2;3;114516095;114047928;111289324;108636620;108603056;109605911;31093;30904;29770;29203;29392;29770;0;0;0;0;619102;687200;0;0;0;0;140;153;122868978;122324786;119501269;116988428;117236995;118347775;168;167;163;160;158;160
7;3;M;1;33;2;4;92148544;92095484;94340343;94512881;93442538;92622795;22822;22633;23389;23200;22822;22822;0;0;0;0;974286;192563;0;0;0;0;244;39;99284151;99228435;101598600;102046136;101560112;99912963;122;121;124;124;123;121
7;3;M;1;33;2;9;72547292;72139588;69886938;69726048;70259914;69760871;24288;24288;23532;23343;23532;23532;0;0;0;0;423831;325801;0;0;0;0;114;86;78980812;78529497;76057261;76132626;76837923;76208396;130;130;125;125;126;126
8;3;D;12;33;1;1;2100635;2100635;2100635;2100635;2100635;2100635;194;194;194;194;194;194;0;0;0;0;0;0;0;0;0;0;0;0;2713525;2714780;2716135;2717654;2718835;2719414;1;1;1;1;1;1
8;3;D;12;33;1;2;3810989;2777489;4435816;4979600;5644189;4622809;581;387;581;639;806;658;39636;0;0;0;435000;0;4;0;0;0;82;0;4932471;3542044;5730267;6335454;8009197;6133741;3;2;4;4;6;4
8;3;D;12;33;1;3;1509218;1361922;1978729;2207327;3070775;1263698;219;206;284;387;458;194;45073;0;0;0;513678;0;2;0;0;0;69;0;1978708;1739650;2505088;2793777;4507242;1602851;3;3;4;2;3;1
8;3;D;12;33;1;4;1961178;2120873;3056356;4043942;5083380;4649926;581;639;877;1129;1303;1322;0;0;0;0;201556;0;0;0;0;0;41;0;2535357;2743117;3953640;5176110;6737875;5968398;3;4;6;6;7;7
8;3;D;12;33;1;9;226108;365171;629830;45938;2241622;1533372;116;135;226;19;774;393;0;0;0;0;287000;12630;0;0;0;0;54;2;293387;469167;814650;57819;3250727;2181728;2;2;2;1;4;3
8;3;D;12;33;2;1;30998060;30171722;30707350;30307892;30449722;27728562;1516;1548;1554;1548;1548;1355;0;0;0;0;0;0;0;0;0;0;0;0;39596729;40223839;40478475;40511211;41820474;36330556;9;8;9;8;8;8
8;3;D;12;33;2;2;16355381;19866045;26769285;30863303;30466354;25719727;1941;2290;2973;3348;3437;2928;266252;285628;569928;578704;1208276;1541446;27;29;56;57;138;148;21368633;26262083;35262178;40010929;40393917;36499539;14;14;17;23;19;18
8;3;D;12;33;2;3;20810484;21077925;30792291;36237142;39846705;38206065;2767;2909;4289;4870;5102;4838;3294;285942;863317;372916;1224509;1277659;1;38;113;49;128;154;26156301;26978889;40254078;46189266;52059689;52574903;19;19;30;29;36;32
8;3;D;12;33;2;4;2045130;2156892;2568841;4004864;5564452;4077890;387;387;458;793;968;774;179965;214005;593934;147305;206550;174420;35;34;89;33;45;38;2792235;2975732;4046396;5329399;7545200;6098792;2;2;3;5;5;5
8;3;D;12;33;2;5;2506625;2506625;2757103;2705584;2618285;2449050;968;968;839;1058;961;968;0;0;0;0;0;0;0;0;0;0;0;0;3321610;3321610;3637157;3597741;3462337;3249026;5;5;5;6;5;5
8;3;D;12;33;2;8;9975338;8246616;10393730;11256818;11863112;11531815;1445;1284;1625;1735;1832;1883;417662;315066;786682;730450;889671;701639;53;49;106;98;132;103;13421189;11294072;14528425;15656684;16342845;16681836;9;10;9;9;10;11
8;3;D;12;33;2;9;111059526;104508970;124240553;122071326;201768772;133710597;28109;25819;28612;28554;39377;29283;6677003;6384949;7381558;4736929;31594460;9129139;1465;1466;1610;1017;2449;1949;150438074;141379348;167263829;160734806;294614955;185758016;196;163;221;170;333;183
9;1;O;3;11;1;1;1202576;1296576;1202576;1202576;1202576;1202576;194;194;194;194;194;194;0;0;0;0;0;0;0;0;0;0;0;0;1246711;1344160;1246711;1246711;1246711;1246711;1;1;1;1;1;1
9;1;O;3;11;1;4;1259667;1217465;1249092;990518;1120035;1185725;679;679;654;485;582;582;86295;36300;39600;113025;0;0;53;22;24;68;0;0;1617475;1517859;1547635;1335503;1351226;1423252;4;4;4;3;3;3
9;1;O;3;11;2;2;1001658;996203;1100435;955941;1020178;1003244;388;388;388;388;388;388;0;0;0;0;0;0;0;0;0;0;0;0;1153691;1148239;1252471;1107977;1172214;1155280;2;2;2;2;2;2
9;1;O;3;11;2;3;324000;324000;324000;324000;324000;324000;194;194;194;194;194;194;0;0;0;0;0;0;0;0;0;0;0;0;341688;341689;341689;341689;341689;341689;1;1;1;1;1;1
10;3;D;17;33;1;7;27633930;25820484;27438037;27039775;28197012;27362219;8505;8316;8316;8517;8883;8316;24984;80522;41052;51390;62441;97965;10;31;16;22;29;36;28985576;27198401;28716511;28337623;29506368;28678009;45;44;44;46;47;44
10;3;D;17;33;2;7;188366768;189751798;188415790;188481082;192670801;197946441;56322;57267;58401;56322;58779;58023;1176342;1354098;1230128;1972819;537731;1016419;481;491;364;544;160;260;198816039;200592860;198888105;199730509;202615319;208500702;298;303;309;298;311;307
11;3;M;1;23;1;1;24042993;23278461;23323510;23484165;22102212;23633776;1828;1795;1828;1830;1742;1699;0;0;0;0;0;0;0;0;0;0;0;0;25352711;24507352;24634074;24705791;23368494;24897695;11;11;11;11;11;10
11;3;M;1;23;1;2;29380383;24072780;25190250;25319001;26628152;27639876;3234;3012;3296;3507;3748;3747;2055388;1499294;1504319;5601231;5792350;4892383;177;120;161;693;721;616;34018773;27686756;29204548;33582478;35434247;35582033;35;34;35;37;38;38
11;3;M;1;23;1;3;14562806;12422628;13556783;26449876;16729375;17614197;1930;2086;2182;2279;2182;2720;0;0;0;0;0;0;0;0;0;0;0;0;16285595;13984768;15249608;28345228;18550208;19522126;11;11;12;12;12;15
11;3;M;1;23;1;4;16538920;16989136;17621308;17897065;18015825;18292292;4386;4687;4687;4687;4633;4580;1396160;1576023;2222213;1679353;585647;545873;272;308;450;309;108;107;20425946;20961795;22898715;22058780;21465334;21633403;25;26;26;26;26;26
11;3;M;1;23;1;9;1243510;1248484;1248484;1248484;1259720;1259720;570;570;570;570;570;570;91632;261675;50008;67555;60361;113960;24;75;16;20;19;37;1622116;1784485;1603566;1573117;1618472;1660982;3;3;3;3;3;3
11;3;M;1;23;2;1;27332208;30510698;30084386;29734770;29118727;26085130;1871;2043;2000;1978;1914;1742;0;0;0;0;0;0;0;0;0;0;0;0;28876413;32098691;31781992;31326974;30766071;27481826;11;12;12;12;11;10
11;3;M;1;23;2;2;41419539;38933273;41009266;40867506;41950087;42217127;5431;5459;5932;5773;5768;5811;2633867;2288155;2010471;6227559;6640104;5970225;232;263;191;751;768;771;47960463;44604541;46752886;51106182;52857415;52446583;45;46;50;48;48;48
11;3;M;1;23;2;3;9755356;9098881;8697645;13243721;10272833;11351315;2520;2520;2326;2326;2326;2875;130547;177941;128375;0;114102;240080;26;34;25;0;22;38;11455620;10761367;10242515;14641092;11870815;13263284;13;13;12;12;12;15
11;3;M;1;23;2;4;1190837;1195601;1195601;1195601;1206362;1206362;376;376;376;376;376;376;329847;295571;75709;134667;67965;42212;74;68;18;31;16;10;1806723;1696375;1573849;1583248;1555916;1521362;2;2;2;2;2;2
11;3;M;1;23;2;9;8380074;8950929;8751133;8965769;8960370;9074759;3238;3343;3343;3537;3537;3537;2536469;3043671;2382110;1709151;1448698;1192362;674;912;728;492;433;356;12880341;13702153;13330177;12527700;12548605;12294623;18;18;18;19;19;19
12;3;M;1;33;1;1;572107532;542708774;706799184;685873085;600800109;517824286;35678;35190;36468;37852;38260;33712;0;0;0;0;0;0;0;0;0;0;0;0;601966687;572507702;737050448;717683454;633346252;547242986;190;187;194;201;203;179
12;3;M;1;33;1;2;4738679295;4685873419;5133994600;4884822903;4799518853;4697690061;536061;521221;577929;606897;608315;592509;67420585;53378774;27607007;32993706;110109137;50466520;4974;4014;2020;2397;8334;3716;5068096590;5144984757;5420421257;5176340436;5168360767;5000483943;2864;2782;3082;3236;3244;3161
12;3;M;1;33;1;3;1210281223;1163427818;1272123416;1199457078;1149359622;1328609401;286576;281639;270100;266854;266114;289622;31802835;23458795;8098901;11228065;54094234;30494886;5428;3908;1176;1559;9585;4479;1420041339;1315524376;1456072808;1337320706;1327221361;1492640134;1533;1506;1445;1427;1424;1548
12;3;M;1;33;1;4;1389455116;1228792836;1387972227;1314884727;1251824427;1261048906;329561;323969;324826;322377;322013;322812;10464378;7805424;9131145;9542450;13797846;10725729;1882;1441;1567;1761;2644;2016;1657345084;1428918936;1626267900;1517205626;1456158818;1459198111;1758;1725;1730;1718;1717;1708
12;3;M;1;33;1;5;97547001;94289318;93521812;94435930;83916452;83451418;43775;41153;40764;38625;37977;37794;3530197;2223174;509527;1143889;6946323;3004475;922;586;130;260;1752;761;126957026;113754165;120689418;113178261;107736195;102799505;234;220;218;207;204;203
12;3;M;1;33;1;7;201623980;190843439;216816788;196275239;215218716;201304014;58448;57726;58179;55032;55395;57591;2959969;1368144;1099227;1894040;3357254;2453619;676;288;304;504;739;591;243284374;221003423;251189181;226863880;247163166;233017052;313;309;311;295;297;309
12;3;M;1;33;1;8;120000;120000;120000;120000;120000;940139;20;20;20;20;20;201;0;0;0;0;0;0;0;0;0;0;0;0;123685;123641;123666;123645;123660;1020417;1;1;1;1;1;2
12;3;M;1;33;1;9;1537639;1428366;1479129;1663931;1414685;1182063;567;567;567;567;567;557;61048;58848;0;0;58400;0;12;12;0;0;12;0;1961504;1631031;1806774;1814198;1617905;1300976;3;3;3;3;3;3
12;3;M;1;33;2;1;561426370;547921774;665744648;643147326;585909049;553811895;28682;29257;30226;30617;30750;28087;0;0;0;0;0;0;0;0;0;0;0;0;586794437;571781876;690403023;668362909;611047931;577592083;152;155;160;162;163;149
12;3;M;1;33;2;2;5233588501;5003038273;5804235570;5338419332;5300092973;5264107883;402523;389960;484469;545087;550257;551973;22879956;15437427;10858524;10894910;31145291;12664582;1469;1120;791;693;2143;962;5479373109;5268108593;6042622385;5575723886;5557012111;5499049108;2131;2064;2564;2885;2913;2922
12;3;M;1;33;2;3;594322888;537374785;606782937;543799445;535604383;717053444;106171;105380;104641;103332;103887;119341;14094977;7322261;10820927;7972595;15021158;17948467;2242;1277;1533;1147;2534;2330;686460241;608920111;688989085;614886065;613393115;804507066;563;559;555;548;551;633
12;3;M;1;33;2;4;397025542;337532834;387507853;362230736;357098295;343779412;94726;93399;96049;92553;95037;93771;13498543;5448184;11457542;13259286;14336019;13483639;2579;1018;2287;2591;2837;2565;483975871;399738202;464864486;432454301;428890782;413394673;502;495;511;502;504;498
12;3;M;1;33;2;5;36242662;37639742;34461991;36441483;32622112;29897960;13971;14504;13173;12074;11694;11429;1441372;981440;377923;400037;2347619;983526;251;207;60;76;460;191;44370994;43963833;43024595;41647806;39499243;35024617;74;77;70;64;62;61
12;3;M;1;33;2;7;133848272;121704593;139896404;130120479;140363941;134946226;35164;34748;33750;34245;34738;34942;3193561;2175936;2105488;2840378;5678761;4033183;700;475;482;627;1148;883;162146963;142703395;163884812;152491238;165131334;157985654;187;185;180;183;185;186
12;3;M;1;33;2;8;30115774;27045925;30052198;29914384;28746892;29232378;7936;7749;7938;8127;8127;8297;3500426;213006;4053124;3998431;4072806;4518592;666;39;702;734;751;838;39325081;32484371;39856383;39537411;38428746;39315054;42;41;42;43;43;44
12;3;M;1;33;2;9;43920912;37962663;42483480;43305764;40901587;40472884;12760;12658;12594;12791;12789;12779;2196534;969991;1009391;770283;4127957;2046136;471;199;238;159;787;424;52961658;44824684;52319689;50373654;51356226;48542361;68;68;67;68;68;68
13;1;O;3;11;1;1;664929;664929;664929;664929;662356;664929;194;194;194;194;194;194;0;0;0;0;0;0;0;0;0;0;0;0;679624;679624;679623;679624;677051;679624;1;1;1;1;1;1
13;1;O;3;11;1;4;435452;435452;435452;435452;435442;392328;194;194;194;194;194;168;0;0;0;0;0;0;0;0;0;0;0;0;445076;445076;445076;445076;445066;401000;1;1;1;1;1;1
13;1;O;3;11;2;2;884966;884966;1068286;1188874;886774;1274000;194;194;194;194;194;194;0;0;0;0;0;0;0;0;0;0;0;0;904524;904524;1091895;1215148;906371;1302155;1;1;1;1;1;1
13;1;O;3;11;2;3;3157953;3241401;3023313;3049355;3193471;3114016;1455;1358;1410;1436;1455;1387;17036;0;18480;42876;25345;21294;8;0;11;26;9;9;3242283;3308616;3107912;3159464;3286305;3197860;10;10;10;10;10;10
14;3;D;1;33;1;1;24429110;24046067;24525308;24385070;24270642;24293345;774;774;774;774;774;774;0;0;0;0;0;0;0;0;0;0;0;0;24872293;24592468;25081157;24875866;24708634;24718283;4;4;4;4;4;4
14;3;D;1;33;1;2;856291;118334;118334;118334;118334;118334;96;13;13;13;13;13;0;0;0;0;0;0;0;0;0;0;0;0;938580;125079;125079;125079;125079;125079;2;1;1;1;1;1
14;3;D;1;33;1;3;15365278;14412401;14282992;14374699;13684113;13924745;2961;2806;2806;2832;2697;2496;2370703;3227887;2309493;1282760;493055;238004;566;779;559;323;116;58;18860573;18761303;17652095;16482085;14929906;14968594;16;15;15;15;14;13
14;3;D;1;33;1;4;9732035;9742526;9317887;9347388;9680154;10153064;2709;2709;2612;2561;2677;2677;1410912;2070641;1090450;1069378;637873;1123658;343;491;272;221;144;241;11791166;12476952;11005487;10997232;10840519;11808866;14;14;14;14;14;14
14;3;D;1;33;1;6;2840984;2809734;2809734;2816340;2815893;2741600;1355;1355;1355;1355;1355;1355;0;0;0;16426;24639;32852;0;0;0;8;12;16;3123797;3048491;3090741;3131817;3139490;3244447;7;7;7;7;7;7
14;3;D;1;33;1;7;1017763;610449;1017763;1017763;409145;427497;387;194;387;387;194;194;632806;496934;527757;316403;72968;50322;212;173;175;110;29;20;1766083;1211824;1651036;1410602;509980;510245;2;2;2;2;1;1
14;3;D;1;33;1;8;334533;334533;414054;397677;398981;396896;149;149;194;194;194;194;99916;0;52968;44541;48152;60190;42;0;22;19;20;25;466497;466497;499172;467686;472978;481104;1;1;1;1;1;1
