A¤o;Mes;ID_Empresa;Tama¤o;Categor¡a;Sexo;Grupo;Divisi¢n;RO_t_1;HO_t_1;C_t_1;HT_t_1;RO;HO;C;HT
2019;8;378;3;N;1;3;5;;;;;;;;
2019;8;378;3;N;1;4;5;;;;;;;;
2019;8;378;3;N;1;5;5;;;;;;;;
2019;8;378;3;N;1;6;5;;;;;;;;
2019;8;378;3;N;1;7;5;;;;;;;;
2019;8;378;3;N;1;8;5;;;;;;;;
2019;8;378;3;N;1;9;5;60236867;34243;66245809;34251;11386213;8321;13183809;8329
2019;8;378;3;N;2;1;5;;;;;;;;
2019;8;378;3;N;2;2;5;;;;;;;;
2019;8;378;3;N;2;3;5;;;;;;;;
2019;8;378;3;N;2;4;5;;;;;;;;
2019;8;378;3;N;2;5;5;;;;;;;;
2019;8;378;3;N;2;6;5;;;;;;;;
2019;8;378;3;N;2;7;5;;;;;;;;
2019;8;378;3;N;2;8;5;;;;;;;;
2019;8;378;3;N;2;9;5;48372695;23974;58418299;24350;36390790;17557;44885618;17934
2019;8;379;3;E;1;1;3;;;;;;;;
2019;8;379;3;E;1;2;3;495000;194;885789;194;495000;194;885789;194
2019;8;379;3;E;1;3;3;1646667;711;2551831;711;1540000;672;2367564;672
2019;8;379;3;E;1;4;3;1663867;943;2495910;943;1673900;950;2546754;950
2019;8;379;3;E;1;5;3;;;;;;;;
2019;8;379;3;E;1;6;3;;;;;;;;
2019;8;379;3;E;1;7;3;;;;;;;;
2019;8;379;3;E;1;8;3;;;;;;;;
2019;8;379;3;E;1;9;3;8753883;5569;11314535;5587;9019767;5749;11644555;5764
2019;8;379;3;E;2;1;3;1750000;388;2353250;388;1750000;388;2353250;388
2019;8;379;3;E;2;2;3;;;;;;;;
2019;8;379;3;E;2;3;3;1386667;568;2432852;568;1620000;659;2763018;659
2019;8;379;3;E;2;4;3;901000;388;1517042;388;301000;194;479722;194
2019;8;379;3;E;2;5;3;;;;;;;;
2019;8;379;3;E;2;6;3;;;;;;;;
2019;8;379;3;E;2;7;3;701000;388;1178979;390;690967;381;1171230;384
2019;8;379;3;E;2;8;3;11674332;4167;17046056;4575;11705500;4225;17328652;4632
2019;8;379;3;E;2;9;3;29072984;16602;41067485;17314;28616448;16163;40801720;16981
2019;8;380;3;G;1;1;2;;;;;;;;
2019;8;380;3;G;1;2;2;;;;;;;;
2019;8;380;3;G;1;3;2;18706365;5844;23479237;6045;16248803;4831;20353433;5011
2019;8;380;3;G;1;4;2;11865530;4515;15773331;4690;9162633;3548;12781190;3665
2019;8;380;3;G;1;5;2;;;;;;;;
2019;8;380;3;G;1;6;2;;;;;;;;
2019;8;380;3;G;1;7;2;;;;;;;;
2019;8;380;3;G;1;8;2;545414;194;647315;194;527233;187;604601;187
2019;8;380;3;G;1;9;2;86483300;41016;115515175;42750;60839344;28483;77555231;29636
2019;8;380;3;G;2;1;2;5424707;194;5753603;194;5424707;194;5673804;194
2019;8;380;3;G;2;2;2;7406971;387;8161584;387;7406971;387;8001911;387
2019;8;380;3;G;2;3;2;23543079;8192;29646036;8574;21952853;7398;27870113;7811
2019;8;380;3;G;2;4;2;13184030;3935;16341833;4096;12638499;3670;15478003;3814
2019;8;380;3;G;2;5;2;;;;;;;;
2019;8;380;3;G;2;6;2;;;;;;;;
2019;8;380;3;G;2;7;2;;;;;;;;
2019;8;380;3;G;2;8;2;29472567;12268;39567955;12985;26298422;10868;35743496;11460
2019;8;380;3;G;2;9;2;36565519;16886;48952373;17639;26533734;12184;34288910;12712
2019;8;381;3;C;1;1;21;;;;;;;;
2019;8;381;3;C;1;2;21;7108249;751;7478465;751;7174602;768;7527466;768
2019;8;381;3;C;1;3;21;5935633;1151;6705805;1204;5982333;1161;7669968;1333
2019;8;381;3;C;1;4;21;10067763;1969;11173007;1969;9679464;1910;10539796;1910
2019;8;381;3;C;1;5;21;;;;;;;;
2019;8;381;3;C;1;6;21;;;;;;;;
2019;8;381;3;C;1;7;21;2284209;870;2478534;870;4088291;930;4370882;930
2019;8;381;3;C;1;8;21;;;;;;;;
2019;8;381;3;C;1;9;21;;;;;;;;
2019;8;381;3;C;2;1;21;10348438;581;11228808;581;13527584;774;14538731;774
2019;8;381;3;C;2;2;21;75894076;9226;80990113;9226;72110774;8740;82305757;9212
2019;8;381;3;C;2;3;21;86197352;12072;91106720;12072;78936763;11052;83443206;11052
2019;8;381;3;C;2;4;21;8036314;1741;9862172;1964;7145168;1548;9440446;1852
2019;8;381;3;C;2;5;21;;;;;;;;
2019;8;381;3;C;2;6;21;;;;;;;;
2019;8;381;3;C;2;7;21;188057295;41038;200390469;41038;165970650;35976;177029180;35976
2019;8;381;3;C;2;8;21;13567640;2353;14567497;2353;11106218;1919;11915158;1919
2019;8;381;3;C;2;9;21;;;;;;;;
2019;8;382;1;L;1;1;1;;;;;;;;
2019;8;382;1;L;1;2;1;;;;;;;;
2019;8;382;1;L;1;3;1;;;;;;;;
2019;8;382;1;L;1;4;1;2005631;388;2259924;388;1887092;388;2135221;388
2019;8;382;1;L;1;5;1;;;;;;;;
2019;8;382;1;L;1;6;1;;;;;;;;
2019;8;382;1;L;1;7;1;;;;;;;;
2019;8;382;1;L;1;8;1;;;;;;;;
2019;8;382;1;L;1;9;1;;;;;;;;
2019;8;382;1;L;2;1;1;4670000;194;4981757;194;4500000;194;4811757;194
2019;8;382;1;L;2;2;1;;;;;;;;
2019;8;382;1;L;2;3;1;;;;;;;;
2019;8;382;1;L;2;4;1;;;;;;;;
2019;8;382;1;L;2;5;1;;;;;;;;
2019;8;382;1;L;2;6;1;;;;;;;;
2019;8;382;1;L;2;7;1;1135386;194;1294426;194;1135386;194;1294426;194
2019;8;382;1;L;2;8;1;;;;;;;;
2019;8;382;1;L;2;9;1;;;;;;;;
2019;8;383;3;N;1;1;5;1562042;194;2043268;194;1562042;194;2043268;194
2019;8;383;3;N;1;2;5;1396847;170;1711939;210;1228109;149;1568045;184
2019;8;383;3;N;1;3;5;2966150;1161;3785214;1214;2894641;1161;3630232;1191
2019;8;383;3;N;1;4;5;592961;194;905067;242;534848;194;847508;242
2019;8;383;3;N;1;5;5;;;;;;;;
2019;8;383;3;N;1;6;5;;;;;;;;
2019;8;383;3;N;1;7;5;;;;;;;;
2019;8;383;3;N;1;8;5;;;;;;;;
2019;8;383;3;N;1;9;5;29344768;16053;34402002;16383;29176523;15662;34265046;16022
2019;8;383;3;N;2;1;5;1131049;65;1548501;65;1131049;65;1548501;65
2019;8;383;3;N;2;2;5;1315000;194;1854872;202;1315000;194;1854872;202
2019;8;383;3;N;2;3;5;2670788;970;3209599;990;2632442;968;3198775;998
2019;8;383;3;N;2;4;5;340107;194;411601;194;348949;194;422303;194
2019;8;383;3;N;2;5;5;;;;;;;;
2019;8;383;3;N;2;6;5;;;;;;;;
2019;8;383;3;N;2;7;5;;;;;;;;
2019;8;383;3;N;2;8;5;;;;;;;;
2019;8;383;3;N;2;9;5;23162915;12867;27055478;13036;21361563;12442;25005445;12675
2019;8;384;1;K;1;1;3;;;;;;;;
2019;8;384;1;K;1;2;3;23153341;970;24556207;970;22790445;854;24059531;854
2019;8;384;1;K;1;3;3;;;;;;;;
2019;8;384;1;K;1;4;3;30138;10;47321;10;30882;11;48776;11
2019;8;384;1;K;1;5;3;;;;;;;;
2019;8;384;1;K;1;6;3;;;;;;;;
2019;8;384;1;K;1;7;3;;;;;;;;
2019;8;384;1;K;1;8;3;;;;;;;;
2019;8;384;1;K;1;9;3;;;;;;;;
2019;8;384;1;K;2;1;3;10016776;388;10537700;388;10016776;388;10537872;388
2019;8;384;1;K;2;2;3;65504243;1940;68560015;1940;65504243;1940;68561190;1940
2019;8;384;1;K;2;3;3;1668674;194;1934253;194;1668674;194;1936621;194
2019;8;384;1;K;2;4;3;1050285;194;1291561;194;1050285;194;1291561;194
2019;8;384;1;K;2;5;3;;;;;;;;
2019;8;384;1;K;2;6;3;;;;;;;;
2019;8;384;1;K;2;7;3;;;;;;;;
2019;8;384;1;K;2;8;3;;;;;;;;
2019;8;384;1;K;2;9;3;;;;;;;;
2019;8;386;2;C;1;1;1;;;;;;;;
2019;8;386;2;C;1;2;1;339288;32;438928;32;315755;35;411204;35
2019;8;386;2;C;1;3;1;;;;;;;;
2019;8;386;2;C;1;4;1;695413;194;831748;199;665801;180;791903;182
2019;8;386;2;C;1;5;1;;;;;;;;
2019;8;386;2;C;1;6;1;;;;;;;;
2019;8;386;2;C;1;7;1;;;;;;;;
2019;8;386;2;C;1;8;1;;;;;;;;
2019;8;386;2;C;1;9;1;299202;45;466159;45;296453;45;455794;45
2019;8;386;2;C;2;1;1;8054604;387;8816272;387;8054604;387;9507785;387
2019;8;386;2;C;2;2;1;2695994;581;3551688;581;2695994;581;4246301;581
2019;8;386;2;C;2;3;1;7708222;1806;10362994;1818;6578301;1625;9662587;1637
2019;8;386;2;C;2;4;1;1491085;310;1853970;310;1506166;313;1891946;316
2019;8;386;2;C;2;5;1;;;;;;;;
2019;8;386;2;C;2;6;1;;;;;;;;
2019;8;386;2;C;2;7;1;;;;;;;;
2019;8;386;2;C;2;8;1;82894497;25032;113430046;27424;84430630;26058;115714809;28728
2019;8;386;2;C;2;9;1;1232832;368;1502129;368;1277247;387;1565217;387
2019;8;388;3;E;1;1;3;;;;;;;;
2019;8;388;3;E;1;2;3;13012927;1161;14944275;1173;13591334;1142;15507070;1154
2019;8;388;3;E;1;3;3;6437276;1155;8552981;1210;6046803;1064;7631894;1082
2019;8;388;3;E;1;4;3;8349691;2322;10190854;2362;8439198;2316;10060979;2328
2019;8;388;3;E;1;5;3;;;;;;;;
2019;8;388;3;E;1;6;3;;;;;;;;
2019;8;388;3;E;1;7;3;1913313;484;2749904;524;1388292;387;2087677;428
2019;8;388;3;E;1;8;3;1020017;226;1453932;231;792610;194;1171476;206
2019;8;388;3;E;1;9;3;4835718;2103;6642498;2135;4508994;1993;6158082;1993
2019;8;388;3;E;2;1;3;4270146;194;4510388;194;4270146;194;4518713;194
2019;8;388;3;E;2;2;3;40226926;3677;46416393;3706;41881368;3831;48046284;3847
2019;8;388;3;E;2;3;3;18097051;2322;21180557;2353;18402108;2322;21726308;2366
2019;8;388;3;E;2;4;3;3454328;968;4091576;976;4826974;1161;5572699;1161
2019;8;388;3;E;2;5;3;;;;;;;;
2019;8;388;3;E;2;6;3;;;;;;;;
2019;8;388;3;E;2;7;3;46479245;9688;62565748;10200;40917611;9101;55917532;9616
2019;8;388;3;E;2;8;3;97327550;24104;137022038;26104;94042254;23233;132492205;25152
2019;8;388;3;E;2;9;3;94847938;34604;129708165;35936;94733539;34262;128138943;35441
2019;8;389;1;K;1;1;3;2214646;194;2506703;194;2214646;194;2506703;194
2019;8;389;1;K;1;2;3;;;;;;;;
2019;8;389;1;K;1;3;3;;;;;;;;
2019;8;389;1;K;1;4;3;11269491;4405;14464917;4526;11920741;4837;15384163;4958
2019;8;389;1;K;1;5;3;;;;;;;;
2019;8;389;1;K;1;6;3;;;;;;;;
2019;8;389;1;K;1;7;3;;;;;;;;
2019;8;389;1;K;1;8;3;;;;;;;;
2019;8;389;1;K;1;9;3;;;;;;;;
2019;8;389;1;K;2;1;3;17487794;1161;19592949;1161;17655794;1161;19833434;1161
2019;8;389;1;K;2;2;3;;;;;;;;
2019;8;389;1;K;2;3;3;;;;;;;;
2019;8;389;1;K;2;4;3;9595896;4760;12568898;4923;12940290;5612;16863174;5803
2019;8;389;1;K;2;5;3;;;;;;;;
2019;8;389;1;K;2;6;3;;;;;;;;
2019;8;389;1;K;2;7;3;;;;;;;;
2019;8;389;1;K;2;8;3;;;;;;;;
2019;8;389;1;K;2;9;3;;;;;;;;
2019;8;390;2;F;1;1;1;;;;;;;;
2019;8;390;2;F;1;2;1;7461471;970;8710983;1030;8541839;1164;9560397;1207
2019;8;390;2;F;1;3;1;;;;;;;;
2019;8;390;2;F;1;4;1;3519212;1164;3984567;1164;4612527;1358;5192358;1369
2019;8;390;2;F;1;5;1;;;;;;;;
2019;8;390;2;F;1;6;1;;;;;;;;
2019;8;390;2;F;1;7;1;384193;71;413544;71;373918;70;402802;70
2019;8;390;2;F;1;8;1;;;;;;;;
2019;8;390;2;F;1;9;1;4470696;1714;5106347;1833;4623796;1828;5551554;2028
2019;8;390;2;F;2;1;1;7931363;582;8250997;582;7931363;582;8255319;582
2019;8;390;2;F;2;2;1;28233027;3214;31560170;3218;29375794;3492;33049816;3512
2019;8;390;2;F;2;3;1;9121104;1203;10751910;1210;10483705;1416;12387597;1432
2019;8;390;2;F;2;4;1;7948450;1985;9661758;2016;6763506;1824;8377000;1869
2019;8;390;2;F;2;5;1;;;;;;;;
2019;8;390;2;F;2;6;1;;;;;;;;
2019;8;390;2;F;2;7;1;121281069;26716;140867969;27173;114273245;23430;138466448;23959
2019;8;390;2;F;2;8;1;13759475;3289;15784727;3332;13743345;3288;15880653;3346
2019;8;390;2;F;2;9;1;28401396;10744;32206806;11034;30719961;11947;36389186;12267
2019;8;391;1;M;1;1;1;;;;;;;;
2019;8;391;1;M;1;2;1;1249953;194;1323263;194;1249953;194;1323263;194
2019;8;391;1;M;1;3;1;;;;;;;;
2019;8;391;1;M;1;4;1;1337106;398;1499201;398;1337106;398;1497898;398
2019;8;391;1;M;1;5;1;;;;;;;;
2019;8;391;1;M;1;6;1;;;;;;;;
2019;8;391;1;M;1;7;1;;;;;;;;
2019;8;391;1;M;1;8;1;;;;;;;;
2019;8;391;1;M;1;9;1;455419;168;475525;168;409035;156;431308;156
2019;8;391;1;M;2;1;1;4666114;387;4931524;387;4672396;387;4938176;387
2019;8;391;1;M;2;2;1;2506146;194;2643006;194;2506146;194;2643115;194
2019;8;391;1;M;2;3;1;;;;;;;;
2019;8;391;1;M;2;4;1;599809;162;769342;162;620587;162;795058;162
2019;8;391;1;M;2;5;1;;;;;;;;
2019;8;391;1;M;2;6;1;;;;;;;;
2019;8;391;1;M;2;7;1;;;;;;;;
2019;8;391;1;M;2;8;1;;;;;;;;
2019;8;391;1;M;2;9;1;;;;;;;;
2019;8;392;3;N;1;1;2;0;0;0;0;0;0;0;0
2019;8;392;3;N;1;2;2;13987999;2412;15377999;2422;14951588;2354;16358886;2360
2019;8;392;3;N;1;3;2;43230767;11057;55334336;11590;47181162;10520;55944585;10855
2019;8;392;3;N;1;4;2;168952383;34354;200565682;35263;145947255;33352;174372648;34261
2019;8;392;3;N;1;5;2;0;0;0;0;0;0;0;0
2019;8;392;3;N;1;6;2;22317602;10359;27049922;10489;20400744;9565;24805218;9825
2019;8;392;3;N;1;7;2;3728898;1664;5417065;1679;3221990;1101;4689958;1107
2019;8;392;3;N;1;8;2;2104583;897;2567976;920;2118734;761;2483745;767
2019;8;392;3;N;1;9;2;9702526;4805;11267870;4907;8423856;4102;10132785;4259
2019;8;392;3;N;2;1;2;;;;;0;0;0;0
2019;8;392;3;N;2;2;2;9745676;1593;10761484;1599;10916413;1548;12023560;1548
2019;8;392;3;N;2;3;2;18898414;5414;25145766;5612;23128159;7626;31367317;7944
2019;8;392;3;N;2;4;2;67008007;13817;78364456;14225;63188580;14576;73685860;15012
2019;8;392;3;N;2;5;2;;;;;0;0;0;0
2019;8;392;3;N;2;6;2;7413687;3666;9239546;3666;7871058;2954;9993611;2981
2019;8;392;3;N;2;7;2;3289069;1458;4493035;1497;2644276;1361;3599440;1404
2019;8;392;3;N;2;8;2;;;;;0;0;0;0
2019;8;392;3;N;2;9;2;3678408;1571;4360569;1592;5245305;1329;6512990;1337
2019;8;393;3;F;1;1;1;;;;;;;;
2019;8;393;3;F;1;2;1;;;;;;;;
2019;8;393;3;F;1;3;1;;;;;;;;
2019;8;393;3;F;1;4;1;;;;;;;;
2019;8;393;3;F;1;5;1;;;;;;;;
2019;8;393;3;F;1;6;1;;;;;;;;
2019;8;393;3;F;1;7;1;;;;;;;;
2019;8;393;3;F;1;8;1;;;;;;;;
2019;8;393;3;F;1;9;1;;;;;;;;
2019;8;393;3;F;2;1;1;;;;;;;;
2019;8;393;3;F;2;2;1;;;;;;;;
2019;8;393;3;F;2;3;1;;;;;;;;
2019;8;393;3;F;2;4;1;;;;;;;;
2019;8;393;3;F;2;5;1;;;;;;;;
2019;8;393;3;F;2;6;1;;;;;;;;
2019;8;393;3;F;2;7;1;1505000;774;1655380;774;1505000;774;1655380;774
2019;8;393;3;F;2;8;1;;;;;;;;
2019;8;393;3;F;2;9;1;;;;;;;;
2019;8;394;3;G;1;1;3;11886450;581;12415460;581;11636425;581;12086437;581
2019;8;394;3;G;1;2;3;16948945;2516;18721304;2522;16136973;2445;17461806;2451
2019;8;394;3;G;1;3;3;7907175;1961;9067767;1976;7407398;2006;8356072;2032
2019;8;394;3;G;1;4;3;14975988;3905;17338691;3962;15573524;3907;17728867;3934
2019;8;394;3;G;1;5;3;1786475;415;2071210;424;2087330;516;2380987;528
2019;8;394;3;G;1;6;3;56989434;12939;65034326;13087;53793141;13083;61207002;13186
2019;8;394;3;G;1;7;3;;;;;;;;
2019;8;394;3;G;1;8;3;;;;;;;;
2019;8;394;3;G;1;9;3;10917809;2946;12778642;2978;9513755;2776;11087395;2790
2019;8;394;3;G;2;1;3;2520599;194;2811598;194;2520599;194;2693144;194
2019;8;394;3;G;2;2;3;13199091;1935;14566818;1935;13666120;1909;14686104;1909
2019;8;394;3;G;2;3;3;3287198;658;3639352;663;3248346;581;3549915;586
2019;8;394;3;G;2;4;3;2657234;581;3148215;621;2551398;667;2961596;675
2019;8;394;3;G;2;5;3;3986435;1232;4669290;1287;4051921;1290;4686985;1334
2019;8;394;3;G;2;6;3;40747191;6767;45144172;6838;36971956;6317;40943652;6362
2019;8;394;3;G;2;7;3;732955;194;866803;199;732955;194;889470;202
2019;8;394;3;G;2;8;3;;;;;;;;
2019;8;394;3;G;2;9;3;15539207;4926;17790830;5023;14825190;4932;16920147;4985
2019;8;396;3;B;1;1;1;;;;;;;;
2019;8;396;3;B;1;2;1;60119497;3290;62337948;3290;59515772;3222;61618159;3223
2019;8;396;3;B;1;3;1;20436410;3290;23876930;3352;20744616;3346;24409410;3412
2019;8;396;3;B;1;4;1;;;;;;;;
2019;8;396;3;B;1;5;1;;;;;;;;
2019;8;396;3;B;1;6;1;;;;;;;;
2019;8;396;3;B;1;7;1;;;;;;;;
2019;8;396;3;B;1;8;1;30672936;4914;35878717;5008;28982716;4937;33880661;5030
2019;8;396;3;B;1;9;1;;;;;;;;
2019;8;396;3;B;2;1;1;220189630;3677;225098573;3677;221442356;3632;226928515;3632
2019;8;396;3;B;2;2;1;794485860;34056;841208771;34056;794028212;33425;835813088;33453
2019;8;396;3;B;2;3;1;610133898;85798;703585624;87595;625300396;86002;722544992;88252
2019;8;396;3;B;2;4;1;;;;;;;;
2019;8;396;3;B;2;5;1;;;;;;;;
2019;8;396;3;B;2;6;1;;;;;;;;
2019;8;396;3;B;2;7;1;;;;;;;;
2019;8;396;3;B;2;8;1;857118540;125798;997341129;128493;852937036;126147;1001035344;129289
2019;8;396;3;B;2;9;1;;;;;;;;
2019;8;397;2;F;1;1;1;;;;;;;;
2019;8;397;2;F;1;2;1;;;;;;;;
2019;8;397;2;F;1;3;1;;;;;;;;
2019;8;397;2;F;1;4;1;433360;141;508694;154;547700;154;625250;154
2019;8;397;2;F;1;5;1;;;;;;;;
2019;8;397;2;F;1;6;1;;;;;;;;
2019;8;397;2;F;1;7;1;75198;27;79790;27;73187;27;77717;27
2019;8;397;2;F;1;8;1;;;;;;;;
2019;8;397;2;F;1;9;1;1362726;574;1521430;574;1268941;548;1409206;548
2019;8;397;2;F;2;1;1;3000000;194;3863990;194;3000000;194;3866078;194
2019;8;397;2;F;2;2;1;4185673;387;5544981;387;4185673;387;5545069;387
2019;8;397;2;F;2;3;1;1051774;178;1269074;182;1270910;227;1537794;233
2019;8;397;2;F;2;4;1;999146;194;1143101;194;969146;194;1137541;194
2019;8;397;2;F;2;5;1;2657128;1056;3722698;1324;1888209;796;2544761;948
2019;8;397;2;F;2;6;1;;;;;;;;
2019;8;397;2;F;2;7;1;2731789;774;3486964;819;2591789;774;3424368;809
2019;8;397;2;F;2;8;1;;;;;;;;
2019;8;397;2;F;2;9;1;445000;194;519033;194;445000;194;539033;194
2019;8;398;1;C;1;1;1;1523699;194;1674129;194;1526283;194;1676845;194
2019;8;398;1;C;1;2;1;;;;;;;;
2019;8;398;1;C;1;3;1;;;;;;;;
2019;8;398;1;C;1;4;1;545016;190;737058;212;573184;192;791421;220
2019;8;398;1;C;1;5;1;;;;;;;;
2019;8;398;1;C;1;6;1;;;;;;;;
2019;8;398;1;C;1;7;1;439510;194;616661;206;439510;194;616661;206
2019;8;398;1;C;1;8;1;;;;;;;;
2019;8;398;1;C;1;9;1;714077;326;777475;331;574494;262;618375;272
2019;8;398;1;C;2;1;1;;;;;;;;
2019;8;398;1;C;2;2;1;;;;;;;;
2019;8;398;1;C;2;3;1;;;;;;;;
2019;8;398;1;C;2;4;1;;;;;;;;
2019;8;398;1;C;2;5;1;;;;;;;;
2019;8;398;1;C;2;6;1;;;;;;;;
2019;8;398;1;C;2;7;1;1114072;388;1386305;414;1315577;499;1674033;540
2019;8;398;1;C;2;8;1;;;;;;;;
2019;8;398;1;C;2;9;1;;;;;;;;
2019;8;399;3;Q;1;1;1;;;;;;;;
2019;8;399;3;Q;1;2;1;38758599;7979;42589598;8064;41212001;8075;44980559;8093
2019;8;399;3;Q;1;3;1;65536773;15790;73042718;15945;73098087;17925;81827617;18057
2019;8;399;3;Q;1;4;1;24251454;9675;27843452;9865;24315791;7772;27858619;7954
2019;8;399;3;Q;1;5;1;;;;;;;;
2019;8;399;3;Q;1;6;1;;;;;;;;
2019;8;399;3;Q;1;7;1;;;;;;;;
2019;8;399;3;Q;1;8;1;;;;;;;;
2019;8;399;3;Q;1;9;1;12092472;3754;13854571;3826;12319404;3638;14041741;3707
2019;8;399;3;Q;2;1;1;19333292;387;19796928;387;19333292;387;19797381;387
2019;8;399;3;Q;2;2;1;33277972;3664;35776947;3664;32505372;3657;35132239;3657
2019;8;399;3;Q;2;3;1;20934676;4837;22973639;4855;18787143;4231;20651050;4252
2019;8;399;3;Q;2;4;1;4456584;774;5071637;799;4456584;774;5291490;802
2019;8;399;3;Q;2;5;1;;;;;;;;
2019;8;399;3;Q;2;6;1;;;;;;;;
2019;8;399;3;Q;2;7;1;;;;;;;;
2019;8;399;3;Q;2;8;1;;;;;;;;
2019;8;399;3;Q;2;9;1;18139036;5115;20647533;5227;17924524;5018;20722739;5182
2019;8;400;3;J;1;1;4;7636578;581;8487758;581;7636578;581;8476335;581
2019;8;400;3;J;1;2;4;79007111;11791;95139438;11966;78564973;11732;98580996;11913
2019;8;400;3;J;1;3;4;;;;;;;;
2019;8;400;3;J;1;4;4;4754834;1148;6468546;1171;4904594;1161;6509690;1168
2019;8;400;3;J;1;5;4;;;;;;;;
2019;8;400;3;J;1;6;4;;;;;;;;
2019;8;400;3;J;1;7;4;;;;;;;;
2019;8;400;3;J;1;8;4;;;;;;;;
2019;8;400;3;J;1;9;4;2183525;819;3020853;819;2059608;774;2798816;774
2019;8;400;3;J;2;1;4;18213536;1393;20799011;1393;20396287;1548;23121634;1548
2019;8;400;3;J;2;2;4;313335026;39564;364103377;40286;320364043;40138;368193570;41165
2019;8;400;3;J;2;3;4;1359146;194;1935700;194;1159146;194;1722476;194
2019;8;400;3;J;2;4;4;721146;194;1180136;194;721146;194;1176357;194
2019;8;400;3;J;2;5;4;;;;;;;;
2019;8;400;3;J;2;6;4;;;;;;;;
2019;8;400;3;J;2;7;4;;;;;;;;
2019;8;400;3;J;2;8;4;;;;;;;;
2019;8;400;3;J;2;9;4;548235;194;887877;194;548248;194;884047;194
2019;8;401;3;F;1;1;3;5548849;194;5798737;194;5548849;194;5794985;194
2019;8;401;3;F;1;2;3;44994673;3677;51300625;3721;48360750;4064;54582059;4105
2019;8;401;3;F;1;3;3;9533984;1161;10737889;1168;9411108;1161;10498102;1161
2019;8;401;3;F;1;4;3;6467925;1161;7118662;1170;10952679;1935;12140135;1943
2019;8;401;3;F;1;5;3;;;;;;;;
2019;8;401;3;F;1;6;3;;;;;;;;
2019;8;401;3;F;1;7;3;;;;;;;;
2019;8;401;3;F;1;8;3;917280;194;970481;194;917283;194;970484;194
2019;8;401;3;F;1;9;3;2359107;774;2504707;774;2530922;774;2707714;774
2019;8;401;3;F;2;1;3;93006818;2903;97524541;2903;133413353;3677;139370931;3677
2019;8;401;3;F;2;2;3;438107780;34830;481616841;34900;411001831;32702;452970688;32898
2019;8;401;3;F;2;3;3;287624995;35798;318577197;35838;219536525;28251;247175703;28414
2019;8;401;3;F;2;4;3;50164763;7160;56917041;7230;42669048;6192;48780071;6229
2019;8;401;3;F;2;5;3;;;;;;;;
2019;8;401;3;F;2;6;3;;;;;;;;
2019;8;401;3;F;2;7;3;610778551;121712;689852287;121712;413099144;84366;469447241;84563
2019;8;401;3;F;2;8;3;284474910;49536;319320133;49627;269441202;47988;303713121;48176
2019;8;401;3;F;2;9;3;85196569;22446;103614445;22446;85749699;22640;103457564;22783
2019;8;402;2;L;1;1;1;;;;;;;;
2019;8;402;2;L;1;2;1;13412686;1509;15115225;1511;12859317;1432;14444218;1432
2019;8;402;2;L;1;3;1;1349877;368;1668576;368;1504678;387;1844561;387
2019;8;402;2;L;1;4;1;6835143;1477;8262161;1501;6336788;1387;7620281;1398
2019;8;402;2;L;1;5;1;;;;;;;;
2019;8;402;2;L;1;6;1;;;;;;;;
2019;8;402;2;L;1;7;1;1715778;387;2169820;406;1735938;387;2171896;404
2019;8;402;2;L;1;8;1;;;;;;;;
2019;8;402;2;L;1;9;1;;;;;;;;
2019;8;402;2;L;2;1;1;;;;;;;;
2019;8;402;2;L;2;2;1;54219488;4696;59915379;4715;54530063;4818;60227492;4828
2019;8;402;2;L;2;3;1;82447730;16641;102637172;17388;84358732;16700;103749258;17503
2019;8;402;2;L;2;4;1;10253650;2129;12422503;2193;10219840;2129;12475840;2210
2019;8;402;2;L;2;5;1;;;;;;;;
2019;8;402;2;L;2;6;1;;;;;;;;
2019;8;402;2;L;2;7;1;94179265;16635;116230781;17638;95732895;16551;117770981;17593
2019;8;402;2;L;2;8;1;16969603;2709;19933146;2794;16063560;2709;19029298;2789
2019;8;402;2;L;2;9;1;4736422;1129;6004680;1186;4949382;1161;6183405;1218
2019;8;403;3;F;1;1;3;2000000;194;2532800;194;2000000;194;2532800;194
2019;8;403;3;F;1;2;3;7417730;968;8803179;968;7417730;968;8803179;968
2019;8;403;3;F;1;3;3;;;;;;;;
2019;8;403;3;F;1;4;3;3592896;1355;4640500;1355;3595813;1355;4681179;1359
2019;8;403;3;F;1;5;3;;;;;;;;
2019;8;403;3;F;1;6;3;;;;;;;;
2019;8;403;3;F;1;7;3;526750;271;583092;271;376250;194;423352;194
2019;8;403;3;F;1;8;3;;;;;;;;
2019;8;403;3;F;1;9;3;;;;;;;;
2019;8;403;3;F;2;1;3;4000000;387;5125600;387;4000000;387;5297600;387
2019;8;403;3;F;2;2;3;53176299;7592;64792171;7592;52487548;7547;63626916;7547
2019;8;403;3;F;2;3;3;5528732;1548;7549568;1586;5927058;1542;7751157;1591
2019;8;403;3;F;2;4;3;5503313;2129;7192931;2133;5505073;2129;7123902;2143
2019;8;403;3;F;2;5;3;;;;;;;;
2019;8;403;3;F;2;6;3;;;;;;;;
2019;8;403;3;F;2;7;3;43592857;15029;56977791;15309;44039923;14500;56632267;14824
2019;8;403;3;F;2;8;3;;;;;;;;
2019;8;403;3;F;2;9;3;;;;;;;;
2019;8;404;3;C;1;1;15;11996148;388;12488476;388;12093527;388;12587021;388
2019;8;404;3;C;1;2;15;540145;97;795944;108;926892;129;1056631;129
