Tamaño;Categoría;Sexo;Grupo;IR_Wtam;IR_Wcat;IR_Wsex;IR_Wgru;IR_Wi;ICMO_Wtam;ICMO_Wcat;ICMO_Wsex;ICMO_Wgru;ICMO_Wi
2;F;1;9;0,111249071;0,197177986;0,066962445;0,34458457;0,020788805;0,116840932;0,20003299;0,07028312;0,334284277;0,021602147
2;F;2;1;0,94993003;1,683657113;0,257431647;1,249843064;0,177510785;0,905523232;1,550265958;0,241709253;1,267404342;0,167417748
2;F;2;2;2,154560423;3,81874545;0,583887255;1,228473092;0,40261672;2,116551125;3,623559331;0,564966169;1,243932718;0,391318754
2;F;2;3;1,401301938;2,483669217;0,379753723;1,732698475;0,2618574;1,436328049;2,459009775;0,383395773;1,737474958;0,265555647
2;F;2;4;0,431377073;0,764573236;0,116903463;0,758961224;0,080610235;0,448787463;0,768329183;0,119793815;0,758983061;0,082974112
2;F;2;7;3,718030054;6,589840879;1,007588527;8,293565164;0,694777946;3,950103202;6,762621109;1,054392047;8,256889418;0,730315203
2;F;2;8;1,197010041;2,121582016;0,324390488;3,094301814;0,22368194;1,300910651;2,227173665;0,347249116;3,063570002;0,240518988
2;F;2;9;1,99504847;3,536026275;0,540659414;6,179493558;0,372809164;2,174985559;3,723599739;0,580563939;6,222677811;0,40212241
3;F;1;1;0,041799291;0,257081095;0,087305784;0,190841128;0,02710449;0,038830271;0,235033411;0,082580785;0,192149201;0,025381944
3;F;1;2;0,271280427;1,668474932;0,566620861;0,536740818;0,175910103;0,262050935;1,586152329;0,557306745;0,544510686;0,171293222
3;F;1;3;0,107512356;0,661240745;0,224560042;0,461305726;0,069715718;0,106583003;0,645129844;0,226671302;0,455832652;0,069669456
3;F;1;4;0,091874377;0,56506139;0,191897142;0,560913807;0,059575367;0,094323648;0,57092593;0,200599189;0,563981063;0,061655958
3;F;1;7;0,050922437;0,313191815;0,106361212;0,394163801;0,033020337;0,052837164;0,31981489;0,112369406;0,390481166;0,034537744
3;F;1;9;0,124975966;0,768648399;0,261036117;1,343275605;0,081039886;0,130308992;0,788739451;0,277129635;1,318098568;0,085178277
3;F;2;1;0,768456261;4,726290139;0,722651094;3,50850592;0,498300674;0,707620131;4,283111289;0,667800015;3,501614555;0,462545696
3;F;2;2;1,742750866;10,7185622;1,638871181;3,448112848;1,13007594;1,686613673;10,20880235;1,591702365;3,504582677;1,10247838
3;F;2;3;1,205557606;7,414625031;1,133698257;5,172713579;0,781736318;1,217017486;7,36641187;1,148531903;5,204922845;0,795520331
3;F;2;4;0,297433592;1,829326564;0,279704547;1,815899201;0,192868959;0,303630004;1,837823769;0,286543743;1,815468084;0,198471956
3;F;2;5;0,015795587;0,0971487;0,014854064;0,404489085;0,01024255;0,016750609;0,10138875;0,015807997;0,398325206;0,010949267
3;F;2;7;3,531909194;21,72254746;3,321383628;27,33865145;2,29024451;3,688900833;22,32832575;3,48131423;27,26199112;2,411301105
3;F;2;8;0,827036376;5,086579505;0,77773944;7,418714935;0,536286585;0,871301695;5,273849568;0,822270678;7,254399415;0,569538417
3;F;2;9;1,032796477;6,352080206;0,971234853;11,10077688;0,66971044;1,080281225;6,538769184;1,019490241;10,92723622;0,70614078
3;G;1;1;0,275176438;1,209281594;0,574758422;1,256360591;0,178436447;0,253512604;1,124432685;0,539148178;1,254491479;0,165712024
3;G;1;2;0,790601333;3,474351394;1,651321525;1,564241148;0,512660509;0,754305446;3,345654946;1,604190089;1,567357032;0,493062199
3;G;1;3;0,538564905;2,366760146;1,124895421;2,310832748;0,349229057;0,540588016;2,397730228;1,149674766;2,311979036;0,353362842
3;G;1;4;1,263174142;5,551104781;2,638379879;7,711963213;0,819097402;1,36451551;6,052187596;2,901930866;8,15872716;0,891934456
3;G;1;5;0,055329649;0,243149911;0,115566515;1,416866581;0,035878166;0,060276883;0,267352771;0,128191542;1,433368921;0,039400819
3;G;1;6;1,125696162;4,946948435;2,351230923;23,40777616;0,729950662;1,203213822;5,336748258;2,558888707;24,50800998;0,786497374
3;G;1;7;0,140652942;0,618108933;0,29378047;1,088720451;0,091205524;0,151607857;0,672443211;0,322426177;1,120423735;0,099100575
3;G;1;8;0,011592225;0,050942824;0,024212572;0,103985047;0,007516906;0,011273387;0,050002108;0,023975242;0,093861462;0,007369005
3;G;1;9;0,434173501;1,908005014;0,906854083;4,666614643;0,281537101;0,476043417;2,111448381;1,012407023;4,815263607;0,311172371
3;G;2;1;1,059651215;4,656709417;0,996488868;4,838001523;0,687124228;0,964594972;4,278375498;0,910314035;4,773238698;0,630520859
3;G;2;2;1,269678696;5,579689487;1,193997298;2,512117774;0,82331524;1,211164367;5,372012191;1,143008158;2,516655548;0,791694358
3;G;2;3;1,084173952;4,764476257;1,019549886;4,651889961;0,703025844;1,074614048;4,766355356;1,014141975;4,595893871;0,702436351
3;G;2;4;0,801478811;3,522153212;0,753705278;4,893209022;0,519713941;0,837823571;3,716092187;0,790676479;5,009524537;0,547654978
3;G;2;5;0,12456378;0,547404014;0,11713894;3,189795344;0,080772607;0,136187565;0,604047871;0,128523842;3,238505593;0,089020887
3;G;2;6;0,86153331;3,786066795;0,810180125;17,91476205;0,558655907;0,906923079;4,022576929;0,85588753;18,47292598;0,592822828
3;G;2;7;0,273343856;1,201228187;0,257050722;2,115811021;0,17724812;0,292185835;1,295964374;0,275743576;2,159333637;0,190991317
3;G;2;8;0,185601224;0,815637219;0,174538142;1,664887562;0,120351958;0,200879838;0,890984716;0,189575668;1,672512046;0,131307887
3;G;2;9;0,636558396;2,797399216;0,59861523;6,841902431;0,412772326;0,693780254;3,077200822;0,654738954;7,01771034;0,453499069
2;G;1;1;0,593361777;0,751443913;0,35715314;0,780698659;0,110879867;0,55883247;0,701072563;0,336153511;0,782162923;0,103319794
2;G;1;2;1,209366091;1,531562739;0,727935154;0,689548404;0,225990881;1,165349561;1,461966953;0,700990668;0,68489555;0,215455763
2;G;1;3;1,176407474;1,48982336;0,70809688;1,454618295;0,219831996;1,166040817;1,462834156;0,701406478;1,410518106;0,215583566
2;G;1;4;0,951331787;1,204783505;0,572620529;1,673765211;0,177772728;0,967433239;1,213674825;0,581938412;1,636109523;0,178863986
2;G;1;6;0,847620426;1,073441591;0,510195143;5,079268729;0,158392474;0,844220822;1,05910105;0,507822664;4,863721848;0,156083846
2;G;1;7;0,195582167;0,247688737;0,11772377;0,43627228;0,036547896;0,207710202;0,260578852;0,124943552;0,434176041;0,03840252
2;G;1;9;0,175689528;0,222496345;0,105750099;0,544183423;0,032830614;0,174855146;0,219361172;0,105180308;0,500264122;0,03232811
2;G;2;1;3,054238559;3,867942063;0,827700607;4,018526371;0,570737073;2,838984276;3,561593303;0,757803604;3,97354907;0,524885876
2;G;2;2;2,731783244;3,459578915;0,74031501;1,557590203;0,510480744;2,616741817;3,282783286;0,698480931;1,537903206;0,483796558
2;G;2;3;2,329880324;2,950601904;0,631399061;2,880878114;0,435378262;2,33895189;2,934287258;0,624331098;2,829346915;0,432437341
2;G;2;4;1,070103745;1,355198426;0,289998801;1,882731603;0,199967313;1,085428913;1,361704036;0,289731067;1,835662152;0,200679627
2;G;2;6;1,03846087;1,315125326;0,281423561;6,222858326;0,194054297;1,010123244;1,267230753;0,269629896;5,819518261;0,186756731
2;G;2;7;0,915039925;1,158822845;0,247976406;2,041119392;0,170990968;0,953747881;1,196506121;0,254581749;1,993616465;0,176333767
2;G;2;8;0,492539139;0,62376033;0,133478422;1,273226371;0,09203942;0,515533478;0,646752643;0,137610177;1,214051786;0,095314456
2;G;2;9;0,698395871;0,884460959;0,189265729;2,163222022;0,130507296;0,723243318;0,907331041;0,193053691;2,069213808;0,133716909
1;G;1;1;1,121681692;1,251924461;0,595026114;1,300663603;0,184728647;1,071772959;1,174148792;0,562986287;1,309958056;0,17303888
1;G;1;2;1,351799898;1,508762575;0,717098484;0,679283191;0,222626586;1,325633778;1,452258416;0,696335574;0,680347339;0,214024978
1;G;1;3;0,993140817;1,108458211;0,526838162;1,082264943;0,163559377;0,983240753;1,077159983;0,516481645;1,038636987;0,158745262
1;G;1;4;1,973666679;2,202836696;1,046984383;3,06032695;0,32504121;1,997335662;2,188121314;1,049170515;2,949724295;0,32247196
1;G;1;6;2,023650711;2,258624566;1,073499753;10,68727094;0,333273031;2,023963125;2,217292234;1,063157523;10,18249645;0,326770992
1;G;2;1;5,349003311;5,970096627;1,27754049;6,202520705;0,880922056;5,082002961;5,567436264;1,184588724;6,211400153;0,820494764
1;G;2;2;3,050812685;3,405054262;0,728647284;1,533041821;0,502435319;2,982047133;3,266892498;0,695099833;1,530458763;0,48145467
1;G;2;3;3,510810777;3,918464499;0,838511899;3,825869767;0,578191949;3,525874308;3,862666086;0,821863147;3,72452368;0,569256144
1;G;2;4;1,113183534;1,242439549;0,265869538;1,726079488;0,183329093;1,129661943;1,237567336;0,263318382;1,668318121;0,182385118
1;G;2;6;2,551090718;2,847307658;0,609295134;13,47277846;0,420136603;2,60050636;2,848906922;0,606164643;13,0830678;0,419854508
1;G;2;7;1,511340695;1,686828267;0,360964243;2,971133943;0,248901202;1,567739646;1,717490254;0,365432039;2,861679341;0,253113227
1;G;2;8;1,000604563;1,116788602;0,238981502;2,279601041;0,164788574;1,05150851;1,151948681;0,24510122;2,162380579;0,169767163
1;G;2;9;1,17037007;1,306266233;0,279527805;3,194876893;0,192747087;1,204654397;1,319723076;0,280798737;3,009694462;0,194492729
1;H;1;2;0,176159524;0,496675775;0,09344854;0,088520648;0,029011537;0,17916663;0,461486656;0,094113548;0,091952651;0,028926642
1;H;1;4;0,481217325;1,356775852;0,255274627;0,746165685;0,079251205;0,493061477;1,269998169;0,258997811;0,728167751;0,079605298
1;H;2;1;0,836995682;2,359880807;0,19990563;0,970551474;0,13784399;0,818305497;2,107742203;0,190742798;1,00016134;0,13211629
1;H;2;2;0,383167862;1,08032873;0,091514705;0,192542911;0,063103536;0,382373622;0,984895033;0,089129322;0,196243397;0,061734626
1;H;2;3;0,288595111;0,813684082;0,068927222;0,31449354;0,047528443;0,316315401;0,814746231;0,073731491;0,334136755;0,051069457
1;H;2;4;0,472302736;1,331641472;0,11280342;0,732342907;0,07778307;0,489989736;1,262086162;0,114214084;0,723631313;0,079109362
1;H;2;7;0,254798103;0,718394569;0,060855242;0,500905782;0,041962447;0,272087748;0,700827295;0,063422253;0,496656373;0,043928855
1;H;2;8;4,67065685;13,16875784;1,115526182;10,64080118;0,769205849;4,959419045;12,77417402;1,156015044;10,19882514;0,800703461
2;H;1;2;0,265722308;0,850087005;0,159942147;0,151507798;0,049654789;0,282224563;0,832449374;0,169766044;0,165868126;0,052179115
2;H;1;4;0,316580926;1,012791636;0,190554694;0,55698984;0,059158598;0,341503524;1,007298554;0,205424013;0,577545969;0,063138911
2;H;2;1;0,97577826;3,121666468;0,264436534;1,283852127;0,182340972;0,941217117;2,776213347;0,25123694;1,317362843;0,174017015
2;H;2;2;0,785288486;2,512260046;0,212813683;0,447750624;0,146744678;0,820949081;2,421470835;0,219134068;0,482485592;0,151781248
2;H;2;3;0,687019798;2,197883224;0,186182806;0,849494406;0,128381481;0,737956428;2,176675761;0,196981028;0,892679645;0,136437144
2;H;2;4;0,370973386;1,186801581;0,100534025;0,652687482;0,069322766;0,387967729;1,144349343;0,103559342;0,656125582;0,07172945
2;H;2;8;2,574269763;8,235489487;0,697628755;6,654553701;0,481046638;2,776837612;8,190558271;0,741214936;6,539293381;0,513395884
3;H;1;1;0,102011148;1,132458219;0,213069719;0,465747673;0,066148493;0,092448853;0,964088974;0,196612042;0,457477446;0,060430473
3;H;1;2;0,26147855;2,902756616;0,546147774;0,517347354;0,169554137;0,249616378;2,603086883;0,530862028;0,518673154;0,163165201
3;H;1;3;0,173182528;1,922554369;0,361724708;0,743078232;0,112299131;0,17314531;1,805619848;0,368230127;0,740505367;0,113178829
3;H;1;4;0,192511153;2,137127591;0,402096225;1,175324038;0,124832658;0,201576603;2,102111311;0,428695285;1,205269192;0,131763338
3;H;1;5;0,112576249;1,249744778;0,235136947;2,882821925;0,072999368;0,105778092;1,103090941;0,224959489;2,515376093;0,069143315
3;H;1;6;0,018465793;0,204994651;0,038569328;0,383978532;0,011974029;0,018553906;0,193486623;0,039458806;0,377920624;0,012128018
3;H;1;7;0,017507532;0,194356688;0,036567817;0,135516599;0,01135265;0,0192815;0,201074221;0,041006187;0,142495582;0,012603619
3;H;1;8;0,034367934;0,381529375;0,071783979;0,308288623;0,022285673;0,041861733;0,43654879;0,08902783;0,348537977;0,027363501
3;H;1;9;0,02986145;0,33150146;0,062371328;0,320958969;0,019363471;0,033858975;0,353093234;0,072008273;0,34248954;0,022132388
3;H;2;1;0,533030639;5,917342783;0,501258424;2,433633828;0,345640396;0,490702455;5,117216809;0,463089011;2,42821082;0,320754454
3;H;2;2;0,605645208;6,723460236;0,569544677;1,198296937;0,392726862;0,58445954;6,094948476;0,551570076;1,214437432;0,38204007
3;H;2;3;0,867786289;9,63357181;0,816060384;3,723430467;0,562710612;0,872637426;9,100168253;0,823531243;3,732083165;0,570411536
3;H;2;4;0,357790333;3,971944374;0,336463621;2,184390731;0,232006912;0,402908712;4,201672956;0,380235712;2,409076503;0,263366858
3;H;2;5;0,11836813;1,314042287;0,111312593;3,031138822;0,076755076;0,124968786;1,303218207;0,117936381;2,971725904;0,081687577
3;H;2;6;0,014166707;0,157269122;0,013322276;0,294583134;0,009186313;0,015025999;0,156696375;0,014180437;0,306061427;0,009821952
3;H;2;7;0,183420918;2,036213994;0,172487796;1,419764856;0,118938151;0,212239719;2,213310018;0,200296291;1,568509865;0,138733431
3;H;2;8;1,495711271;16,6043669;1,40655681;13,41688936;0,969884654;1,916472109;19,98564138;1,80862591;15,95641812;1,252728529
3;H;2;9;0,246965819;2,741646165;0,232244993;2,654455659;0,160143446;0,301098019;3,139955445;0,284154242;3,045659876;0,196816889
3;I;1;1;0,029820225;0,905483711;0,062285222;0,13614885;0,019336739;0,028120237;0,860517405;0,059803632;0,139151257;0,018381182
3;I;1;2;0,092173114;2,798813668;0,192521112;0,182368751;0,059769082;0,090412178;2,766735339;0,192280622;0,187865757;0,059099172
3;I;1;3;0,056037558;1,701566505;0,117045118;0,240441632;0,036337205;0,054979129;1,682435952;0,116924748;0,235133947;0,035937869
3;I;1;4;0,126907305;3,853508738;0,265070088;0,77479774;0,082292252;0,127395465;3,898474076;0,270933403;0,761724458;0,083273809
3;I;1;5;0,419962722;12,75206351;0,877172164;10,75429097;0,272322211;0,421368123;12,89443631;0,896128445;10,02002663;0,275433108
3;I;1;6;0,008974963;0,272522508;0,01874592;0,186625775;0,005819759;0,00924587;0,282936168;0,019663298;0,188327187;0,006043691
3;I;1;7;0,252720671;7,673800248;0,527855273;1,956177792;0,163875144;0,242532678;7,421829021;0,515797042;1,792383153;0,158534843
3;I;1;9;0,251911247;7,649222306;0,526164638;2,707610464;0,163350279;0,273525818;8,370261178;0,581710511;2,766762172;0,178793938
3;I;2;1;0,09743755;2,958666962;0,091629616;0,444866208;0,063182772;0,090955689;2,783367499;0,085837313;0,450088615;0,059454445
3;I;2;2;0,115096271;3,494869614;0,108235758;0,227723273;0,07463346;0,109788825;3,359687018;0,103610646;0,228128125;0,071764986
3;I;2;3;0,105725836;3,210338681;0,099423864;0,45364026;0,068557259;0,104579061;3,200261169;0,098694053;0,447262221;0,068359551
3;I;2;4;0,10445498;3,171749477;0,09822876;0,637721229;0,067733181;0,104241578;3,189933739;0,098375561;0,623282469;0,068138951
3;I;2;5;0,335442065;10,18561478;0,315447459;8,589908998;0,217515317;0,343140105;10,50055281;0,323830481;8,159784291;0,224298281
3;I;2;6;0,006095235;0,185080284;0,005731918;0,126744582;0,003952417;0,006213382;0,190137906;0,005863734;0,126559065;0,004061463
3;I;2;7;0,091687146;2,784057362;0,086221975;0,709701974;0,059453959;0,089406859;2,735971213;0,084375641;0,660741267;0,058442032
3;I;2;8;0,037795801;1,147660094;0,035542917;0,339037415;0,024508452;0,038269412;1,171095929;0,036115866;0,318628554;0,025015331
3;I;2;9;0,13943745;4,233983456;0,131126039;1,498711562;0,090417346;0,146303298;4,47707942;0,138070329;1,479883807;0,095633176
2;I;1;4;0,133497058;1,168159715;0,080353833;0,23487361;0,024946224;0,133961827;1,159495797;0,080581822;0,226554362;0,024767545
1;I;1;1;0,214899333;1,657284575;0,113999111;0,249189893;0,035391558;0,205240696;1,551281445;0,107809864;0,250852292;0,033136328
1;I;1;3;0,090624573;0,698888659;0,048074233;0,098757192;0,014924871;0,089951656;0,679886288;0,047250258;0,095019574;0,01452279
1;I;1;4;0,316967553;2,444425622;0,168143933;0,491483367;0,052201072;0,316148174;2,389559214;0,166067902;0,466896961;0,051042458
1;I;1;5;0,957203091;7,381865238;0,507774032;6,225402392;0,157640829;0,951191217;7,189438128;0,499646503;5,586778652;0,15357083
1;I;1;9;0,402457708;3,10371811;0,213494477;1,098629285;0,066280361;0,400380588;3,026217454;0,210313927;1,000306179;0,06464187
1;I;2;1;0,369623843;2,850506254;0,08827989;0,428603125;0,060872984;0,353680293;2,673240181;0,082441055;0,432280312;0,057102058
1;I;2;3;0,104742745;0,807766748;0,025016454;0,114142324;0,017249979;0,103202147;0,780038164;0,024055889;0,109016603;0,016662096
1;I;2;4;0,234320417;1,807058249;0,055964411;0,363332418;0,038589997;0,235226757;1,777926649;0,054830146;0,347389821;0,037977609
1;I;2;5;1,180164642;9,101324923;0,281867112;7,675486902;0,194360146;1,189042851;8,98720453;0,277159766;6,983789487;0,191972229
1;J;1;1;0,207791013;0,900229917;0,110228311;0,240947328;0,034220896;0,197034113;0,854269166;0,103499069;0,240821922;0,031811366
1;J;1;2;0,649430687;2,813581426;0,344507912;0,326340718;0,106954096;0,634724281;2,751936571;0,33341116;0,325755863;0,102476908
1;J;1;3;0,135842952;0,588523477;0,072061534;0,148033453;0,022371841;0,130828499;0,567225396;0,068722252;0,138199437;0,0211224
1;J;1;4;0,217424227;0,941964675;0,115338508;0,337133533;0,035807381;0,218117088;0,945677374;0,11457364;0,322121757;0,035215235
1;J;2;1;1,312868993;5,6878492;0,313561836;1,522357837;0,216215094;1,257012325;5,449954085;0,293003101;1,536364029;0,202945972
1;J;2;2;2,139321105;9,268354955;0,510949269;1,075014779;0,352322673;2,095336588;9,084627073;0,48841217;1,07537745;0,338294313
1;J;2;3;0,582995227;2,525757674;0,139240895;0,635313024;0,096012906;0,588519169;2,551607798;0,137180788;0,621676608;0,095017044
1;J;2;4;0,105701887;0,457940887;0,025245533;0,163899171;0,017407939;0,110018459;0,477000534;0,025644736;0,16247851;0,017762597
2;J;1;2;0,755548258;3,714132577;0,454775557;0,430793537;0,141187204;0,731965774;3,634168677;0,440298083;0,430188605;0,135329561
2;J;1;3;0,234603957;1,153268754;0,141211556;0,290085889;0,04383979;0,241283961;1,197961222;0,145139116;0,291872626;0,044609808
2;J;1;4;0,122262172;0,601017754;0,073591391;0,215107046;0,022846792;0,124849857;0,619872481;0,075100715;0,211144327;0,023082878
2;J;2;1;0,754267429;3,707836262;0,204406957;0,992405634;0,140947859;0,715173897;3,550797953;0,190899739;1,000984259;0,132224993
2;J;2;2;2,196271775;10,79645735;0,595191059;1,252255796;0,410411204;2,139890229;10,62443398;0,571196023;1,257649502;0,395633807
2;J;2;3;0,499050134;2,453236227;0,135242906;0,617071441;0,093256112;0,505201632;2,508297533;0,13485232;0,611124446;0,093404251
2;J;2;4;0,111544525;0,548331822;0,030228638;0,196250506;0,020844015;0,114600566;0,568985327;0,030590068;0,193810869;0,021187936
3;J;1;1;0,086289445;1,47194663;0,180231948;0,393967809;0,055953853;0,078347941;1,375290558;0,16662347;0,387699953;0,051213217
3;J;1;2;0,509198218;8,686028741;1,063557501;1,007472125;0,330186412;0,49079784;8,615282339;1,043785425;1,019819557;0,320816804
3;J;1;3;0,193104046;3,294016422;0,403334594;0,828555944;0,125217115;0,198978773;3,492799213;0,423170451;0,850989549;0,13006523
3;J;1;4;0,123391794;2,104847647;0,257727273;0,753334751;0,08001264;0,129152914;2,267102109;0,274670991;0,772232619;0,08442259
3;J;1;6;0,030137941;0,514100431;0,062948833;0,626689693;0,01954276;0,028374772;0,498080167;0,060344954;0,577959775;0,018547562
3;J;2;1;0,32117377;5,478661353;0,302029651;1,466368526;0,20826313;0,289620512;5,083890517;0,273322612;1,433169234;0,189314458
3;J;2;2;1,191735786;20,32892284;1,12070031;2,357904137;0,772773645;1,164471437;20,44069754;1,098942792;2,419633192;0,761172878
3;J;2;3;0,529289569;9,028751949;0,497740347;2,271034852;0,343214523;0,554244683;9,729004575;0,523055509;2,370385673;0,362289711
3;J;2;4;0,098381819;1,678221318;0,0925176;0,600643206;0,063795077;0,099755326;1,751067811;0,094141765;0,596458217;0,06520645
3;J;2;6;0,026977753;0,460193163;0,025369697;0,5609766;0,017493556;0,025842472;0,453629115;0,024388231;0,526379885;0,016892289
3;J;2;7;0,013315483;0,227138792;0,012521791;0,103068151;0,008634342;0,013689881;0,240307062;0,012919506;0,101171981;0,00894858
3;J;2;8;0,017763448;0,303013279;0,016704627;0,159342397;0,011518597;0,021911189;0,38462084;0,020678174;0,182431087;0,014322552
3;J;2;9;0,015574548;0,265674475;0,0146462;0,167399467;0,010099218;0,016031615;0,281412986;0,015129463;0,162162625;0,010479287
3;K;1;1;0,347953517;2,614350028;0,726767218;1,588635601;0,22562829;0,321279252;2,51977855;0,68326829;1,589830556;0,210008632
3;K;1;2;1,88713043;14,17896142;3,941631473;3,733774465;1,223697969;1,792814179;14,06095999;3,812798584;3,725254703;1,171897811
3;K;1;3;1,217332709;9,146433785;2,542631311;5,223237282;0,78937181;1,202015584;9,427353503;2,5563404;5,140762926;0,785714129
3;K;1;4;0,868772835;6,52752789;1,8145976;5,304054222;0,563350332;0,91904647;7,208039622;1,954546723;5,495173444;0,60074745
3;K;2;1;1,177894348;8,850113514;1,107683915;5,377858836;0,763798251;1,073799707;8,421762218;1,01337346;5,313631591;0,701904046
3;K;2;2;2,333966992;17,53626958;2,194846846;4,617861181;1,513446353;2,194605102;17,2121879;2,071107443;4,560128467;1,434534011
3;K;2;3;0,691791717;5,197779607;0,650556273;2,968286533;0,448588028;0,686499875;5,384187265;0,647868265;2,936012771;0,448740148
3;K;2;4;0,536103122;4,028012777;0,504147767;3,273030547;0,347632729;0,56953858;4,466865152;0,537488767;3,405391763;0,372286778
3;K;2;5;0,077291059;0,580726656;0,072683992;1,979248381;0,050118906;0,095662009;0,750272783;0,090278793;2,274818209;0,062530797
3;K;2;9;0,059936545;0,45033345;0,056363923;0,644214253;0,038865479;0,067951169;0,532937928;0,064127333;0,687338132;0,044417223
2;K;1;1;0,201367988;0,43600728;0,12120634;0,264944128;0,037629076;0,188603961;0,418386764;0,113450608;0,26397719;0,034870061
2;K;1;2;1,146127757;2,481626055;0,689871075;0,653491586;0,214173709;1,092773657;2,424138033;0,657334212;0,64224147;0,202037561
2;K;1;3;0,720887646;1,56088495;0,433912828;0,891371725;0,134710271;0,71065827;1,576478102;0,427481017;0,859658034;0,131390121
2;K;1;4;0,378528272;0,819599401;0,227841708;0,665979485;0,070734526;0,38211316;0,847654991;0,229851856;0,646224416;0,070647028
2;K;2;1;1,287678078;2,788114544;0,348961584;1,694225324;0,240624825;1,179991329;2,617616046;0,314972397;1,651560203;0,218162808
2;K;2;2;1,433923907;3,104769872;0,388594298;0,817585303;0,267953376;1,366840157;3,032109339;0,364847529;0,803314964;0,252708371
2;K;2;3;0,42037818;0,910213925;0,113922756;0,519794208;0,078554902;0,414896363;0,920379117;0,110747341;0,501885375;0,076708153
2;K;2;4;0,260237224;0,563472502;0,070524454;0,457859201;0,048629807;0,262519348;0,582355855;0,070073692;0,44396904;0,048535914
1;K;1;1;0,293750548;0,560548874;0,155827851;0,340623057;0,048377487;0,273328981;0,529482744;0,143575621;0,334072153;0,044129254
1;K;1;2;1,235619451;2,357868253;0,655467452;0,620902195;0,203492943;1,244911422;2,411596146;0,653933329;0,638918672;0,200992268
1;K;1;3;0,211339618;0,403288387;0,112110764;0,230305164;0,034805312;0,218859341;0,423966182;0,114963534;0,231189976;0,035335073
1;K;1;4;0,27215549;0,519340149;0,144372173;0,421998704;0,044821018;0,27758233;0,537722174;0,145809841;0,409941783;0,044815961
1;K;2;1;4,705292245;8,978864163;1,1237984;5,45609544;0,774909918;4,32797941;8,384000889;1,008829717;5,289806437;0,698756863
1;K;2;2;2,197260254;4,19291732;0,524787288;1,104129361;0,361864614;2,103530824;4,074881747;0,490322204;1,079582931;0,339617281
1;K;2;3;0,31916016;0,609036713;0,07622729;0,347801487;0,052562171;0,317886115;0,615797169;0,074097617;0,335795964;0,05132305
1;K;2;4;0,31596466;0,602938907;0,075464086;0,489928302;0,052035907;0,319585827;0,619089789;0,074493811;0,471973789;0,051597471
1;L;1;1;0,216178361;3,86987567;0,114677605;0,25067301;0,0356022;0,214053473;3,895470884;0,112439084;0,261623574;0,03455916
1;L;1;2;0,27198683;4,868920323;0,144282703;0,136674135;0,044793242;0,267921713;4,87579677;0,140735264;0,137503908;0,043256245
1;L;1;3;0,341351017;6,110630077;0,181078795;0,371983743;0,056216761;0,335046435;6,097371897;0,175994875;0,353923104;0,054093602
1;L;1;4;0,258520337;4,627852465;0,137139041;0,400856316;0,042575458;0,261759295;4,763649459;0,137498238;0,386573858;0,042261316
1;L;1;9;0,053461779;0,957035838;0,028360234;0,145939996;0,008804567;0,054274394;0,987717322;0,028509527;0,135598513;0,008762659
1;L;2;1;0,733458246;13,1298628;0,175177048;0,850493016;0,120792512;0,697095978;12,68616222;0,162489483;0,852014864;0,112546884
1;L;2;2;0,396901529;7,105056964;0,094794814;0,199444117;0,06536532;0,384474199;6,996887382;0,089618956;0,197321464;0,062073767
1;L;2;3;0,256540433;4,592409589;0,061271375;0,279562285;0,04224939;0,256982677;4,676721766;0,059901339;0,271461199;0,041490126
1;L;2;4;0,139125208;2,49052336;0,033228263;0,215724686;0,022912393;0,141966012;2,583580906;0,033091546;0,209659599;0,022920563
1;L;2;5;0,060531435;1,083591923;0,014457153;0,393680862;0,009968862;0,063632609;1,158023613;0,014832434;0,373743256;0,010273552
1;L;2;9;0,075339562;1,348676786;0,017993883;0,205661979;0,012407598;0,076064645;1,384269114;0,017730277;0,190039021;0,012280718
2;L;1;1;0,039279767;0,797851764;0,023643067;0,051681222;0,007340101;0,03755578;0,782664205;0,022590862;0,052564481;0,006943504
2;L;1;2;0,115264106;2,341247848;0,069379153;0,06572053;0,021539083;0,112999577;2,354916433;0,067972437;0,066411753;0,020891937
2;L;1;3;0,11494269;2,334719225;0,069185688;0,142125703;0,021479021;0,115570262;2,40848962;0,069518776;0,139801235;0,021367219
2;L;1;4;0,076354032;1,550905298;0,04595861;0,134336647;0,014268066;0,075520447;1,573849617;0,045427681;0,12771912;0,013962605
2;L;2;1;0,329981925;6,70260236;0,089425313;0,434164209;0,061662805;0,305093068;6,358153693;0,081437797;0,427019721;0,056407161
2;L;2;2;0,2540207;5,159675772;0,068839772;0,144835852;0,047468142;0,242146353;5,046341243;0,064635574;0,142313487;0,044769251
2;L;2;3;0,152083033;3,089114945;0,041214599;0,188049436;0,028419334;0,153233844;3,19340042;0,040902361;0,185361531;0,028330654
2;L;2;4;0,081107614;1,647460192;0,021980215;0,14270006;0,015156354;0,082499297;1,719289176;0,022021349;0,139521654;0,01525289
2;L;2;9;0,046747006;0,949526528;0,012668469;0,144794889;0,008735483;0,047449633;0,988852553;0,012665622;0,135754362;0,00877273
3;L;1;1;0,014804054;1,04345366;0,030921088;0,0675902;0,009599597;0,013759075;1,013772482;0,029261584;0,068085936;0,00899381
3;L;1;2;0,034640239;2,441593619;0,07235274;0,068537309;0,022462247;0,032607489;2,402528842;0,069346724;0,067754486;0,021314337
