A¤o;Mes;ID_Empresa;Tama¤o;Categor¡a;Sexo;Grupo;Divisi¢n;RO_t_1;HO_t_1;C_t_1;HT_t_1;RO;HO;C;HT
2019;11;13;3;C;1;9;1;547978;196;584915;199;545625;196;604603;204
2019;11;13;3;C;2;1;1;4920073;196;5027510;196;4920073;196;5028092;196
2019;11;13;3;C;2;2;1;9418130;782;9724886;782;7864925;782;8336299;809
2019;11;13;3;C;2;3;1;2389843;587;2558434;600;2064806;587;2169435;589
2019;11;13;3;C;2;4;1;8348430;1277;8867755;1298;7657513;1173;8020917;1173
2019;11;13;3;C;2;5;1;812447;196;984549;216;937497;196;1073497;210
2019;11;13;3;C;2;6;1;;;;;0;0;0;0
2019;11;13;3;C;2;7;1;150177798;50347;158193611;50551;144850296;52576;153710078;52951
2019;11;13;3;C;2;8;1;9709766;1955;10285219;1981;8565361;1760;9540841;1874
2019;11;13;3;C;2;9;1;17492210;7515;18375982;7532;13197647;5715;13848401;5716
2019;11;14;3;C;1;1;7;3798270;194;3977075;194;3798270;194;3977075;194
2019;11;14;3;C;1;2;7;5184181;622;5713181;633;5856286;729;6442832;744
2019;11;14;3;C;1;3;7;6200181;1354;7000429;1386;5830963;1260;6645387;1286
2019;11;14;3;C;1;4;7;;;;;;;;
2019;11;14;3;C;1;5;7;;;;;;;;
2019;11;14;3;C;1;6;7;12570670;582;13105632;582;11711024;582;12245986;582
2019;11;14;3;C;1;7;7;527484;194;664974;209;527484;194;695027;215
2019;11;14;3;C;1;8;7;;;;;;;;
2019;11;14;3;C;1;9;7;;;;;;;;
2019;11;14;3;C;2;1;7;33629894;968;34970103;968;33629894;970;34970103;970
2019;11;14;3;C;2;2;7;35080078;2831;37909911;2924;35922683;2903;39044556;2995
2019;11;14;3;C;2;3;7;27530506;4230;32143882;4448;27494541;4212;34056832;4567
2019;11;14;3;C;2;4;7;;;;;;;;
2019;11;14;3;C;2;5;7;;;;;;;;
2019;11;14;3;C;2;6;7;19285106;774;20085287;774;19031000;774;19831181;774
2019;11;14;3;C;2;7;7;85864069;24357;107000367;26270;88482699;25032;120825452;28845
2019;11;14;3;C;2;8;7;;;;;;;;
2019;11;14;3;C;2;9;7;;;;;;;;
2019;11;15;3;P;1;1;1;327629917;20629;343521337;20629;313117077;20720;328748900;20720
2019;11;15;3;P;1;2;1;1037561215;95058;1095499409;95156;1045923251;95521;1104465850;95565
2019;11;15;3;P;1;3;1;111058145;15132;120028922;15235;107943212;15351;117604221;15419
2019;11;15;3;P;1;4;1;328439646;71460;372691202;72094;337278962;73185;380459439;73397
2019;11;15;3;P;1;5;1;;;;;;;;
2019;11;15;3;P;1;6;1;;;;;;;;
2019;11;15;3;P;1;7;1;6322280;2709;8086506;2768;6007374;2709;7711452;2719
2019;11;15;3;P;1;8;1;;;;;;;;
2019;11;15;3;P;1;9;1;314906;116;332100;116;524843;194;553499;194
2019;11;15;3;P;2;1;1;415935642;21874;435775232;21874;389461485;21629;409224219;21629
2019;11;15;3;P;2;2;1;929311823;72567;975430854;72663;932367554;72899;980095268;72964
2019;11;15;3;P;2;3;1;73943498;11124;81039596;11415;80187238;11811;87516860;12005
2019;11;15;3;P;2;4;1;194634875;43598;228992718;45367;201838505;43269;232329792;44061
2019;11;15;3;P;2;5;1;;;;;;;;
2019;11;15;3;P;2;6;1;;;;;;;;
2019;11;15;3;P;2;7;1;8480536;2625;10795043;2830;8598326;2645;10477741;2752
2019;11;15;3;P;2;8;1;;;;;;;;
2019;11;15;3;P;2;9;1;8712758;3290;11821698;3635;9685924;3657;12554370;3875
2019;11;17;1;K;1;1;3;8795280;194;9038014;194;8795280;194;9038461;194
2019;11;17;1;K;1;2;3;;;;;;;;
2019;11;17;1;K;1;3;3;;;;;;;;
2019;11;17;1;K;1;4;3;1024412;95;1202364;98;1098905;97;1284470;99
2019;11;17;1;K;1;5;3;;;;;;;;
2019;11;17;1;K;1;6;3;;;;;;;;
2019;11;17;1;K;1;7;3;;;;;;;;
2019;11;17;1;K;1;8;3;;;;;;;;
2019;11;17;1;K;1;9;3;;;;;;;;
2019;11;17;1;K;2;1;3;17560294;388;17992370;388;17560294;388;17992966;388
2019;11;17;1;K;2;2;3;31074086;582;31748896;582;31074086;582;31749939;582
2019;11;17;1;K;2;3;3;;;;;;;;
2019;11;17;1;K;2;4;3;6217354;388;6691862;388;6217354;388;6691862;388
2019;11;17;1;K;2;5;3;;;;;;;;
2019;11;17;1;K;2;6;3;;;;;;;;
2019;11;17;1;K;2;7;3;;;;;;;;
2019;11;17;1;K;2;8;3;;;;;;;;
2019;11;17;1;K;2;9;3;;;;;;;;
2019;11;18;3;Q;1;1;1;9519116;757;10026634;757;9524213;757;10273630;781
2019;11;18;3;Q;1;2;1;1069951863;92562;1139715289;94275;1080246085;92562;1151779895;94072
2019;11;18;3;Q;1;3;1;448782226;117872;513189805;121974;451821977;118628;521077367;122191
2019;11;18;3;Q;1;4;1;88053389;26866;103771999;28042;88061336;26866;104366739;27923
2019;11;18;3;Q;1;5;1;;;;;;;;
2019;11;18;3;Q;1;6;1;;;;;;;;
2019;11;18;3;Q;1;7;1;;;;;;;;
2019;11;18;3;Q;1;8;1;;;;;;;;
2019;11;18;3;Q;1;9;1;46685378;17974;61942287;21080;46700751;17974;60891943;20544
2019;11;18;3;Q;2;1;1;13495941;568;13842544;568;13498490;568;13841869;568
2019;11;18;3;Q;2;2;1;1088549830;55659;1133651653;56261;1090816906;55234;1136793537;55893
2019;11;18;3;Q;2;3;1;70890371;20055;84413198;21574;70979638;20055;84829495;21386
2019;11;18;3;Q;2;4;1;26333685;7568;32564757;8431;26357138;7568;31881606;8190
2019;11;18;3;Q;2;5;1;;;;;;;;
2019;11;18;3;Q;2;6;1;;;;;;;;
2019;11;18;3;Q;2;7;1;;;;;;;;
2019;11;18;3;Q;2;8;1;465392;189;560441;198;465392;189;612191;216
2019;11;18;3;Q;2;9;1;50249491;17406;64011676;19804;50266077;17406;63314668;19343
2019;11;19;2;G;1;1;2;;;;;;;;
2019;11;19;2;G;1;2;2;2132549;387;2445442;387;2116276;380;2424955;380
2019;11;19;2;G;1;3;2;2780575;387;3105006;387;2780575;387;3105006;387
2019;11;19;2;G;1;4;2;5705549;2058;7143968;2078;5868382;2129;7393209;2166
2019;11;19;2;G;1;5;2;;;;;;;;
2019;11;19;2;G;1;6;2;;;;;;;;
2019;11;19;2;G;1;7;2;23269658;12045;28664622;12237;40260764;20240;48703584;20256
2019;11;19;2;G;1;8;2;;;;;;;;
2019;11;19;2;G;1;9;2;;;;;;;;
2019;11;19;2;G;2;1;2;16985773;581;17601652;581;16985773;580;17603402;580
2019;11;19;2;G;2;2;2;11964317;1355;13157936;1355;11958803;1354;13151956;1354
2019;11;19;2;G;2;3;2;2245484;742;2732600;742;2327679;770;2862375;776
2019;11;19;2;G;2;4;2;5779296;1619;6926483;1639;5576412;1545;6804191;1617
2019;11;19;2;G;2;5;2;;;;;;;;
2019;11;19;2;G;2;6;2;;;;;;;;
2019;11;19;2;G;2;7;2;10609488;5286;13139662;5345;17452476;8616;21794330;8647
2019;11;19;2;G;2;8;2;2463695;774;2995807;774;2463695;774;2995807;774
2019;11;19;2;G;2;9;2;;;;;;;;
2019;11;20;3;O;1;1;1;8460663;1203;8990060;1203;7547629;1134;8029165;1134
2019;11;20;3;O;1;2;1;1520967264;131603;1655936648;139914;1505700324;135033;1622705681;143211
2019;11;20;3;O;1;3;1;452408622;119592;526712459;130897;453526749;120116;531068434;130339
2019;11;20;3;O;1;4;1;178988279;53905;200592689;56063;177404098;54257;204048048;56962
2019;11;20;3;O;1;5;1;;;;;;;;
2019;11;20;3;O;1;6;1;;;;;;;;
2019;11;20;3;O;1;7;1;;;;;;;;
2019;11;20;3;O;1;8;1;1093441;378;1973894;531;1093441;378;1927187;509
2019;11;20;3;O;1;9;1;89276442;31769;114757175;37560;89244096;32115;113009844;36919
2019;11;20;3;O;2;1;1;9277993;331;9483672;331;9277993;331;9712773;331
2019;11;20;3;O;2;2;1;1532151811;83947;1616030552;88484;1450942710;85547;1530313291;89860
2019;11;20;3;O;2;3;1;94283183;21924;110636197;24418;96518572;22417;113790504;24766
2019;11;20;3;O;2;4;1;37210480;9904;43581447;10779;38184188;10491;44860513;11329
2019;11;20;3;O;2;5;1;;;;;;;;
2019;11;20;3;O;2;6;1;;;;;;;;
2019;11;20;3;O;2;7;1;;;;;;;;
2019;11;20;3;O;2;8;1;31674491;8751;43201663;10895;30639828;8681;40186552;10441
2019;11;20;3;O;2;9;1;69508150;20887;93632106;25266;68553957;20747;90117335;24474
2019;11;21;3;O;1;1;1;;;;;;;;
2019;11;21;3;O;1;2;1;327410672;29326;364560355;29416;328017238;29452;351529923;29452
2019;11;21;3;O;1;3;1;;;;;;;;
2019;11;21;3;O;1;4;1;77503049;13622;81066557;13622;77606162;13622;81984693;13622
2019;11;21;3;O;1;5;1;;;;;;;;
2019;11;21;3;O;1;6;1;;;;;;;;
2019;11;21;3;O;1;7;1;;;;;;;;
2019;11;21;3;O;1;8;1;;;;;;;;
2019;11;21;3;O;1;9;1;;;;;;;;
2019;11;21;3;O;2;1;1;18401329;568;18964783;568;18401329;568;19069270;568
2019;11;21;3;O;2;2;1;761824484;59220;855157372;59273;740655296;59037;799308776;59037
2019;11;21;3;O;2;3;1;;;;;;;;
2019;11;21;3;O;2;4;1;60799000;11939;71772287;11992;60964143;11951;69326511;12058
2019;11;21;3;O;2;5;1;;;;;;;;
2019;11;21;3;O;2;6;1;;;;;;;;
2019;11;21;3;O;2;7;1;;;;;;;;
2019;11;21;3;O;2;8;1;678780;189;710183;189;678780;189;708222;189
2019;11;21;3;O;2;9;1;;;;;;;;
2019;11;22;1;K;1;1;3;4182194;194;4329570;194;4182194;194;4330025;194
2019;11;22;1;K;1;2;3;6245072;194;6465862;194;6245072;194;6446593;194
2019;11;22;1;K;1;3;3;;;;;;;;
2019;11;22;1;K;1;4;3;2612528;452;2883222;452;3155653;582;3484508;582
2019;11;22;1;K;1;5;3;;;;;;;;
2019;11;22;1;K;1;6;3;;;;;;;;
2019;11;22;1;K;1;7;3;;;;;;;;
2019;11;22;1;K;1;8;3;;;;;;;;
2019;11;22;1;K;1;9;3;;;;;;;;
2019;11;22;1;K;2;1;3;14232908;388;14527660;388;14232908;388;14528570;388
2019;11;22;1;K;2;2;3;70154178;2522;72925112;2522;78990582;2716;81885740;2716
2019;11;22;1;K;2;3;3;;;;;;;;
2019;11;22;1;K;2;4;3;1416233;194;1495404;194;1436243;194;1515414;194
2019;11;22;1;K;2;5;3;;;;;;;;
2019;11;22;1;K;2;6;3;;;;;;;;
2019;11;22;1;K;2;7;3;;;;;;;;
2019;11;22;1;K;2;8;3;;;;;;;;
2019;11;22;1;K;2;9;3;;;;;;;;
2019;11;23;3;P;1;1;1;;;;;;;;
2019;11;23;3;P;1;2;1;54431744;8864;60556173;8864;59057339;9318;65465386;9318
